Time (s),Ip lower (pu),Ip upper (pu)
2.335,0.9807478589178407,0.8547863113398917
2.34,0.9807726048444697,0.8550666305193387
2.345,0.9807958487390496,0.8553909150531384
2.35,0.9808176043128032,0.8557585138887011
2.355,0.9808378865488118,0.8561687510692867
2.36,0.9808567116526429,0.8566209264560655
2.365,0.9808740970029197,0.857114316460676
2.37,0.9808900611018856,0.8576481747876545
2.375,0.9809046235260215,0.8582217331861065
2.38,0.9809178048767644,0.8588342022099967
2.3850000000000002,0.9809296267313818,0.8594847719864273
2.39,0.9809401115940517,0.8601726129912757
2.395,0.9809492828471932,0.8608968768315689
2.4,0.9809571647030986,0.8616566970339642
2.4050000000000002,0.9809637821559107,0.8624511898387164
2.41,0.9809691609339876,0.8632794549985036
2.415,0.9809733274526988,0.8641405765814995
2.42,0.980976308767693,0.865033623778068
2.4250000000000003,0.9809781325286757,0.8659576517104711
2.43,0.9809788269337357,0.8669117022449775
2.435,0.9809784206842531,0.8678948048057679
2.44,0.9809769429404275,0.8689059771900343
2.4450000000000003,0.9813540729797934,0.8699442263836773
2.45,0.9818481610976639,0.8710085493770094
2.455,0.9823327267285397,0.8720979339798807
2.46,0.9828075015103728,0.8732113596356427
2.465,0.9832722298791079,0.8743477982333827
2.47,0.983726669085863,0.8755062149178582
2.475,0.9841705892027054,0.876685568896572
2.48,0.9846037731171957,0.8778848142434373
2.485,0.9850260165158874,0.879102900698486
2.49,0.9854371278569718,0.8803387744630874
2.495,0.9858369283322681,0.8815913789901438
2.5,0.9862252518187571,0.8828596557687483
2.505,0.9866019448198743,0.8841425451027908
2.5100000000000002,0.9869668663967731,0.8854389868830127
2.515,0.9873198880897792,0.8867479213520172
2.52,0.9876608938302621,0.8880682898617537
2.525,0.9879897798431548,0.8893990356230028
2.5300000000000002,0.988306454540351,0.8907391044464019
2.535,0.9886108384052267,0.8920874454745569
2.54,0.9889028638685197,0.8934430119048021
2.545,0.9891824751758203,0.8948047617021774
2.5500000000000003,0.9894496282469183,0.8961716583022011
2.555,0.9897042905272602,0.8975426713030368
2.56,0.9899464408317726,0.8989167771466505
2.565,0.9901760691813083,0.9002929597885824
2.5700000000000003,0.9903931766319761,0.9016702113559514
2.575,0.9905977750976166,0.9030475327933398
2.58,0.990789887165687,0.9043575742265451
2.585,0.9909695459068222,0.9044796052462782
2.59,0.9911367946783358,0.9046006847616335
2.595,0.9912916869219314,0.9047208201842796
2.6,0.9914342859558924,0.9048400188682757
2.605,0.991564664762018,0.9049582881105168
2.61,0.9916829057675727,0.9050756351511768
2.615,0.9917891006225259,0.9051920671741469
2.62,0.9918833499723403,0.905307591307471
2.625,0.9919657632265867,0.9054222146237783
2.63,0.9920364583236461,0.9055359441407123
2.6350000000000002,0.9920955614917725,0.9056487868213562
2.64,0.9921432070067758,0.9057607495746556
2.645,0.9921795369465943,0.9058718392558373
2.65,0.9922047009430183,0.9059820626668248
2.6550000000000002,0.9922188559308236,0.9060914265566526
2.66,0.9922221658945787,0.9061999376218742
2.665,0.9922148016133807,0.9063076025069687
2.67,0.9921969404037719,0.9064144278047451
2.6750000000000003,0.9921687658610954,0.9065204200567415
2.68,0.9921304675995349,0.9066255857536227
2.685,0.9920822409910868,0.9067299313355743
2.69,0.9926166315805633,0.9068334631926934
2.6950000000000003,0.9937289717884552,0.9069361876653771
2.7,0.9948208745078634,0.907038111044707
2.705,0.9958917501885209,0.9071392395728324
2.71,0.9969410299815248,0.9072395794433479
2.715,0.9979681659509184,0.907339136801671
2.72,0.9989726312682469,0.9074379177454148
2.725,0.9999539203901093,0.9075359283247589
2.73,1.0009115492187388,0.9076331745428164
2.735,1.0018450552456606,0.9077296623559997
2.74,1.0027539976784816,0.9078253976743815
2.745,1.0036379575508845,0.9079203863620546
2.75,1.0044965378159048,0.9080146342374882
2.755,1.0053293634225844,0.908108147073882
2.7600000000000002,1.0061360813761027,0.9082009305995163
2.765,1.006916360781501,0.9082929904981017
2.77,1.0076698928711254,0.908384332409123
2.775,1.0083963910159197,0.9084749619281837
2.7800000000000002,1.0090955907207177,0.9085648846073453
2.785,1.0097672496036891,0.9086541059554657
2.79,1.0104111473601038,0.9087426314385337
2.795,1.01102708571059,0.9088304664800019
2.8000000000000003,1.0116148883340714,0.9089176164611167
2.805,1.0121744007855753,0.9090040867212452
2.81,1.0127054903991188,0.9090898825582008
2.815,1.013208046175879,0.909175009228565
2.8200000000000003,1.0136819786578721,0.9092594719480076
2.825,1.0141272197873676,0.9093432758916044
2.83,1.014543722752274,0.9094264261941511
2.835,1.014931461817742,0.9095089279504777
2.84,1.015290432144236,0.9095907862157564
2.845,1.0156206495923328,0.9096720060058116
2.85,1.0159221505145157,0.9097525922974236
2.855,1.0161949915342345,0.9098325500286325
2.86,1.0164392493125132,0.9099118840990384
2.865,1.0166550203023912,0.9099905993701006
2.87,1.0168424204914879,0.9100687006654326
2.875,1.0170015851329925,0.9101461927710964
2.88,1.017132668465377,0.9102230804358945
2.8850000000000002,1.0172358434211453,0.9102993683716581
2.89,1.0173113013249302,0.9103750612535353
2.895,1.017359251581255,0.9104501637202748
2.9,1.0173799213522843,0.9105246803745095
2.9050000000000002,1.017373555225889,0.9105986157830366
2.91,1.0173404148743574,0.9106719744770952
2.915,1.017280778704085,0.9107447609526438
2.92,1.0171949414965793,0.9108169796706331
2.9250000000000003,1.017083214041125,0.9108886350572785
2.93,1.016945922759445,0.9109597315043295
2.935,1.0167834093227095,0.9110302733693378
2.94,1.016596030261238,0.9111002649759227
2.9450000000000003,1.0163841565672422,0.9111697106140345
2.95,1.0161481732909656,0.9112386145402166
2.955,1.0158884791305691,0.9113069809778644
2.96,1.015605486016117,0.9113748141174833
2.9650000000000003,1.015299618688019,0.911442118116944
2.97,1.014971314270284,0.9115088971017355
2.975,1.0146210218389398,0.9115751551652183
2.98,1.014249201985975,0.9116408963688718
2.985,1.013856326379161,0.9117061247425441
2.99,1.013442877318105,0.9117708442846966
2.995,1.013009347286894,0.9118350589626482
3.0,1.0125562385036766,0.9118987727128173
3.005,1.0120840624675425,0.9119619894409619
3.01,1.0115933395030454,0.9120247130224182
3.0149999999999997,1.0110845983027208,0.9120869473023365
3.0200000000000005,1.010558375467945,0.9121486960959162
3.0250000000000004,1.0100152150484838,0.9122099631886385
3.0300000000000002,1.0094556680810698,0.9122707523364972
3.035,1.00888029212735,0.9123310672662287
3.04,1.0082896508115464,0.912390911675538
3.045,1.0076843133581543,0.9124502892333256
3.05,1.0070648541300207,0.912509203579911
3.0549999999999997,1.0064318521671218,0.9125676583272551
3.0600000000000005,1.0057858907263713,0.9126256570591802
3.0650000000000004,1.0051275568227735,0.9126832033315893
3.0700000000000003,1.0044574407722455,0.9127403006726825
3.075,1.003776135736411,0.9127969525831734
3.08,1.003084237269685,0.912853162536502
3.085,1.0023823428689427,0.9129089339790468
3.09,1.0016710515260778,0.912964270330336
3.0949999999999998,1.000950963283742,0.9130191749832551
3.0999999999999996,1.0002226787945538,0.9130736513042553
3.1050000000000004,0.9994867988840606,0.9131277026335581
3.1100000000000003,0.9987439241177317,0.9131813322853601
3.115,0.9979946543722572,0.9132345435480346
3.12,0.9972395884114149,0.9132873396843328
3.125,0.9964793234667715,0.9133397239315838
3.13,0.9957144548234699,0.9133916995018908
3.135,0.9949455754113508,0.9134432695823288
3.1399999999999997,0.9941732754016567,0.9134944373351382
3.1450000000000005,0.9933981418095477,0.9135452058979187
3.1500000000000004,0.9926207581026644,0.9135955783838207
3.1550000000000002,0.9918417038159598,0.913645557881735
3.16,0.9910615541730163,0.9136951474564828
3.165,0.9902808797140592,0.9137443501490017
3.17,0.9895002459308696,0.9137931689765318
3.175,0.9887202129087931,0.9138416069328009
3.1799999999999997,0.9879413349760344,0.913889666988206
3.1850000000000005,0.9871641603604199,0.913937352089996
3.1900000000000004,0.986389230853803,0.9139846651624515
3.1950000000000003,0.9856170814842822,0.914031609107063
3.2,0.9848482401963912,0.9140781868027089
3.205,0.984083227539416,0.9141244011058312
3.21,0.9833525247106382,0.91417025485061
3.215,0.9832840018291883,0.9142157508491369
3.2199999999999998,0.9832143702476205,0.9142608918915865
3.2249999999999996,0.9831436939745041,0.9143056807463877
3.2300000000000004,0.9830720367030823,0.9143501201603922
3.2350000000000003,0.9829994617737576,0.9143942128590425
3.24,0.9829260321374066,0.9144379615465393
3.245,0.9828518103195348,0.9144813689060058
3.25,0.9827768583852825,0.9145244375996522
3.255,0.9827012379052908,0.9145671702689386
3.26,0.9826250099224376,0.9146095695347364
3.2649999999999997,0.9825482349194519,0.9146516379974883
3.2700000000000005,0.9824709727874135,0.9146933782373676
3.2750000000000004,0.9823932827951475,0.9140491618015951
3.2800000000000002,0.9823152235595153,0.9133981423638063
3.285,0.9822368530166126,0.9127580540606622
3.29,0.9821582283938761,0.9121292524995068
3.295,0.9820794061831053,0.9115120818031046
3.3,0.9820004421144004,0.9109068744717758
3.3049999999999997,0.9819213911310218,0.9103139512551864
3.3100000000000005,0.9818423073651718,0.9097336210337954
3.3150000000000004,0.9817632441147001,0.9091661807099487
3.3200000000000003,0.9816842538207359,0.9086119151086096
3.325,0.9816053880462436,0.9080710968877053
3.33,0.9815266974555046,0.9075439864580587
3.335,0.9814482317945237,0.9070308319128764
3.34,0.9813700398723567,0.906531868966751
3.3449999999999998,0.9812921695433606,0.9060473209041282
3.3500000000000005,0.9812146676903595,0.9055773985371914
3.3550000000000004,0.9811375802087259,0.9051223001730997
3.3600000000000003,0.9810609519913736,0.9046822115905148
3.365,0.9809848269146548,0.9042573060253479
3.37,0.980909247825161,0.9038477441656458
3.375,0.9808342565274175,0.9034536741555352
3.38,0.9807598937724696,0.9030752316081347
3.385,0.9806861992473512,0.9027125396273425
3.3899999999999997,0.9806132115654309,0.9023657088383956
3.3950000000000005,0.9805409682576264,0.9020348374270996
3.4000000000000004,0.9804695057644806,0.9017200111876152
3.4050000000000002,0.9803988594290901,0.9014213035786885
3.41,0.980329063490879,0.9011387757882007
3.415,0.9802601510802065,0.9008724768059155
3.42,0.9801921542138,0.9006224435042932
3.425,0.9801251037910045,0.9003887007272338
3.4299999999999997,0.9800645174289944,0.9001712613866144
3.4350000000000005,0.980064889714096,0.8999701265664743
3.4400000000000004,0.9800651800971267,0.8997852856347017
3.4450000000000003,0.9800653903906669,0.8996167163620695
3.45,0.9800655224479394,0.8994643850484666
3.455,0.9800655781597264,0.8993282466561634
3.46,0.9800655594513225,0.8992082449499511
3.465,0.9800654682795316,0.8991043126439864
3.4699999999999998,0.9800653066297058,0.8990163715551754
3.4750000000000005,0.9800650765128299,0.8989443327629218
3.4800000000000004,0.9800647799626545,0.8988880967750651
3.4850000000000003,0.980064419032876,0.8988475536998315
3.49,0.9800639957943715,0.8988225834236161
3.495,0.9800635123324832,0.898813055794413
3.5,0.9800629707443602,0.8988188308107088
3.505,0.9800623731363537,0.8988397588156523
3.51,0.9800617216214723,0.8988756806963074
3.5149999999999997,0.980061018316894,0.8989264280878043
3.5200000000000005,0.980060265341539,0.8989918235821885
3.5250000000000004,0.9800594648137038,0.8990716809417785
3.5300000000000002,0.9800586188487568,0.8991658053168335
3.535,0.9800577295568972,0.8992739934673349
3.54,0.9800854778054098,0.8993960339886817
3.545,0.9801713332222443,0.899531707541103
3.55,0.9802556647459264,0.8996807870825857
3.5549999999999997,0.9803384235179193,0.8998430381051175
3.5600000000000005,0.9804195628278234,0.9000182188740425
3.5650000000000004,0.9804990381195677,0.900206080670332
3.5700000000000003,0.9805768069956315,0.900406368035563
3.575,0.980652829219324,0.9006188190194082
3.58,0.9807270667151485,0.9008431654294331
3.585,0.9807994835672854,0.9010791330829984
3.59,0.9808700460162233,0.9013264420610688
3.5949999999999998,0.9809387224535687,0.9015848069637276
3.6000000000000005,0.9810054834150739,0.9018539371671948
3.6050000000000004,0.9810703015719103,0.9021335370821538
3.6100000000000003,0.9811331517202297,0.9024233064131859
3.615,0.981194010769044,0.9027229404191164
3.62,0.9812528577264656,0.9030321301740775
3.625,0.9813096736843441,0.9033505628290939
3.63,0.9813644418013375,0.9036779218739963
3.635,0.9814171472844624,0.9040138873994745
3.6399999999999997,0.9814677773691557,0.9043581363590778
3.6450000000000005,0.9815163212978977,0.9047103428309778
3.6500000000000004,0.9815627702974308,0.9050701782793059
3.6550000000000002,0.9816071175546215,0.9054373118148822
3.66,0.9816493581910042,0.9058114104551562
3.665,0.9816894892360536,0.9061921393831771
3.67,0.9817275095992265,0.90657916220542
3.675,0.9817634200408182,0.9069721412082917
3.6799999999999997,0.9817972231416779,0.907370737613146
3.6850000000000005,0.9818289232718276,0.9077746118296378
3.6900000000000004,0.9818585265580291,0.9081834237072512
3.6950000000000003,0.9818860408503427,0.9085968327848398
3.7,0.9819114756877271,0.9090144985380141
3.705,0.9819348422627207,0.9094360806242247
3.71,0.9819561533852512,0.9098612391253835
3.715,0.9819754234456223,0.9102896347878732
3.7199999999999998,0.9819926683767177,0.9107209292597973
3.7250000000000005,0.9820079056154715,0.9111547853253279
3.7300000000000004,0.9820211540636465,0.9115908671360083
3.7350000000000003,0.9820324340479724,0.9120288404388748
3.74,0.9820417672796783,0.9124683728012649
3.745,0.9820491768134758,0.9129091338321795
3.75,0.982054687006028,0.9133507954000755
3.755,0.9820583234739546,0.9137930318469646
3.76,0.982060113051412,0.9142355201987018
3.7649999999999997,0.9820600837472977,0.9146779403713453
3.7700000000000005,0.9820582647021179,0.9151199753734813
3.7750000000000004,0.9820546861445624,0.9155613115044027
3.7800000000000002,0.9820493793478294,0.916001638548043
3.785,0.9820423765857426,0.9164406499625625
3.79,0.9820337110887005,0.9168780430654949
3.795,0.9820234169995014,0.917313519214362
3.8,0.9820115293290808,0.9176874464749563
3.8049999999999997,0.9819980839122052,0.9177054989961171
3.8100000000000005,0.9819831173631589,0.9177234106461983
3.8150000000000004,0.9819666670314616,0.9177411825243462
3.8200000000000003,0.9819487709576582,0.9177588157211334
3.825,0.9819294678292142,0.9177763113186248
3.83,0.9819087969365566,0.9177936703904451
3.835,0.9818867981292934,0.9178108940018438
3.84,0.981863511772649,0.9178279832097606
3.8449999999999998,0.9818389787041486,0.9178449390628902
3.8500000000000005,0.9818947297871878,0.9178617626017469
3.8550000000000004,0.9822856075161531,0.9178784548587281
3.8600000000000003,0.9826711269794848,0.9178950168581778
3.865,0.9830510623420537,0.9179114496164487
3.87,0.9834251939252255,0.9179277541419655
3.875,0.9837933083060406,0.9179439314352863
3.88,0.9841551984109599,0.9179599824891636
3.885,0.9845106636041608,0.9179759082886056
3.8899999999999997,0.9848595097703717,0.9179917098109365
3.8950000000000005,0.9852015493922366,0.9180073880258564
3.9000000000000004,0.9855366016222076,0.9180229438955004
3.9050000000000002,0.9858644923489656,0.9180383783744983
3.91,0.9861850542583724,0.9180536924100324
3.915,0.9864981268889642,0.9180688869418961
3.92,0.9868035566819948,0.9180839629025512
3.925,0.9871011970260511,0.9180989212171854
3.9299999999999997,0.9873909082962536,0.9181137628037684
3.9350000000000005,0.987672557888069,0.918128488573109
3.9400000000000004,0.9879460202457606,0.9181430994289103
3.9450000000000003,0.9882111768855086,0.918157596267825
3.95,0.9884679164132317,0.9181719799795117
3.955,0.9887161345371507,0.9181862514466874
3.96,0.9889557340751313,0.9182004115451834
3.965,0.9891866249568553,0.918214461143998
3.9699999999999998,0.9894087242208633,0.9182284011053499
3.9750000000000005,0.9896219560065227,0.9182422322847317
3.9800000000000004,0.9898262515409727,0.9182559555309615
3.9850000000000003,0.9900215491211066,0.9182695716862356
3.99,0.9902077940906481,0.9182830815861796
3.995,0.9903849388123865,0.9182964860599001
4.0,0.9905529426356375,0.9183097859300354
4.005,0.9907117718589964,0.918322982012806
4.01,0.9908613996884561,0.9183360751180644
4.015,0.991001806190965,0.9183490660493447
4.0200000000000005,0.9911329782435001,0.9183619556039126
4.025,0.9912549094777346,0.9183747445728134
4.03,0.9913676002203835,0.9183874337409212
4.035,0.9914710574293076,0.9184000238869863
4.04,0.9915652946254662,0.9184125157836838
4.045,0.991650331820803,0.9184249101976603
4.05,0.9917261954421597,0.9184372078895813
4.055,0.9917929182513051,0.9184494096141776
4.0600000000000005,0.9918505392611775,0.9184615161202921
4.065,0.9918991036484364,0.9184735281509249
4.07,0.9919386626624178,0.9184854464432792
4.075,0.9919692735305987,0.9184972717288074
4.08,0.9919909993606656,0.918509004733254
4.085,0.9920039090392936,0.9185206461767025
4.09,0.9920080771277394,0.9185321967736174
4.095,0.9920035837543522,0.9185436572328893
4.1000000000000005,0.9919905145041092,0.9185550282578784
4.105,0.9919689603052864,0.9185663105464565
4.11,0.9919390173133666,0.9185775047910512
4.115,0.9919007867923031,0.9185886116786877
4.12,0.9918543749932405,0.9185996318910306
4.125,0.9917998930308113,0.9186105661044262
4.13,0.9917374567571148,0.9186214149899441
4.135,0.9916671866334942,0.9186321792134182
4.14,0.9915892076002233,0.9186428594354872
4.1450000000000005,0.9915036489442172,0.9186534563116352
4.15,0.9914106441648787,0.9186639704922325
4.155,0.9913103308381974,0.9186744026225749
4.16,0.9912028504792139,0.9186847533429235
4.165,0.9910883484029628,0.918695023288544
4.17,0.9909669735840112,0.9187052130897454
4.175,0.9908388785147045,0.918715323371919
4.18,0.9907042190622344,0.9187253547555765
4.1850000000000005,0.9905631543246429,0.9187353078563882
4.19,0.9904158464858765,0.918745183285221
4.195,0.9902624606700031,0.9187549816481753
4.2,0.9901031647947034,0.9187647035466227
4.205,0.9899381294241504,0.9187743495772422
4.21,0.9897675276213872,0.9187839203320581
4.215,0.9895915348003154,0.9187934163984747
4.22,0.9894103285774017,0.9188028383593136
4.2250000000000005,0.9892240886232146,0.9188121867928488
4.23,0.9890329965138966,0.9188214622728424
4.235,0.9888372355826819,0.9188306653685797
4.24,0.9886369907715634,0.918839796644904
4.245,0.9884324484832164,0.9188488566622518
4.25,0.9882237964332794,0.9188578459766865
4.255,0.9880112235030994,0.9188667651399328
4.26,0.9877949195930393,0.9188756146994106
4.265,0.9875750754764475,0.9188843951982687
4.2700000000000005,0.987351882654391,0.9188931071754176
4.275,0.9871255332112469,0.918901751165563
4.28,0.9868962196712469,0.9189103276992389
4.285,0.9866641348560722,0.9189188373028391
4.29,0.9864294717435875,0.9189272804986506
4.295,0.9861924233278058,0.9189356578048851
4.3,0.9859531824801746,0.9189439697357108
4.305,0.9857119418122677,0.9189522168012839
4.3100000000000005,0.98546889353997,0.9189603995077804
4.315,0.9852242293492375,0.9189685183574264
4.32,0.9849781402635139,0.9189765738485294
4.325,0.9847308165128844,0.9189845664755086
4.33,0.9844824474050423,0.9189924967289257
4.335,0.9842332211981455,0.9190003650955143
4.34,0.9839833249756347,0.9190081720582104
4.345,0.9837329445230862,0.9190159180961817
4.3500000000000005,0.9834822642071667,0.919023603684857
4.355,0.9832314668567584,0.9190312292959555
4.36,0.9829807336463179,0.9190387953975155
4.365,0.9827302439815329,0.9190463024539235
4.37,0.9824801753873342,0.9190537509259421
4.375,0.9822307033983256,0.9190611412707393
4.38,0.9819820014516819,0.9190684739419153
4.385,0.9817342407825732,0.919075749389531
4.39,0.9814875903221632,0.9190829680601357
4.3950000000000005,0.9812422165982317,0.9190901303967941
4.4,0.9809982836384693,0.919097236839114
4.405,0.9807559528764833,0.9191042878232729
4.41,0.9805495205507904,0.9191112837820445
4.415,0.9805436030556975,0.9191182251448262
4.42,0.9805374158960521,0.9191251123376641
4.425,0.9805309674656446,0.9191319457832805
4.43,0.9805242661998603,0.9191387259010989
4.4350000000000005,0.9805173205693917,0.9191454531072701
4.44,0.9805101390740276,0.9191189714969868
4.445,0.9805027302365212,0.918894929441024
4.45,0.98049510259654,0.9186738116426592
4.455,0.9804872647046988,0.9184557490489188
4.46,0.9804792251166814,0.9182408691682061
4.465,0.9804709923874508,0.9180292960114542
4.47,0.980462575065552,0.9178211500363458
4.4750000000000005,0.980453981687509,0.9176165480946175
4.48,0.9804452207723184,0.9174156033824521
4.485,0.980436300816042,0.9172184253939688
4.49,0.9804272302864991,0.9170251198778121
4.495,0.9804180176180644,0.9168357887968428
4.5,0.9804086712065663,0.9166505302909318
4.505,0.9803991994042961,0.91646943864285
4.51,0.9803896105151215,0.916292604247254
4.515,0.9803799127897121,0.9161201135827566
4.5200000000000005,0.9803701144208746,0.9159520491870754
4.525,0.9803602235390008,0.9157884896352466
4.53,0.9803502482076294,0.9156295095208912
4.535,0.9803401964191226,0.9154751794405175
4.54,0.9803300760904581,0.9153255659808435
4.545,0.9803198950591381,0.9151807317091173
4.55,0.980309661079217,0.9150407351664167
4.555,0.9802993818174467,0.9149056308639019
4.5600000000000005,0.98028906484954,0.9147754692819979
4.565,0.9802787176565569,0.9146502968724795
4.57,0.9802683476214081,0.9145301560634259
4.575,0.9802579620254811,0.9144150852670208
4.58,0.980247568045387,0.9143051188901576
4.585,0.9802371727498286,0.9142002873478242
4.59,0.9802267830965896,0.9141006170792209
4.595,0.9802164059296462,0.9140061305665844
4.6000000000000005,0.9802060479764003,0.9139168463566707
4.605,0.980195715845033,0.913832779084861
4.61,0.9801854160219815,0.9137539395018451
4.615,0.9801751548695354,0.9136803345028413
4.62,0.9801649386235552,0.9136119671593055
4.625,0.9801547733913095,0.9135488367530857
4.63,0.9801446651494343,0.9134909388129707
4.635,0.9801346197420109,0.9134382651535861
4.64,0.9801246428787614,0.9133908039165887
4.6450000000000005,0.9801147401333647,0.9133485396141041
4.65,0.9801049169418881,0.9133114531743586
4.655,0.9800951786013362,0.9132795219894493
4.66,0.980085530268316,0.9132527199651996
4.665,0.9800759769578156,0.913231017573043
4.67,0.9800877482996716,0.9132143819038797
4.675,0.9801007639590014,0.9132027767238478
4.68,0.9801134831147374,0.9131961625319512
4.6850000000000005,0.9801258994644911,0.9131944966194866
4.69,0.9801380070697795,0.9131977331312053
4.695,0.9801498003553578,0.9132058231281567
4.7,0.9801612741082498,0.913218714652144
4.705,0.9801724234764766,0.9132363527917381
4.71,0.9801832439674923,0.9132586797497818
4.715,0.9801937314463355,0.9132856349123248
4.72,0.9802038821334947,0.9133171549189271
4.7250000000000005,0.9802136926025047,0.9133531737342618
4.73,0.9802231597772701,0.9133936227209617
4.735,0.9802322809291302,0.9134384307136393
4.74,0.9802410536736679,0.913487524094018
4.745,0.9802494759672703,0.9135408268671107
4.75,0.9802575461034504,0.9135982607383795
4.755,0.9802652627089311,0.9136597451918138
4.76,0.9802726247395077,0.91372519756886
4.765,0.9802796314756845,0.9137945331481391
4.7700000000000005,0.9802862825181046,0.913867665225888
4.775,0.9802925777827721,0.913944505197058
4.78,0.9802985174960772,0.9140249626370083
4.785,0.9803041021896307,0.9141089453837287
4.79,0.9803093326949192,0.9141963596205271
4.795,0.9803142101377799,0.9142871099591208
4.8,0.9803187359327131,0.914381099523063
4.805,0.9803229117770335,0.9144782300314476
4.8100000000000005,0.9803267396448675,0.9145784018828239
4.815,0.980330221781009,0.9146815142392634
4.82,0.9803333606946361,0.9147874651105132
4.825,0.9803361591529013,0.9148961514381788
4.83,0.9803386201743969,0.9150074691798705
4.835,0.9803407470225092,0.9151213133932586
4.84,0.980342543198666,0.9152375783199745
4.845,0.9803440124354843,0.9153561574692991
4.8500000000000005,0.9803451586898274,0.9154769437015832
4.855,0.9803459861357796,0.9155998293113382
4.86,0.9803464991575424,0.9157247061099454
4.865,0.9803467023422637,0.9158514655079237
4.87,0.9803466004728044,0.9159799985967039
4.875,0.9803461985204511,0.9161101962298546
4.88,0.9803455016375836,0.9162419491037055
4.885,0.9803445151502975,0.9163751478373185
4.89,0.9803432445510002,0.9165096830517527
4.8950000000000005,0.9803416954909767,0.9166454454485746
4.9,0.9803398737729375,0.9167823258875645
4.905,0.9803377853435549,0.9169202154635686
4.91,0.9803354362859926,0.9170590055824549
4.915,0.9803328328124384,0.9171985880361199
4.92,0.9803299812566407,0.9173388550765076
4.925,0.9803268880664623,0.917479699488593
4.93,0.9803235597964535,0.9176210146622894
4.9350000000000005,0.9803200031004493,0.917762694663238
4.94,0.9803162247242025,0.9179046343024376
4.945,0.9803122314980508,0.9180467292046803
4.95,0.9803080303296312,0.9181888758757485
4.955,0.9803036281966421,0.9183309717683432
4.96,0.9802990321396605,0.9184729153467037
4.965,0.9802942492550203,0.9186146061498883
4.97,0.9802892866877553,0.9187559448536804
4.9750000000000005,0.9802841516246137,0.91889683333109
4.98,0.980278851287147,0.919037174711421
4.985,0.9802733929248809,0.9191768734378742
4.99,0.9802677838085699,0.9193158353236596
4.995,0.9802620312235415,0.9194539676065911
5.0,0.9802561424631349,0.9195911790021407
