time;WT4A_WT_controlMeasurements_PGenNomPu;WT4A_WT_controlMeasurements_QGenNomPu;WT4A_WT_controlMeasurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;WT4A_WT_control4A_ipMaxPu;WT4A_WT_control4A_iqMaxPu;
12.153282;0.774019;0.536410;1.194848;1.186843;0.138081;-0.695338;0.371066;1.000000;0.923308;
12.153282;0.774019;0.536410;1.194848;1.186843;0.138081;-0.695338;0.371066;1.000000;0.923309;
12.153282;0.774019;0.536408;1.194848;1.186842;0.138081;-0.695338;0.371065;1.000000;0.923309;
12.153282;0.774019;0.536408;1.194848;1.186842;0.138081;-0.695338;0.371065;1.000000;0.923309;
12.153282;0.774019;0.536408;1.194848;1.186842;0.138081;-0.695337;0.371065;1.000000;0.923309;
12.153282;0.774019;0.536408;1.194848;1.186842;0.138081;-0.695337;0.371065;1.000000;0.923309;
12.153447;0.771467;0.526216;1.192742;1.184766;0.137710;-0.693413;0.363554;1.000000;0.925955;
12.153777;0.765990;0.504714;1.188279;1.180366;0.136903;-0.689264;0.347647;1.000000;0.930844;
12.154437;0.753876;0.458293;1.178541;1.170773;0.135093;-0.680027;0.312978;1.000000;0.939219;
12.154439;0.753833;0.458129;1.178507;1.170739;0.135086;-0.679994;0.312855;1.000000;0.939242;
12.154439;0.753833;0.458129;1.178507;1.170739;0.135086;-0.679994;0.312855;1.000000;0.939243;
12.154606;0.750748;0.446463;1.176036;1.168306;0.134622;-0.677632;0.304063;1.000000;0.941211;
12.154940;0.744468;0.423220;1.171088;1.163435;0.133663;-0.672800;0.286472;1.000000;0.944856;
12.155419;0.735255;0.390260;1.164009;1.156474;0.132229;-0.665655;0.261347;1.000000;0.891485;
12.155419;0.735245;0.390260;1.164009;1.156475;0.132226;-0.665645;0.261350;1.000000;0.949399;
12.155419;0.735244;0.390259;1.164009;1.156475;0.132226;-0.665645;0.261349;1.000000;0.949393;
12.155419;0.735244;0.390259;1.164009;1.156475;0.132226;-0.665645;0.261349;1.000000;0.949399;
12.155592;0.731934;0.378443;1.161452;1.153959;0.131711;-0.663074;0.252270;1.000000;0.880727;
12.155938;0.725264;0.355025;1.156353;1.148947;0.130663;-0.657875;0.234184;1.000000;0.654751;
12.156631;0.711878;0.309304;1.146281;1.139052;0.128529;-0.647372;0.198496;1.000002;0.330000;
12.157324;0.698612;0.265083;1.136382;1.129331;0.126391;-0.636899;0.163446;1.000011;0.330000;
12.158709;0.673111;0.182955;1.117558;1.110855;0.122218;-0.616596;0.096858;1.000025;0.330000;
12.160094;0.649268;0.108282;1.099900;1.093522;0.118280;-0.597461;0.034398;1.000036;0.330000;
12.161480;0.627329;0.041107;1.083529;1.077448;0.114632;-0.579733;-0.023527;1.000045;0.330000;
12.162865;0.607417;-0.018785;1.068508;1.062694;0.111307;-0.563548;-0.076703;1.000051;0.330000;
12.164250;0.589555;-0.071773;1.054853;1.049276;0.108319;-0.548957;-0.125072;1.000055;0.330000;
12.165636;0.573702;-0.118334;1.042548;1.037178;0.105665;-0.535951;-0.168694;1.000058;0.330000;
12.167021;0.559767;-0.158999;1.031548;1.026357;0.103336;-0.524478;-0.207722;1.000060;0.330000;
12.168406;0.547632;-0.194313;1.021790;1.016753;0.101312;-0.514457;-0.242373;1.000060;0.330000;
12.169791;0.537158;-0.224813;1.013199;1.008292;0.099573;-0.505789;-0.272912;1.000060;0.330000;
12.171177;0.528201;-0.251015;1.005689;1.000892;0.098094;-0.498364;-0.299635;1.000059;0.330000;
12.173947;0.515028;-0.289958;0.994293;0.989653;0.095942;-0.487428;-0.340243;1.000056;0.330000;
12.176441;0.506555;-0.316129;0.986463;0.981917;0.094599;-0.480408;-0.368234;1.000053;0.330000;
12.177706;0.503556;-0.325929;0.983492;0.978976;0.094141;-0.477935;-0.378888;1.000052;0.330000;
12.177706;0.503546;-0.325929;0.983492;0.978977;0.094139;-0.477926;-0.378886;1.000052;0.330002;
12.178000;0.502810;-0.328094;0.982835;0.978327;0.094019;-0.477311;-0.381233;1.000051;0.330000;
12.178000;0.502810;-0.328094;0.982835;0.978327;0.094019;-0.477311;-0.381233;1.000051;0.330000;
12.178344;0.502387;-0.328031;0.982863;0.978366;0.093909;-0.476919;-0.381062;1.000051;0.330000;
12.179031;0.501641;-0.327902;0.982917;0.978439;0.093715;-0.476228;-0.380741;1.000050;0.330000;
12.180406;0.500483;-0.327642;0.983020;0.978572;0.093412;-0.475152;-0.380173;1.000049;0.330000;
12.181026;0.500083;-0.327526;0.983064;0.978625;0.093307;-0.474780;-0.379947;1.000048;0.330000;
12.181026;0.500083;-0.327526;0.983064;0.978626;0.093307;-0.474780;-0.379947;1.000048;0.330001;
12.181513;0.500051;-0.325514;0.983688;0.979260;0.093235;-0.474690;-0.377604;1.000048;0.330000;
12.182487;0.500397;-0.319570;0.985520;0.981109;0.093137;-0.474832;-0.370799;1.000047;0.330000;
12.184436;0.501992;-0.303517;0.990416;0.986036;0.093042;-0.475819;-0.352714;1.000047;0.330000;
12.186386;0.503923;-0.285956;0.995709;0.991357;0.092988;-0.477063;-0.333197;1.000047;0.330000;
12.188335;0.505794;-0.268855;1.000804;0.996480;0.092935;-0.478258;-0.314408;1.000047;0.330000;
12.190284;0.507356;-0.253528;1.005324;1.001026;0.092860;-0.479217;-0.297723;1.000048;0.330000;
12.192233;0.508481;-0.240729;1.009069;1.004797;0.092754;-0.479849;-0.283875;1.000050;0.330000;
12.196131;0.509061;-0.225569;1.013478;1.009254;0.092437;-0.479898;-0.267454;1.000052;0.330000;
12.200029;0.508404;-0.218542;1.015523;1.011342;0.092055;-0.479064;-0.259697;1.000054;0.330000;
12.203927;0.507112;-0.216708;1.016073;1.011930;0.091670;-0.477813;-0.257438;1.000056;0.330000;
12.207825;0.505637;-0.217547;1.015856;1.011742;0.091320;-0.476479;-0.258029;1.000057;0.330000;
12.215621;0.503339;-0.220666;1.014992;1.010920;0.090830;-0.474459;-0.260912;1.000059;0.330000;
12.223418;0.501890;-0.222581;1.014462;1.010415;0.090520;-0.473184;-0.262677;1.000059;0.330000;
12.239010;0.500773;-0.223204;1.014299;1.010276;0.090254;-0.472173;-0.263116;1.000059;0.330000;
12.254603;0.500352;-0.222936;1.014384;1.010371;0.090139;-0.471776;-0.262736;1.000059;0.330000;
12.285788;0.500136;-0.222254;1.014584;1.010579;0.090063;-0.471555;-0.261952;1.000060;0.330000;
12.348158;0.500064;-0.221099;1.014920;1.010920;0.090009;-0.471451;-0.260687;1.000060;0.330000;
12.472897;0.500044;-0.219151;1.015482;1.011491;0.089945;-0.471370;-0.258577;1.000060;0.330000;
12.722377;0.500032;-0.216328;1.016297;1.012317;0.089856;-0.471266;-0.255527;1.000061;0.330000;
13.221337;0.500017;-0.213264;1.017180;1.013211;0.089759;-0.471153;-0.252222;1.000061;0.330000;
13.720296;0.500009;-0.211619;1.017653;1.013691;0.089707;-0.471092;-0.250450;1.000062;0.330000;
14.718215;0.500003;-0.210544;1.017961;1.014004;0.089672;-0.471052;-0.249293;1.000062;0.330000;
15.716134;0.500001;-0.210158;1.018072;1.014116;0.089660;-0.471037;-0.248878;1.000062;0.330000;
17.711972;0.500000;-0.210033;1.018108;1.014153;0.089656;-0.471032;-0.248743;1.000062;0.330000;
19.999996;0.500000;-0.210016;1.018113;1.014158;0.089656;-0.471032;-0.248725;1.000062;0.330000;
19.999996;0.500000;-0.210016;1.018113;1.014158;0.089656;-0.471032;-0.248725;1.000062;0.330000;
20.003201;0.498224;-0.212510;1.017422;1.014313;0.079085;-0.471989;-0.246311;1.000062;0.330000;
20.003201;0.498243;-0.212516;1.017422;1.014344;0.079089;-0.471992;-0.246312;1.000062;0.330000;
20.003877;0.497915;-0.212929;1.017308;1.014391;0.076865;-0.472234;-0.245691;1.000062;0.330000;
20.003877;0.497920;-0.212932;1.017308;1.014400;0.076865;-0.472235;-0.245692;1.000062;0.330000;
20.003947;0.497888;-0.212971;1.017297;1.014405;0.076637;-0.472261;-0.245625;1.000062;0.330000;
20.003947;0.497888;-0.212971;1.017297;1.014406;0.076637;-0.472261;-0.245625;1.000062;0.330000;
20.003955;0.497884;-0.212976;1.017296;1.014407;0.076608;-0.472264;-0.245617;1.000062;0.330000;
20.003955;0.497884;-0.212976;1.017296;1.014407;0.076608;-0.472264;-0.245617;1.000062;0.330000;
20.003957;0.497884;-0.212977;1.017295;1.014407;0.076604;-0.472265;-0.245616;1.000062;0.330000;
20.003957;0.497884;-0.212977;1.017295;1.014407;0.076604;-0.472265;-0.245616;1.000062;0.330000;
20.006755;0.496606;-0.214563;1.016859;1.014622;0.067414;-0.473310;-0.242919;1.000062;0.330000;
20.006866;0.496577;-0.214576;1.016855;1.014639;0.067056;-0.473369;-0.242764;1.000062;0.330000;
20.006866;0.496577;-0.214576;1.016855;1.014639;0.067056;-0.473369;-0.242764;1.000062;0.330000;
20.008894;0.495878;-0.215236;1.016677;1.014879;0.060434;-0.474297;-0.240324;1.000062;0.330000;
20.012951;0.495047;-0.215418;1.016637;1.015537;0.047289;-0.476562;-0.234314;1.000061;0.330000;
20.021066;0.494357;-0.214622;1.016877;1.016656;0.021171;-0.481653;-0.221136;1.000061;0.330000;
20.029181;0.494040;-0.213895;1.017093;1.017079;-0.004873;-0.486740;-0.207971;1.000061;0.330000;
20.045410;0.493787;-0.213290;1.017269;1.015681;-0.056808;-0.496356;-0.182235;1.000061;0.330000;
20.061639;0.493649;-0.212947;1.017367;1.011561;-0.108561;-0.504786;-0.156340;1.000062;0.330000;
20.094097;0.493623;-0.212532;1.017489;0.995366;-0.211022;-0.517910;-0.103722;1.000062;0.330000;
20.159013;0.493625;-0.211798;1.017700;0.932178;-0.408361;-0.527787;0.004001;1.000062;0.330000;
20.288845;0.493637;-0.210953;1.017942;0.693856;-0.744829;-0.482179;0.213571;1.000062;0.330000;
20.353761;0.493649;-0.210528;1.018064;0.528673;-0.870034;-0.428524;0.306999;1.000062;0.330000;
20.353888;0.493649;-0.210528;1.018064;0.528326;-0.870245;-0.428401;0.307170;1.000062;0.330000;
20.354142;0.493649;-0.210526;1.018065;0.527633;-0.870666;-0.428154;0.307512;1.000062;0.330000;
20.354649;0.493649;-0.210522;1.018066;0.526246;-0.871507;-0.427661;0.308196;1.000062;0.330000;
20.355663;0.493649;-0.210515;1.018068;0.523467;-0.873181;-0.426670;0.309560;1.000062;0.330000;
20.356170;0.493649;-0.210512;1.018069;0.522075;-0.874015;-0.426172;0.310241;1.000062;0.330000;
20.357185;0.493650;-0.210504;1.018071;0.519288;-0.875676;-0.425175;0.311601;1.000062;0.330000;
20.357692;0.493650;-0.210501;1.018072;0.517893;-0.876503;-0.424674;0.312280;1.000062;0.330000;
20.358706;0.493650;-0.210493;1.018074;0.515098;-0.878151;-0.423670;0.313635;1.000062;0.330000;
20.359213;0.493650;-0.210490;1.018075;0.513698;-0.878972;-0.423166;0.314311;1.000062;0.330000;
20.360227;0.493651;-0.210482;1.018077;0.510896;-0.880606;-0.422155;0.315661;1.000062;0.330000;
20.360735;0.493651;-0.210479;1.018078;0.509492;-0.881420;-0.421648;0.316335;1.000062;0.330000;
20.361749;0.493651;-0.210472;1.018080;0.506682;-0.883041;-0.420631;0.317681;1.000062;0.330000;
20.362256;0.493651;-0.210468;1.018081;0.505274;-0.883848;-0.420121;0.318352;1.000062;0.330000;
20.363270;0.493651;-0.210461;1.018083;0.502456;-0.885455;-0.419098;0.319692;1.000062;0.330000;
20.363778;0.493651;-0.210458;1.018084;0.501045;-0.886256;-0.418585;0.320361;1.000062;0.330000;
20.364792;0.493652;-0.210451;1.018086;0.498219;-0.887850;-0.417555;0.321696;1.000062;0.330000;
20.365299;0.493652;-0.210448;1.018087;0.496804;-0.888643;-0.417039;0.322362;1.000062;0.330000;
20.366313;0.493652;-0.210442;1.018089;0.493971;-0.890224;-0.416004;0.323692;1.000062;0.330000;
20.366821;0.493652;-0.210439;1.018090;0.492552;-0.891010;-0.415484;0.324356;1.000062;0.330000;
20.367835;0.493652;-0.210433;1.018092;0.489711;-0.892577;-0.414443;0.325681;1.000062;0.330000;
20.368342;0.493652;-0.210430;1.018092;0.488288;-0.893357;-0.413920;0.326342;1.000062;0.330000;
20.369356;0.493652;-0.210424;1.018094;0.485439;-0.894910;-0.412872;0.327661;1.000062;0.330000;
20.369863;0.493652;-0.210421;1.018095;0.484013;-0.895683;-0.412347;0.328320;1.000062;0.330000;
20.370878;0.493652;-0.210415;1.018096;0.481157;-0.897223;-0.411293;0.329634;1.000062;0.330000;
20.371385;0.493652;-0.210413;1.018097;0.479727;-0.897989;-0.410765;0.330290;1.000062;0.330000;
20.372399;0.493652;-0.210407;1.018099;0.476864;-0.899514;-0.409705;0.331600;1.000062;0.330000;
20.372906;0.493652;-0.210405;1.018100;0.475430;-0.900274;-0.409173;0.332253;1.000062;0.330000;
20.373921;0.493652;-0.210399;1.018101;0.472559;-0.901786;-0.408107;0.333557;1.000062;0.330000;
20.374428;0.493652;-0.210397;1.018102;0.471122;-0.902538;-0.407572;0.334208;1.000062;0.330000;
20.375442;0.493652;-0.210391;1.018103;0.468244;-0.904036;-0.406500;0.335507;1.000062;0.330000;
20.375949;0.493652;-0.210389;1.018104;0.466804;-0.904782;-0.405962;0.336155;1.000062;0.330000;
20.376964;0.493652;-0.210384;1.018106;0.463918;-0.906266;-0.404884;0.337449;1.000062;0.330000;
20.377471;0.493652;-0.210381;1.018106;0.462474;-0.907005;-0.404343;0.338095;1.000062;0.330000;
20.378485;0.493652;-0.210376;1.018108;0.459582;-0.908476;-0.403259;0.339383;1.000062;0.330000;
20.378992;0.493652;-0.210374;1.018108;0.458134;-0.909207;-0.402715;0.340026;1.000062;0.330000;
20.380007;0.493652;-0.210369;1.018110;0.455235;-0.910664;-0.401624;0.341310;1.000062;0.330000;
20.380514;0.493652;-0.210366;1.018111;0.453784;-0.911389;-0.401078;0.341950;1.000062;0.330000;
20.381528;0.493652;-0.210361;1.018112;0.450877;-0.912832;-0.399981;0.343228;1.000062;0.330000;
20.382035;0.493652;-0.210359;1.018113;0.449423;-0.913550;-0.399431;0.343866;1.000062;0.330000;
20.383050;0.493652;-0.210354;1.018114;0.446510;-0.914978;-0.398328;0.345139;1.000062;0.330000;
20.383557;0.493652;-0.210351;1.018115;0.445052;-0.915689;-0.397775;0.345774;1.000062;0.330000;
20.384571;0.493652;-0.210346;1.018116;0.442132;-0.917104;-0.396666;0.347041;1.000062;0.330000;
20.385078;0.493652;-0.210344;1.018117;0.440670;-0.917808;-0.396110;0.347674;1.000062;0.330000;
20.386093;0.493652;-0.210339;1.018118;0.437744;-0.919209;-0.394996;0.348936;1.000062;0.330000;
20.386600;0.493652;-0.210337;1.018119;0.436279;-0.919906;-0.394437;0.349566;1.000062;0.330000;
20.387614;0.493652;-0.210332;1.018121;0.433345;-0.921293;-0.393316;0.350822;1.000062;0.330000;
20.388121;0.493652;-0.210329;1.018121;0.431877;-0.921983;-0.392754;0.351449;1.000062;0.330000;
20.389135;0.493652;-0.210324;1.018123;0.428937;-0.923356;-0.391627;0.352701;1.000062;0.330000;
20.389643;0.493652;-0.210322;1.018123;0.427466;-0.924039;-0.391062;0.353325;1.000062;0.330000;
20.390657;0.493652;-0.210317;1.018125;0.424520;-0.925398;-0.389929;0.354571;1.000062;0.330000;
20.391164;0.493652;-0.210315;1.018125;0.423045;-0.926074;-0.389361;0.355193;1.000062;0.330000;
20.392178;0.493652;-0.210310;1.018127;0.420092;-0.927418;-0.388222;0.356433;1.000062;0.330000;
20.392686;0.493652;-0.210307;1.018128;0.418614;-0.928087;-0.387651;0.357052;1.000062;0.330000;
20.393700;0.493652;-0.210302;1.018129;0.415655;-0.929418;-0.386507;0.358287;1.000062;0.330000;
20.394207;0.493652;-0.210300;1.018130;0.414174;-0.930080;-0.385933;0.358904;1.000062;0.330000;
20.395221;0.493652;-0.210295;1.018131;0.411208;-0.931396;-0.384782;0.360133;1.000062;0.330000;
20.395729;0.493652;-0.210293;1.018132;0.409724;-0.932051;-0.384206;0.360747;1.000062;0.330000;
20.396743;0.493652;-0.210288;1.018133;0.406752;-0.933353;-0.383049;0.361971;1.000062;0.330000;
20.397250;0.493652;-0.210286;1.018134;0.405265;-0.934001;-0.382470;0.362581;1.000062;0.330000;
20.398264;0.493652;-0.210281;1.018135;0.402287;-0.935289;-0.381307;0.363800;1.000062;0.330000;
20.398771;0.493652;-0.210278;1.018136;0.400796;-0.935929;-0.380725;0.364407;1.000062;0.330000;
20.399786;0.493653;-0.210274;1.018137;0.397812;-0.937203;-0.379557;0.365620;1.000062;0.330000;
20.400293;0.493653;-0.210271;1.018138;0.396318;-0.937836;-0.378971;0.366225;1.000062;0.330000;
20.401307;0.493653;-0.210266;1.018139;0.393328;-0.939096;-0.377798;0.367433;1.000062;0.330000;
20.401814;0.493653;-0.210264;1.018140;0.391832;-0.939722;-0.377209;0.368035;1.000062;0.330000;
20.402829;0.493653;-0.210259;1.018141;0.388835;-0.940967;-0.376030;0.369236;1.000062;0.330000;
20.403336;0.493653;-0.210257;1.018142;0.387336;-0.941586;-0.375439;0.369836;1.000062;0.330000;
20.404350;0.493653;-0.210252;1.018143;0.384334;-0.942817;-0.374253;0.371032;1.000062;0.330000;
20.404857;0.493653;-0.210250;1.018144;0.382831;-0.943429;-0.373659;0.371628;1.000062;0.330000;
20.405872;0.493653;-0.210246;1.018145;0.379823;-0.944645;-0.372469;0.372818;1.000062;0.330000;
20.406379;0.493653;-0.210243;1.018146;0.378318;-0.945250;-0.371872;0.373412;1.000062;0.330000;
20.407393;0.493653;-0.210239;1.018147;0.375304;-0.946452;-0.370675;0.374596;1.000062;0.330000;
20.407900;0.493653;-0.210236;1.018148;0.373796;-0.947049;-0.370075;0.375187;1.000062;0.330000;
20.408915;0.493653;-0.210232;1.018149;0.370776;-0.948237;-0.368873;0.376366;1.000062;0.330000;
20.409422;0.493653;-0.210230;1.018150;0.369265;-0.948827;-0.368271;0.376954;1.000062;0.330000;
20.410436;0.493653;-0.210225;1.018151;0.366240;-0.950000;-0.367063;0.378126;1.000062;0.330000;
20.410943;0.493653;-0.210223;1.018152;0.364726;-0.950583;-0.366458;0.378711;1.000062;0.330000;
20.411958;0.493653;-0.210218;1.018153;0.361695;-0.951742;-0.365245;0.379878;1.000062;0.330000;
20.412465;0.493653;-0.210216;1.018154;0.360179;-0.952317;-0.364637;0.380461;1.000062;0.330000;
20.413479;0.493654;-0.210212;1.018155;0.357142;-0.953462;-0.363418;0.381622;1.000062;0.330000;
20.413986;0.493654;-0.210209;1.018156;0.355623;-0.954030;-0.362807;0.382201;1.000062;0.330000;
20.415000;0.493654;-0.210205;1.018157;0.352581;-0.955160;-0.361583;0.383356;1.000062;0.330000;
20.415508;0.493654;-0.210203;1.018158;0.351059;-0.955721;-0.360969;0.383932;1.000062;0.330000;
20.415761;0.493654;-0.210202;1.018158;0.350298;-0.956000;-0.360662;0.384220;1.000062;0.330000;
20.416268;0.493654;-0.210199;1.018158;0.348774;-0.956558;-0.360047;0.384795;1.000062;0.330000;
20.416522;0.493654;-0.210198;1.018159;0.348012;-0.956836;-0.359739;0.385082;1.000062;0.330000;
20.417029;0.493654;-0.210196;1.018159;0.346487;-0.957390;-0.359123;0.385655;1.000062;0.330000;
20.417283;0.493654;-0.210195;1.018160;0.345724;-0.957666;-0.358815;0.385941;1.000062;0.330000;
20.417790;0.493654;-0.210193;1.018160;0.344198;-0.958216;-0.358197;0.386513;1.000062;0.330000;
20.418043;0.493654;-0.210192;1.018161;0.343435;-0.958490;-0.357888;0.386799;1.000062;0.330000;
20.418551;0.493654;-0.210190;1.018161;0.341907;-0.959037;-0.357269;0.387369;1.000062;0.330000;
20.418804;0.493654;-0.210189;1.018161;0.341143;-0.959309;-0.356959;0.387654;1.000062;0.330000;
20.419311;0.493654;-0.210187;1.018162;0.339615;-0.959852;-0.356339;0.388222;1.000062;0.330000;
20.420326;0.493654;-0.210183;1.018163;0.336554;-0.960931;-0.355096;0.389357;1.000062;0.330000;
20.420833;0.493654;-0.210181;1.018164;0.335023;-0.961466;-0.354473;0.389923;1.000062;0.330000;
20.421847;0.493654;-0.210176;1.018165;0.331958;-0.962530;-0.353224;0.391051;1.000062;0.330000;
20.422354;0.493654;-0.210174;1.018166;0.330424;-0.963058;-0.352598;0.391614;1.000062;0.330000;
20.423369;0.493654;-0.210170;1.018167;0.327353;-0.964108;-0.351344;0.392737;1.000062;0.330000;
20.423876;0.493654;-0.210168;1.018167;0.325817;-0.964629;-0.350716;0.393296;1.000062;0.330000;
20.424129;0.493654;-0.210167;1.018168;0.325049;-0.964888;-0.350401;0.393576;1.000062;0.330000;
20.424636;0.493654;-0.210165;1.018168;0.323511;-0.965405;-0.349772;0.394134;1.000062;0.330000;
20.424890;0.493654;-0.210164;1.018169;0.322742;-0.965663;-0.349456;0.394413;1.000062;0.330000;
20.425397;0.493654;-0.210162;1.018169;0.321203;-0.966177;-0.348825;0.394970;1.000062;0.330000;
20.425651;0.493654;-0.210161;1.018170;0.320433;-0.966433;-0.348510;0.395248;1.000062;0.330000;
20.426158;0.493654;-0.210159;1.018170;0.318893;-0.966942;-0.347877;0.395803;1.000062;0.330000;
20.426412;0.493654;-0.210158;1.018170;0.318123;-0.967197;-0.347561;0.396080;1.000062;0.330000;
20.426919;0.493654;-0.210155;1.018171;0.316581;-0.967703;-0.346927;0.396634;1.000062;0.330000;
20.427172;0.493654;-0.210154;1.018171;0.315810;-0.967955;-0.346610;0.396910;1.000062;0.330000;
20.427679;0.493654;-0.210152;1.018172;0.314268;-0.968457;-0.345975;0.397463;1.000062;0.330000;
20.428694;0.493655;-0.210148;1.018173;0.311180;-0.969455;-0.344702;0.398564;1.000062;0.330000;
20.429201;0.493655;-0.210146;1.018174;0.309635;-0.969950;-0.344065;0.399113;1.000062;0.330000;
20.430215;0.493655;-0.210142;1.018175;0.306543;-0.970933;-0.342787;0.400208;1.000062;0.330000;
20.430722;0.493655;-0.210140;1.018175;0.304996;-0.971421;-0.342147;0.400754;1.000062;0.330000;
20.431737;0.493655;-0.210136;1.018177;0.301899;-0.972389;-0.340864;0.401844;1.000062;0.330000;
20.432244;0.493655;-0.210134;1.018177;0.300349;-0.972870;-0.340221;0.402387;1.000062;0.330000;
20.432497;0.493655;-0.210133;1.018178;0.299574;-0.973109;-0.339899;0.402658;1.000062;0.330000;
20.433005;0.493655;-0.210131;1.018178;0.298024;-0.973585;-0.339255;0.403199;1.000062;0.330000;
20.433258;0.493655;-0.210130;1.018178;0.297248;-0.973823;-0.338933;0.403470;1.000062;0.330000;
20.433765;0.493655;-0.210128;1.018179;0.295696;-0.974296;-0.338287;0.404009;1.000062;0.330000;
20.434019;0.493655;-0.210127;1.018179;0.294920;-0.974531;-0.337964;0.404279;1.000062;0.330000;
20.434526;0.493655;-0.210125;1.018180;0.293367;-0.975001;-0.337318;0.404817;1.000062;0.330000;
20.434780;0.493655;-0.210124;1.018180;0.292590;-0.975234;-0.336994;0.405086;1.000062;0.330000;
20.435287;0.493655;-0.210122;1.018181;0.291036;-0.975700;-0.336346;0.405623;1.000062;0.330000;
20.435540;0.493655;-0.210121;1.018181;0.290258;-0.975932;-0.336022;0.405891;1.000062;0.330000;
20.436048;0.493655;-0.210119;1.018182;0.288703;-0.976393;-0.335373;0.406426;1.000062;0.330000;
20.436301;0.493655;-0.210118;1.018182;0.287925;-0.976623;-0.335048;0.406693;1.000062;0.330000;
20.436808;0.493655;-0.210116;1.018182;0.286369;-0.977081;-0.334397;0.407227;1.000062;0.330000;
20.437062;0.493655;-0.210115;1.018183;0.285591;-0.977310;-0.334072;0.407494;1.000062;0.330000;
20.437569;0.493655;-0.210113;1.018183;0.284033;-0.977764;-0.333420;0.408026;1.000062;0.330000;
20.437823;0.493655;-0.210112;1.018183;0.283254;-0.977990;-0.333094;0.408291;1.000062;0.330000;
20.438330;0.493655;-0.210110;1.018184;0.281696;-0.978441;-0.332441;0.408822;1.000062;0.330000;
20.439344;0.493655;-0.210106;1.018185;0.278576;-0.979335;-0.331132;0.409880;1.000062;0.330000;
20.439851;0.493655;-0.210104;1.018186;0.277016;-0.979778;-0.330477;0.410407;1.000062;0.330000;
20.440866;0.493655;-0.210100;1.018187;0.273892;-0.980657;-0.329163;0.411459;1.000062;0.330000;
20.441373;0.493655;-0.210098;1.018187;0.272330;-0.981092;-0.328505;0.411983;1.000062;0.330000;
20.442387;0.493655;-0.210094;1.018189;0.269202;-0.981956;-0.327186;0.413029;1.000062;0.330000;
20.442894;0.493656;-0.210092;1.018189;0.267637;-0.982385;-0.326526;0.413550;1.000062;0.330000;
20.443148;0.493656;-0.210091;1.018189;0.266855;-0.982598;-0.326195;0.413810;1.000062;0.330000;
20.443655;0.493656;-0.210090;1.018190;0.265289;-0.983022;-0.325533;0.414330;1.000062;0.330000;
20.443908;0.493656;-0.210089;1.018190;0.264506;-0.983234;-0.325202;0.414589;1.000062;0.330000;
20.444416;0.493656;-0.210087;1.018191;0.262939;-0.983654;-0.324539;0.415107;1.000062;0.330000;
20.444669;0.493656;-0.210086;1.018191;0.262155;-0.983864;-0.324207;0.415366;1.000062;0.330000;
20.445176;0.493656;-0.210084;1.018192;0.260587;-0.984281;-0.323543;0.415882;1.000062;0.330000;
20.445430;0.493656;-0.210083;1.018192;0.259803;-0.984488;-0.323211;0.416140;1.000062;0.330000;
20.445937;0.493656;-0.210081;1.018192;0.258234;-0.984901;-0.322545;0.416654;1.000062;0.330000;
20.446191;0.493656;-0.210080;1.018193;0.257449;-0.985107;-0.322212;0.416911;1.000062;0.330000;
20.446698;0.493656;-0.210078;1.018193;0.255880;-0.985517;-0.321546;0.417425;1.000062;0.330000;
20.446951;0.493656;-0.210077;1.018194;0.255094;-0.985720;-0.321212;0.417681;1.000062;0.330000;
20.447459;0.493656;-0.210075;1.018194;0.253524;-0.986126;-0.320544;0.418192;1.000062;0.330000;
20.447712;0.493656;-0.210074;1.018194;0.252738;-0.986328;-0.320210;0.418448;1.000062;0.330000;
20.448219;0.493656;-0.210073;1.018195;0.251166;-0.986730;-0.319541;0.418958;1.000062;0.330000;
20.448473;0.493656;-0.210072;1.018195;0.250380;-0.986930;-0.319206;0.419212;1.000062;0.330000;
20.448980;0.493656;-0.210070;1.018196;0.248807;-0.987328;-0.318536;0.419720;1.000062;0.330000;
20.449234;0.493656;-0.210069;1.018196;0.248021;-0.987526;-0.318200;0.419974;1.000062;0.330000;
20.449741;0.493656;-0.210067;1.018196;0.246447;-0.987921;-0.317529;0.420481;1.000062;0.330000;
20.449994;0.493656;-0.210066;1.018197;0.245660;-0.988117;-0.317193;0.420734;1.000062;0.330000;
20.450502;0.493656;-0.210064;1.018197;0.244085;-0.988508;-0.316520;0.421239;1.000062;0.330000;
20.450755;0.493656;-0.210063;1.018197;0.243298;-0.988702;-0.316183;0.421491;1.000062;0.330000;
20.451262;0.493656;-0.210062;1.018198;0.241722;-0.989089;-0.315509;0.421995;1.000062;0.330000;
20.451516;0.493656;-0.210061;1.018198;0.240934;-0.989282;-0.315172;0.422246;1.000062;0.330000;
20.452023;0.493656;-0.210059;1.018199;0.239358;-0.989665;-0.314497;0.422748;1.000062;0.330000;
20.452277;0.493656;-0.210058;1.018199;0.238569;-0.989856;-0.314159;0.422998;1.000062;0.330000;
20.452784;0.493656;-0.210056;1.018200;0.236992;-0.990235;-0.313483;0.423499;1.000062;0.330000;
20.453037;0.493656;-0.210055;1.018200;0.236203;-0.990424;-0.313145;0.423748;1.000062;0.330000;
20.453544;0.493656;-0.210053;1.018200;0.234625;-0.990799;-0.312467;0.424247;1.000062;0.330000;
