time;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_VL1_BUS1_U;NETWORK_VL2_BUS1_U;
10.4762828798;0.0411904887;0.0053020511;-0.0411858011;0.0413644754;-0.0053022908;0.0061342090;2.0240777657;1.0189170138;
10.4895539198;0.0411966748;0.0053036438;-0.0411916903;0.0413703670;-0.0053039304;0.0061358429;2.0243760673;1.0190665384;
10.5028249598;0.0412024534;0.0053051318;-0.0411971540;0.0413758328;-0.0053054560;0.0061373617;2.0246544231;1.0192060594;
10.5160959998;0.0412078411;0.0053065193;-0.0412022065;0.0413808870;-0.0053068701;0.0061387682;2.0249135182;1.0193359197;
10.5426380798;0.0412135350;0.0053079858;-0.0412135346;0.0413922327;-0.0053079857;0.0061399433;2.0253909113;1.0195746784;
10.5641901340;0.0412221723;0.0053102109;-0.0412205859;0.0413992898;-0.0053099569;0.0061419229;2.0257298780;1.0197446781;
10.5857421881;0.0412260385;0.0053112070;-0.0412260378;0.0414047438;-0.0053112068;0.0061431666;2.0260053654;1.0198826380;
10.6072942423;0.0412508949;0.0053176135;-0.0412300813;0.0414087863;-0.0053137141;0.0061456545;2.0262370202;1.0199993044;
10.6288462964;0.0412560722;0.0053189484;-0.0412327550;0.0414114549;-0.0053160859;0.0061479897;2.0264228185;1.0200929920;
10.6503983506;0.0412597589;0.0053198991;-0.0412341716;0.0414128627;-0.0053181404;0.0061499913;2.0265659712;1.0201652176;
10.6719504047;0.0412627634;0.0053206739;-0.0412343721;0.0414130503;-0.0053198824;0.0061516625;2.0266704067;1.0202179383;
10.6935024589;0.0412651125;0.0053212797;-0.0412332743;0.0414119349;-0.0053212251;0.0061529132;2.0267357782;1.0202509304;
10.7150545130;0.0412665948;0.0053216620;-0.0412308590;0.0414094967;-0.0053219594;0.0061535316;2.0267627130;1.0202644006;
10.7366065672;0.0412673081;0.0053218460;-0.0412275862;0.0414061978;-0.0053220136;0.0061534551;2.0267621535;1.0202637951;
10.7581586213;0.0412679307;0.0053220066;-0.0412234868;0.0414020693;-0.0053216418;0.0061529395;2.0267352404;1.0202498088;
10.7797106755;0.0412679780;0.0053220188;-0.0412172241;0.0413957683;-0.0053202706;0.0061513822;2.0266489806;1.0202056366;
10.7829982156;0.0412393265;0.0053146314;-0.0412393265;0.0414180409;-0.0053146314;0.0061465935;2.0266584232;1.0202099455;
10.7895732959;0.0412391466;0.0053145850;-0.0412391467;0.0414178610;-0.0053145851;0.0061465472;2.0266495858;1.0202055163;
10.7961483762;0.0412393369;0.0053146341;-0.0412387436;0.0414174562;-0.0053145398;0.0061464934;2.0266400992;1.0202007411;
10.8027234565;0.0412395360;0.0053146854;-0.0412386190;0.0414173327;-0.0053145057;0.0061464661;2.0266258311;1.0201936280;
10.8092985368;0.0412390735;0.0053145662;-0.0412382108;0.0414169241;-0.0053144207;0.0061463804;2.0266067085;1.0201840494;
10.8224486973;0.0412372784;0.0053141035;-0.0412372783;0.0414159915;-0.0053141035;0.0061460653;2.0265577693;1.0201594986;
10.8355988579;0.0412416604;0.0053152330;-0.0412356043;0.0414143142;-0.0053140629;0.0061460127;2.0264917784;1.0201265387;
10.8618991790;0.0412326258;0.0053129045;-0.0412326227;0.0414113329;-0.0053129037;0.0061448646;2.0263289721;1.0200448272;
10.8848905341;0.0412289618;0.0053119603;-0.0412289562;0.0414076641;-0.0053119588;0.0061439192;2.0261487885;1.0199545206;
10.9078818892;0.0412246815;0.0053108574;-0.0412246821;0.0414033873;-0.0053108574;0.0061428170;2.0259387015;1.0198492268;
10.9308732442;0.0412198525;0.0053096133;-0.0412198810;0.0413985833;-0.0053096168;0.0061415761;2.0257021439;1.0197306671;
10.9538645993;0.0412145305;0.0053082423;-0.0412145220;0.0413932208;-0.0053082401;0.0061401978;2.0254394372;1.0195989992;
10.9768559544;0.0412087148;0.0053067443;-0.0412087153;0.0413874105;-0.0053067444;0.0061387011;2.0251540145;1.0194559479;
10.9998473094;0.0412024584;0.0053051331;-0.0412025010;0.0413811923;-0.0053051386;0.0061370951;2.0248476371;1.0193023960;
11.0228386645;0.0411957980;0.0053034180;-0.0411957860;0.0413744729;-0.0053034150;0.0061353694;2.0245186777;1.0191375219;
11.0458300196;0.0411887154;0.0053015946;-0.0411887159;0.0413673984;-0.0053015947;0.0061335480;2.0241711314;1.0189633349;
11.0688213747;0.0411812785;0.0052996803;-0.0411812635;0.0413599413;-0.0052996765;0.0061316284;2.0238049891;1.0187798268;
11.0918127297;0.0411734666;0.0052976699;-0.0411734671;0.0413521399;-0.0052976699;0.0061296206;2.0234217162;1.0185877341;
11.1148040848;0.0411653471;0.0052955806;-0.0411653286;0.0413439963;-0.0052955759;0.0061275250;2.0230218863;1.0183873420;
11.1377954399;0.0411568898;0.0052934049;-0.0411568902;0.0413355526;-0.0052934051;0.0061253528;2.0226070277;1.0181794191;
11.1607867949;0.0411481699;0.0052911621;-0.0411481471;0.0413268039;-0.0052911563;0.0061231023;2.0221775197;1.0179641524;
11.1837781500;0.0411391465;0.0052888418;-0.0411391470;0.0413177981;-0.0052888420;0.0061207867;2.0217350075;1.0177423699;
11.2067695051;0.0411299045;0.0052864658;-0.0411298766;0.0413085219;-0.0052864586;0.0061184014;2.0212796422;1.0175141436;
11.2527522152;0.0411106909;0.0052815278;-0.0411106911;0.0412893243;-0.0052815279;0.0061134674;2.0203367888;1.0170415933;
11.2941366543;0.0410927386;0.0052769161;-0.0410927393;0.0412713611;-0.0052769163;0.0061088526;2.0194545635;1.0165994293;
11.3355210935;0.0410742375;0.0052721656;-0.0410742387;0.0412528489;-0.0052721658;0.0061040989;2.0185453737;1.0161437511;
11.3769055326;0.0410552802;0.0052673001;-0.0410552816;0.0412338799;-0.0052673003;0.0060992301;2.0176137484;1.0156768285;
11.4182899717;0.0410359536;0.0052623421;-0.0410359554;0.0412145414;-0.0052623424;0.0060942688;2.0166639796;1.0152008126;
11.4596744108;0.0410163400;0.0052573130;-0.0410163423;0.0411949160;-0.0052573133;0.0060892362;2.0157001160;1.0147177327;
11.5010588500;0.0409965169;0.0052522325;-0.0409965199;0.0411750812;-0.0052522329;0.0060841524;2.0147259640;1.0142294963;
11.5424432891;0.0409765570;0.0052471194;-0.0409765609;0.0411551095;-0.0052471200;0.0060790359;2.0137450916;1.0137378918;
11.5838277282;0.0409565280;0.0052419912;-0.0409565329;0.0411350690;-0.0052419918;0.0060739043;2.0127608344;1.0132445910;
11.6252121673;0.0409364932;0.0052368640;-0.0409364994;0.0411150229;-0.0052368647;0.0060687737;2.0117763016;1.0127511521;
11.6665966065;0.0409165181;0.0052317545;-0.0409165179;0.0410950289;-0.0052317545;0.0060636599;2.0107943737;1.0122590192;
11.7079810456;0.0408966451;0.0052266737;-0.0408966449;0.0410751434;-0.0052266736;0.0060585755;2.0098177381;1.0117695385;
11.7493654847;0.0408769301;0.0052216357;-0.0408769298;0.0410554159;-0.0052216356;0.0060535341;2.0088488634;1.0112839477;
11.7907499239;0.0408574193;0.0052166522;-0.0408574189;0.0410358927;-0.0052166521;0.0060485472;2.0078900216;1.0108033854;
11.8321343630;0.0408381550;0.0052117341;-0.0408381544;0.0410166162;-0.0052117339;0.0060436256;2.0069432932;1.0103288943;
11.8735188021;0.0408191758;0.0052068910;-0.0408191750;0.0409976249;-0.0052068908;0.0060387792;2.0060105743;1.0098614246;
11.9149032412;0.0408005166;0.0052021317;-0.0408005157;0.0409789539;-0.0052021315;0.0060340166;2.0050935839;1.0094018381;
11.9562876804;0.0407822091;0.0051974643;-0.0407822079;0.0409606347;-0.0051974641;0.0060293460;2.0041938711;1.0089509109;
11.9976721195;0.0407642814;0.0051928957;-0.0407642800;0.0409426955;-0.0051928954;0.0060247742;2.0033128222;1.0085093381;
12.0390565586;0.0407467586;0.0051884323;-0.0407467568;0.0409251614;-0.0051884319;0.0060203076;2.0024516680;1.0080777363;
12.0804409977;0.0407296627;0.0051840795;-0.0407296605;0.0409080544;-0.0051840790;0.0060159517;2.0016114907;1.0076566480;
12.1218254369;0.0407130129;0.0051798419;-0.0407130101;0.0408913936;-0.0051798414;0.0060117112;2.0007932312;1.0072465448;
12.1632098760;0.0406968256;0.0051757238;-0.0406968222;0.0408751955;-0.0051757231;0.0060075901;1.9999976962;1.0068478309;
12.2045943151;0.0406811146;0.0051717284;-0.0406811104;0.0408594740;-0.0051717276;0.0060035918;1.9992255648;1.0064608467;
12.2459787542;0.0406658913;0.0051678585;-0.0406658863;0.0408442404;-0.0051678575;0.0059997191;1.9984773957;1.0060858723;
12.2873631934;0.0406511648;0.0051641162;-0.0406511588;0.0408295037;-0.0051641151;0.0059959741;1.9977536341;1.0057231306;
12.3287476325;0.0406369420;0.0051605033;-0.0406369348;0.0408152708;-0.0051605019;0.0059923585;1.9970546180;1.0053727912;
12.3701320716;0.0406232277;0.0051570207;-0.0406232192;0.0408015466;-0.0051570191;0.0059888733;1.9963805848;1.0050349731;
12.4115165107;0.0406100249;0.0051536691;-0.0406100148;0.0407883340;-0.0051536672;0.0059855191;1.9957316782;1.0047097481;
12.4529009499;0.0405973346;0.0051504487;-0.0405973228;0.0407756341;-0.0051504465;0.0059822962;1.9951079538;1.0043971443;
12.4942853890;0.0405851565;0.0051473592;-0.0405851427;0.0407634464;-0.0051473567;0.0059792042;1.9945093856;1.0040971485;
12.5356698281;0.0405734884;0.0051443999;-0.0405734724;0.0407517688;-0.0051443970;0.0059762425;1.9939358719;1.0038097098;
12.5770542672;0.0405623269;0.0051415699;-0.0405623084;0.0407405978;-0.0051415667;0.0059734102;1.9933872410;1.0035347421;
12.6184387064;0.0405516672;0.0051388678;-0.0405516458;0.0407299287;-0.0051388642;0.0059707059;1.9928632569;1.0032721272;
12.6287848162;0.0405490612;0.0051382074;-0.0405490606;0.0407273419;-0.0051382072;0.0059700485;1.9927361132;1.0032084038;
12.6494770357;0.0405439788;0.0051369194;-0.0405439785;0.0407222566;-0.0051369193;0.0059687597;1.9924863593;1.0030832299;
12.6908614748;0.0405341823;0.0051344373;-0.0405341799;0.0407124519;-0.0051344368;0.0059662755;1.9920048310;1.0028418933;
12.7322459140;0.0405248819;0.0051320814;-0.0405248616;0.0407031278;-0.0051320779;0.0059639149;1.9915469766;1.0026124221;
12.7425920238;0.0405226104;0.0051315061;-0.0405226096;0.0407008744;-0.0051315058;0.0059633426;1.9914362082;1.0025569059;
12.7632842433;0.0405181900;0.0051303866;-0.0405181896;0.0406964517;-0.0051303865;0.0059622224;1.9912189921;1.0024480397;
12.8046686824;0.0405097002;0.0051282369;-0.0405096965;0.0406879533;-0.0051282361;0.0059600706;1.9908016277;1.0022388614;
12.8150147922;0.0405076464;0.0051277169;-0.0405076459;0.0406859014;-0.0051277168;0.0059595509;1.9907008379;1.0021883467;
12.8357070118;0.0405036295;0.0051267000;-0.0405036290;0.0406818820;-0.0051266998;0.0059585332;1.9905034258;1.0020894060;
12.8770914509;0.0404959324;0.0051247517;-0.0404959276;0.0406741758;-0.0051247507;0.0059565828;1.9901249773;1.0018997319;
12.8874375607;0.0404940728;0.0051242810;-0.0404940722;0.0406723193;-0.0051242808;0.0059561126;1.9900337723;1.0018540210;
12.9081297803;0.0404904422;0.0051233622;-0.0404904416;0.0406686864;-0.0051233619;0.0059551931;1.9898553471;1.0017645963;
12.9495142194;0.0404835037;0.0051216065;-0.0404834975;0.0406617380;-0.0051216052;0.0059534351;1.9895141191;1.0015935768;
12.9598603292;0.0404818291;0.0051211828;-0.0404818284;0.0406600678;-0.0051211825;0.0059530122;1.9894320622;1.0015524508;
12.9805525487;0.0404785668;0.0051203574;-0.0404785661;0.0406568035;-0.0051203571;0.0059521861;1.9892717366;1.0014720974;
13.0219369879;0.0404723499;0.0051187847;-0.0404723420;0.0406505756;-0.0051187832;0.0059506111;1.9889659054;1.0013188184;
13.0322830976;0.0404708507;0.0051184055;-0.0404708498;0.0406490824;-0.0051184052;0.0059502329;1.9888925307;1.0012820438;
13.0529753172;0.0404679375;0.0051176686;-0.0404679367;0.0406461675;-0.0051176682;0.0059494955;1.9887493630;1.0012102897;
13.0943597563;0.0404624035;0.0051162691;-0.0404623935;0.0406406209;-0.0051162671;0.0059480934;1.9884770093;1.0010737894;
13.1047058661;0.0404610693;0.0051159317;-0.0404610683;0.0406392948;-0.0051159313;0.0059477573;1.9884118301;1.0010411222;
13.1253980857;0.0404584854;0.0051152783;-0.0404584844;0.0406367094;-0.0051152777;0.0059471033;1.9882848398;1.0009774761;
13.1667825248;0.0404535943;0.0051140415;-0.0404535818;0.0406318037;-0.0051140392;0.0059458639;1.9880439799;1.0008567601;
13.1771286346;0.0404524147;0.0051137433;-0.0404524134;0.0406306346;-0.0051137428;0.0059455674;1.9879864962;1.0008279498;
13.1978208541;0.0404501395;0.0051131681;-0.0404501383;0.0406283581;-0.0051131674;0.0059449916;1.9878746789;1.0007719082;
13.2392052933;0.0404458505;0.0051120838;-0.0404458351;0.0406240521;-0.0051120810;0.0059439043;1.9876632919;1.0006659638;
13.2495514030;0.0404448148;0.0051118220;-0.0404448133;0.0406230298;-0.0051118215;0.0059436447;1.9876129964;1.0006407561;
13.2702436226;0.0404428277;0.0051113197;-0.0404428264;0.0406210416;-0.0051113189;0.0059431418;1.9875153365;1.0005918099;
13.3116280617;0.0404391000;0.0051103775;-0.0404390810;0.0406172938;-0.0051103741;0.0059421962;1.9873313887;1.0004996178;
13.3219741715;0.0404381974;0.0051101494;-0.0404381955;0.0406164079;-0.0051101487;0.0059419708;1.9872877733;1.0004777580;
13.3426663911;0.0404364776;0.0051097148;-0.0404364761;0.0406146874;-0.0051097138;0.0059415356;1.9872032549;1.0004353983;
13.3530125009;0.0404356432;0.0051095039;-0.0404356431;0.0406138539;-0.0051095039;0.0059413255;1.9871623460;1.0004148954;
13.3737047204;0.0404340328;0.0051090969;-0.0404340319;0.0406122417;-0.0051090965;0.0059409179;1.9870831560;1.0003752062;
13.3840508302;0.0404332527;0.0051088998;-0.0404332526;0.0406114619;-0.0051088997;0.0059407209;1.9870448644;1.0003560150;
13.4047430498;0.0404317469;0.0051085192;-0.0404317460;0.0406099543;-0.0051085188;0.0059403398;1.9869708142;1.0003189019;
13.4150891596;0.0404310181;0.0051083351;-0.0404310180;0.0406092259;-0.0051083350;0.0059401559;1.9869350463;1.0003009755;
13.4357813791;0.0404296132;0.0051079801;-0.0404296122;0.0406078193;-0.0051079796;0.0059398002;1.9868659529;1.0002663466;
13.4461274889;0.0404289338;0.0051078084;-0.0404289337;0.0406071403;-0.0051078084;0.0059396288;1.9868326178;1.0002496395;
13.4668197085;0.0404276262;0.0051074780;-0.0404276252;0.0406058310;-0.0051074775;0.0059392978;1.9867683004;1.0002174043;
13.4771658182;0.0404269944;0.0051073184;-0.0404269943;0.0406051997;-0.0051073183;0.0059391385;1.9867373084;1.0002018715;
13.4978580378;0.0404257805;0.0051070116;-0.0404257794;0.0406039840;-0.0051070111;0.0059388310;1.9866775887;1.0001719407;
13.5082041476;0.0404251945;0.0051068636;-0.0404251943;0.0406033986;-0.0051068635;0.0059386834;1.9866488511;1.0001575378;
13.5288963671;0.0404240706;0.0051065796;-0.0404240694;0.0406022730;-0.0051065790;0.0059383987;1.9865935529;1.0001298229;
13.5392424769;0.0404235286;0.0051064427;-0.0404235284;0.0406017317;-0.0051064427;0.0059382622;1.9865669822;1.0001165060;
13.5599346965;0.0404224912;0.0051061806;-0.0404224900;0.0406006926;-0.0051061800;0.0059379993;1.9865159319;1.0000909201;
13.5702808063;0.0404219915;0.0051060544;-0.0404219913;0.0406001936;-0.0051060543;0.0059378736;1.9864914418;1.0000786461;
13.5909730258;0.0404210371;0.0051058133;-0.0404210358;0.0405992375;-0.0051058126;0.0059376317;1.9864444683;1.0000551034;
13.6013191356;0.0404205779;0.0051056972;-0.0404205777;0.0405987792;-0.0051056972;0.0059375162;1.9864219740;1.0000438296;
13.6220113552;0.0404197032;0.0051054763;-0.0404197018;0.0405979027;-0.0051054755;0.0059372944;1.9863789090;1.0000222459;
13.6323574650;0.0404192828;0.0051053701;-0.0404192826;0.0405974832;-0.0051053700;0.0059371888;1.9863583271;1.0000119306;
13.6530496845;0.0404184844;0.0051051684;-0.0404184829;0.0405966830;-0.0051051676;0.0059369863;1.9863190053;0.9999922229;
13.6633957943;0.0404181011;0.0051050716;-0.0404181009;0.0405963008;-0.0051050715;0.0059368901;1.9863002539;0.9999828250;
13.6840880139;0.0404173757;0.0051048883;-0.0404173741;0.0405955736;-0.0051048874;0.0059367059;1.9862645131;0.9999649120;
13.6944341237;0.0404170279;0.0051048005;-0.0404170277;0.0405952269;-0.0051048004;0.0059366188;1.9862475117;0.9999563912;
13.7151263432;0.0404163722;0.0051046348;-0.0404163706;0.0405945694;-0.0051046339;0.0059364522;1.9862151928;0.9999401932;
13.7254724530;0.0404160584;0.0051045555;-0.0404160581;0.0405942567;-0.0051045555;0.0059363737;1.9861998628;0.9999325101;
13.7461646726;0.0404154692;0.0051044067;-0.0404154675;0.0405936658;-0.0051044057;0.0059362239;1.9861708100;0.9999179491;
13.7565107823;0.0404151877;0.0051043356;-0.0404151874;0.0405933855;-0.0051043355;0.0059361536;1.9861570743;0.9999110651;
13.7772030019;0.0404146620;0.0051042028;-0.0404146602;0.0405928580;-0.0051042018;0.0059360198;1.9861311353;0.9998980646;
13.7875491117;0.0404144113;0.0051041395;-0.0404144110;0.0405926086;-0.0051041394;0.0059359574;1.9861189186;0.9998919419;
13.8082413313;0.0404139435;0.0051040214;-0.0404139434;0.0405921408;-0.0051040213;0.0059358392;1.9860959401;0.9998804253;
13.8185874410;0.0404137246;0.0051039661;-0.0404137243;0.0405919215;-0.0051039660;0.0059357838;1.9860851709;0.9998750279;
13.8392796606;0.0404133142;0.0051038624;-0.0404133141;0.0405915110;-0.0051038624;0.0059356801;1.9860650119;0.9998649245;
13.8496257704;0.0404131233;0.0051038142;-0.0404131229;0.0405913197;-0.0051038141;0.0059356318;1.9860556167;0.9998602157;
13.8703179899;0.0404127673;0.0051037243;-0.0404127672;0.0405909638;-0.0051037242;0.0059355419;1.9860381355;0.9998514543;
13.8806640997;0.0404126029;0.0051036827;-0.0404126026;0.0405907991;-0.0051036826;0.0059355003;1.9860300443;0.9998473991;
13.9013563193;0.0404122987;0.0051036059;-0.0404122985;0.0405904948;-0.0051036059;0.0059354234;1.9860151028;0.9998399106;
13.9117024291;0.0404121594;0.0051035707;-0.0404121591;0.0405903553;-0.0051035706;0.0059353882;1.9860082474;0.9998364748;
13.9323946486;0.0404119041;0.0051035062;-0.0404119039;0.0405901000;-0.0051035062;0.0059353237;1.9859957110;0.9998301917;
13.9427407584;0.0404117886;0.0051034771;-0.0404117883;0.0405899842;-0.0051034770;0.0059352944;1.9859900253;0.9998273420;
13.9634329780;0.0404115796;0.0051034243;-0.0404115794;0.0405897753;-0.0051034242;0.0059352417;1.9859797634;0.9998221989;
13.9737790878;0.0404114866;0.0051034008;-0.0404114863;0.0405896820;-0.0051034007;0.0059352181;1.9859751827;0.9998199031;
13.9944713073;0.0404113213;0.0051033590;-0.0404113211;0.0405895168;-0.0051033590;0.0059351764;1.9859670684;0.9998158364;
14.0048174171;0.0404112496;0.0051033409;-0.0404112491;0.0405894448;-0.0051033408;0.0059351582;1.9859635304;0.9998140631;
14.0255096367;0.0404111254;0.0051033095;-0.0404111252;0.0405893208;-0.0051033095;0.0059351269;1.9859574406;0.9998110110;
14.0358557464;0.0404110737;0.0051032965;-0.0404110732;0.0405892687;-0.0051032963;0.0059351137;1.9859548846;0.9998097300;
14.0565479660;0.0404109882;0.0051032749;-0.0404109880;0.0405891835;-0.0051032749;0.0059350922;1.9859507000;0.9998076327;
14.0668940758;0.0404109553;0.0051032666;-0.0404109548;0.0405891503;-0.0051032664;0.0059350838;1.9859490673;0.9998068144;
14.0875862954;0.0404109063;0.0051032542;-0.0404109061;0.0405891015;-0.0051032542;0.0059350715;1.9859466723;0.9998056140;
14.0979324051;0.0404108910;0.0051032504;-0.0404108905;0.0405890859;-0.0051032502;0.0059350675;1.9859459060;0.9998052300;
14.1186246247;0.0404108761;0.0051032466;-0.0404108759;0.0405890713;-0.0051032465;0.0059350639;1.9859451887;0.9998048705;
14.1289707345;0.0404108774;0.0051032469;-0.0404108769;0.0405890723;-0.0051032467;0.0059350641;1.9859452340;0.9998048932;
14.1496629540;0.0404108944;0.0051032512;-0.0404108942;0.0405890896;-0.0051032511;0.0059350685;1.9859460865;0.9998053204;
14.1600090638;0.0404109111;0.0051032554;-0.0404109106;0.0405891060;-0.0051032552;0.0059350726;1.9859468901;0.9998057232;
14.1807012834;0.0404109579;0.0051032672;-0.0404109577;0.0405891531;-0.0051032672;0.0059350845;1.9859492080;0.9998068849;
14.1910473932;0.0404109891;0.0051032751;-0.0404109885;0.0405891839;-0.0051032749;0.0059350923;1.9859507188;0.9998076421;
14.2117396127;0.0404110636;0.0051032939;-0.0404110633;0.0405892589;-0.0051032939;0.0059351113;1.9859544014;0.9998094878;
14.2220857225;0.0404111082;0.0051033052;-0.0404111075;0.0405893031;-0.0051033050;0.0059351224;1.9859565700;0.9998105747;
14.2427779421;0.0404112085;0.0051033305;-0.0404112082;0.0405894038;-0.0051033305;0.0059351479;1.9859615204;0.9998130558;
14.2531240519;0.0404112655;0.0051033449;-0.0404112648;0.0405894605;-0.0051033447;0.0059351621;1.9859642992;0.9998144485;
14.2738162714;0.0404113897;0.0051033763;-0.0404113894;0.0405895851;-0.0051033762;0.0059351937;1.9859704240;0.9998175181;
14.2841623812;0.0404114582;0.0051033936;-0.0404114575;0.0405896532;-0.0051033934;0.0059352108;1.9859737673;0.9998191937;
14.3048546008;0.0404116044;0.0051034305;-0.0404116041;0.0405898000;-0.0051034305;0.0059352479;1.9859809767;0.9998228070;
14.3152007105;0.0404116836;0.0051034505;-0.0404116828;0.0405898787;-0.0051034503;0.0059352678;1.9859848404;0.9998247434;
