time;IBG_ibg_injector_PInjPu;IBG_ibg_injector_QInjPu;IBG_ibg_iPLimiter_u;IBG_ibg_iPLimiter_y;IBG_ibg_iQLimiter_u;IBG_ibg_iQLimiter_y;
2.003224;0.182332;0.182794;0.657000;0.657000;0.707585;0.707585;
2.003256;0.182323;0.182789;0.656145;0.656145;0.705271;0.705271;
2.003320;0.182304;0.182777;0.654450;0.654450;0.700665;0.700665;
2.003448;0.182266;0.182751;0.651117;0.651117;0.691542;0.691542;
2.003704;0.182188;0.182693;0.644676;0.644676;0.673639;0.673639;
2.004216;0.182022;0.182546;0.632625;0.632625;0.639165;0.639165;
2.004728;0.181844;0.182360;0.621583;0.621583;0.606406;0.606406;
2.005240;0.181655;0.182138;0.611442;0.611442;0.575281;0.575281;
2.005259;0.181648;0.182129;0.611084;0.611084;0.574164;0.574164;
2.005260;0.181648;0.182128;0.611067;0.611067;0.574105;0.574105;
2.005261;0.181648;0.182128;0.611048;0.611048;0.574045;0.574045;
2.005263;0.181648;0.182127;0.611010;0.611010;0.573927;0.573927;
2.005267;0.181648;0.182125;0.610935;0.610935;0.573691;0.573691;
2.005275;0.181648;0.182121;0.610784;0.610784;0.573219;0.573219;
2.005291;0.181648;0.182114;0.610482;0.610482;0.572276;0.572276;
2.005323;0.181648;0.182098;0.609882;0.609882;0.570394;0.570394;
2.005387;0.181648;0.182067;0.608690;0.608690;0.566649;0.566649;
2.005515;0.181648;0.182003;0.606343;0.606343;0.559230;0.559230;
2.005771;0.181648;0.181870;0.601790;0.601790;0.544672;0.544672;
2.006283;0.181647;0.181578;0.593212;0.593212;0.516639;0.516639;
2.006795;0.181647;0.181255;0.585284;0.585284;0.490000;0.490000;
2.007819;0.181647;0.180525;0.571120;0.571120;0.440562;0.440562;
2.008741;0.181647;0.179777;0.560053;0.560053;0.400196;0.400196;
2.009662;0.181647;0.178954;0.550326;0.550326;0.363374;0.363374;
2.009795;0.181645;0.178830;0.549018;0.549018;0.358333;0.358333;
2.009795;0.181645;0.178830;0.549019;0.549019;0.358333;0.358333;
2.009796;0.181647;0.178829;0.549010;0.549010;0.358295;0.358295;
2.009797;0.181647;0.178828;0.549000;0.549000;0.358258;0.358258;
2.009799;0.181647;0.178826;0.548981;0.548981;0.358183;0.358183;
2.009803;0.181647;0.178822;0.548942;0.548942;0.358033;0.358033;
2.009811;0.181647;0.178814;0.548865;0.548865;0.357733;0.357733;
2.009827;0.181647;0.178799;0.548710;0.548710;0.357135;0.357135;
2.009859;0.181647;0.178769;0.548402;0.548402;0.355941;0.355941;
2.009923;0.181647;0.178708;0.547790;0.547790;0.353563;0.353563;
2.010051;0.181647;0.178585;0.546582;0.546582;0.348854;0.348854;
2.010307;0.181641;0.178335;0.544226;0.544226;0.339615;0.339615;
2.010819;0.181606;0.177822;0.539746;0.539746;0.321822;0.321822;
2.011843;0.181466;0.176742;0.531624;0.531624;0.288801;0.288801;
2.012867;0.181241;0.175599;0.524495;0.524495;0.258977;0.258977;
2.013891;0.180947;0.174400;0.518221;0.518221;0.232056;0.232056;
2.014915;0.180598;0.173152;0.512687;0.512687;0.207761;0.207761;
2.015939;0.180472;0.171861;0.507794;0.507794;0.185839;0.185839;
2.016963;0.180472;0.170533;0.503459;0.503459;0.166057;0.166057;
2.017987;0.180472;0.169173;0.499610;0.499610;0.148208;0.148208;
2.018929;0.180472;0.167899;0.496448;0.496448;0.133334;0.133334;
2.018930;0.180472;0.167897;0.496451;0.496451;0.133333;0.133333;
2.018931;0.180472;0.167896;0.496448;0.496448;0.133333;0.133333;
2.018933;0.180472;0.167893;0.496441;0.496441;0.133333;0.133333;
2.018937;0.180472;0.167888;0.496429;0.496429;0.133333;0.133333;
2.018945;0.180472;0.167877;0.496403;0.496403;0.133333;0.133333;
2.018961;0.180472;0.167855;0.496353;0.496353;0.133333;0.133333;
2.018993;0.180472;0.167811;0.496252;0.496252;0.133333;0.133333;
2.019018;0.180472;0.167776;0.496172;0.496172;0.133333;0.133333;
2.019019;0.180472;0.167776;0.496168;0.496168;0.133333;0.133333;
2.019020;0.180472;0.167775;0.496165;0.496165;0.133333;0.133333;
2.019022;0.180472;0.167773;0.496159;0.496159;0.133333;0.133333;
2.019026;0.180472;0.167769;0.496147;0.496147;0.133333;0.133333;
2.019034;0.180472;0.167762;0.496121;0.496121;0.133333;0.133333;
2.019050;0.180472;0.167748;0.496071;0.496071;0.133333;0.133333;
2.019082;0.180472;0.167719;0.495972;0.495972;0.133333;0.133333;
2.019146;0.180472;0.167662;0.495773;0.495773;0.133333;0.133333;
2.019274;0.180472;0.167548;0.495380;0.495380;0.133333;0.133333;
2.019530;0.180472;0.167319;0.494611;0.494611;0.133333;0.133333;
2.020042;0.180472;0.166841;0.493136;0.493136;0.133333;0.133333;
2.021066;0.180397;0.165808;0.490422;0.490422;0.133333;0.133333;
2.022090;0.180237;0.164714;0.487997;0.487997;0.133333;0.133333;
2.023114;0.179995;0.163557;0.485828;0.485828;0.133333;0.133333;
2.024138;0.179688;0.162346;0.483887;0.483887;0.133333;0.133333;
2.025162;0.179393;0.161087;0.482149;0.482149;0.133333;0.133333;
2.026186;0.179296;0.159787;0.480591;0.480591;0.133333;0.133333;
2.027210;0.179296;0.158452;0.479194;0.479194;0.133333;0.133333;
2.028234;0.179296;0.157086;0.477941;0.477941;0.133333;0.133333;
2.029258;0.179296;0.155809;0.476816;0.476816;0.133333;0.133333;
2.030282;0.179279;0.154846;0.475805;0.475805;0.133333;0.133333;
2.031306;0.179184;0.153799;0.474896;0.474896;0.133333;0.133333;
2.032330;0.179005;0.152690;0.474080;0.474080;0.133333;0.133333;
2.033354;0.178748;0.151521;0.473345;0.473345;0.133333;0.133333;
2.034378;0.178443;0.150298;0.472684;0.472684;0.133333;0.133333;
2.035402;0.178195;0.149030;0.472089;0.472089;0.133333;0.133333;
2.036426;0.178121;0.147722;0.471554;0.471554;0.133333;0.133333;
2.037450;0.178121;0.146379;0.471072;0.471072;0.133333;0.133333;
2.038474;0.178121;0.145034;0.470638;0.470638;0.133333;0.133333;
2.039498;0.178117;0.143831;0.470247;0.470247;0.133333;0.133333;
2.040522;0.178081;0.142848;0.469895;0.469895;0.133333;0.133333;
2.041546;0.177967;0.141786;0.469578;0.469578;0.133333;0.133333;
2.042570;0.177769;0.140663;0.469292;0.469292;0.133333;0.133333;
2.043594;0.177501;0.139481;0.469034;0.469034;0.133333;0.133333;
2.044618;0.177210;0.138248;0.468802;0.468802;0.133333;0.133333;
2.046666;0.176946;0.135654;0.468401;0.468401;0.133333;0.133333;
2.048509;0.176946;0.133239;0.468105;0.468105;0.133333;0.133333;
2.050353;0.176913;0.131256;0.467859;0.467859;0.133333;0.133333;
2.052196;0.176667;0.129322;0.467656;0.467656;0.133333;0.133333;
2.052698;0.176561;0.128761;0.467606;0.467606;0.133333;0.133333;
2.052699;0.176560;0.128762;0.467606;0.467606;0.133333;0.133333;
2.052700;0.176560;0.128761;0.467606;0.467606;0.133333;0.133333;
2.052702;0.176559;0.128758;0.467606;0.467606;0.133333;0.133333;
2.052706;0.176558;0.128754;0.467605;0.467605;0.133333;0.133333;
2.052707;0.176558;0.128753;0.467605;0.467605;0.133333;0.133333;
2.052708;0.176558;0.128752;0.467605;0.467605;0.133333;0.133333;
2.052710;0.176557;0.128750;0.467605;0.467605;0.133333;0.133333;
2.052714;0.176556;0.128746;0.467605;0.467605;0.133333;0.133333;
2.052722;0.176554;0.128738;0.467604;0.467604;0.133333;0.133333;
2.052738;0.176550;0.128722;0.467602;0.467602;0.133333;0.133333;
2.052770;0.176542;0.128691;0.467599;0.467599;0.133333;0.133333;
2.052834;0.176525;0.128629;0.467593;0.467593;0.133333;0.133333;
2.052962;0.176491;0.128504;0.467582;0.467582;0.133333;0.133333;
2.053218;0.176424;0.128256;0.467558;0.467558;0.133333;0.133333;
2.053730;0.176287;0.127761;0.467514;0.467514;0.133333;0.133333;
2.054754;0.176017;0.126779;0.467431;0.467431;0.133333;0.133333;
2.056802;0.175771;0.124844;0.467288;0.467288;0.133333;0.133333;
2.058850;0.175765;0.122948;0.467171;0.467171;0.133333;0.133333;
2.060898;0.175665;0.121091;0.467076;0.467076;0.133333;0.133333;
2.062946;0.175320;0.119271;0.466999;0.466999;0.133333;0.133333;
2.064994;0.174813;0.117488;0.466937;0.466937;0.133333;0.133333;
2.067042;0.174595;0.115742;0.466886;0.466886;0.133333;0.133333;
2.069090;0.174578;0.114031;0.466845;0.466845;0.133333;0.133333;
2.073186;0.174086;0.110711;0.466782;0.466782;0.133333;0.133333;
2.077282;0.173417;0.107524;0.466741;0.466741;0.133333;0.133333;
2.081378;0.173127;0.104465;0.466714;0.466714;0.133333;0.133333;
2.085474;0.172537;0.101528;0.466697;0.466697;0.133333;0.133333;
2.089570;0.172080;0.098710;0.466686;0.466686;0.133333;0.133333;
2.093666;0.171622;0.096005;0.466679;0.466679;0.133333;0.133333;
2.101858;0.170649;0.090910;0.466671;0.466671;0.133333;0.133333;
2.110050;0.169689;0.086215;0.466667;0.466667;0.133333;0.133333;
2.113451;0.169289;0.084375;0.466667;0.466667;0.133333;0.133333;
2.113452;0.169287;0.084374;0.466667;0.466667;0.133333;0.133333;
2.113453;0.169287;0.084374;0.466667;0.466667;0.133333;0.133333;
2.113455;0.169287;0.084373;0.466667;0.466667;0.133333;0.133333;
2.113459;0.169286;0.084371;0.466667;0.466667;0.133333;0.133333;
2.113467;0.169285;0.084366;0.466667;0.466667;0.133333;0.133333;
2.113483;0.169283;0.084358;0.466667;0.466667;0.133333;0.133333;
2.113515;0.169280;0.084341;0.466667;0.466667;0.133333;0.133333;
2.113579;0.169272;0.084307;0.466667;0.466667;0.133333;0.133333;
2.113707;0.169257;0.084239;0.466667;0.466667;0.133333;0.133333;
2.113963;0.169227;0.084104;0.466667;0.466667;0.133333;0.133333;
2.114475;0.169167;0.083835;0.466667;0.466667;0.133333;0.133333;
2.115499;0.169047;0.083300;0.466667;0.466667;0.133333;0.133333;
2.117547;0.168807;0.082246;0.466667;0.466667;0.133333;0.133333;
2.121643;0.168326;0.080203;0.466667;0.466667;0.133333;0.133333;
2.129835;0.167363;0.076354;0.466667;0.466667;0.133333;0.133333;
2.138027;0.166400;0.072806;0.466667;0.466667;0.133333;0.133333;
2.146219;0.165438;0.069538;0.466667;0.466667;0.133333;0.133333;
2.154411;0.164475;0.066527;0.466667;0.466667;0.133333;0.133333;
2.162603;0.163512;0.063753;0.466667;0.466667;0.133333;0.133333;
2.170795;0.162549;0.061197;0.466667;0.466667;0.133333;0.133333;
2.178987;0.161586;0.058844;0.466667;0.466667;0.133333;0.133333;
2.187179;0.160624;0.056676;0.466667;0.466667;0.133333;0.133333;
2.195371;0.159661;0.054678;0.466667;0.466667;0.133333;0.133333;
2.203563;0.158698;0.052838;0.466667;0.466667;0.133333;0.133333;
2.211755;0.157735;0.051144;0.466667;0.466667;0.133333;0.133333;
2.219947;0.156773;0.049582;0.466667;0.466667;0.133333;0.133333;
2.228139;0.155810;0.048144;0.466667;0.466667;0.133333;0.133333;
2.236331;0.154847;0.046820;0.466667;0.466667;0.133333;0.133333;
2.244523;0.153884;0.045599;0.466667;0.466667;0.133333;0.133333;
2.252715;0.152921;0.044475;0.466667;0.466667;0.133333;0.133333;
2.260907;0.151959;0.043440;0.466667;0.466667;0.133333;0.133333;
2.269099;0.150996;0.042486;0.466667;0.466667;0.133333;0.133333;
2.285483;0.149070;0.040791;0.466667;0.466667;0.133333;0.133333;
2.300228;0.147337;0.039486;0.466667;0.466667;0.133333;0.133333;
2.314974;0.145604;0.038361;0.466667;0.466667;0.133333;0.133333;
2.329719;0.143871;0.037391;0.466667;0.466667;0.133333;0.133333;
2.344465;0.142138;0.036554;0.466667;0.466667;0.133333;0.133333;
2.359211;0.140405;0.035833;0.466667;0.466667;0.133333;0.133333;
2.373956;0.138672;0.035211;0.466667;0.466667;0.133333;0.133333;
2.388702;0.136939;0.034676;0.466667;0.466667;0.133333;0.133333;
2.403447;0.135206;0.034214;0.466667;0.466667;0.133333;0.133333;
2.418193;0.133473;0.033816;0.466667;0.466667;0.133333;0.133333;
2.432939;0.131740;0.033474;0.466667;0.466667;0.133333;0.133333;
2.447684;0.130007;0.033179;0.466667;0.466667;0.133333;0.133333;
2.462430;0.128274;0.032924;0.466667;0.466667;0.133333;0.133333;
2.477175;0.126541;0.032705;0.466667;0.466667;0.133333;0.133333;
2.491921;0.124808;0.032516;0.466667;0.466667;0.133333;0.133333;
2.521412;0.121342;0.032209;0.466667;0.466667;0.133333;0.133333;
2.550903;0.117876;0.031981;0.466667;0.466667;0.133333;0.133333;
2.580395;0.114410;0.031812;0.466667;0.466667;0.133333;0.133333;
2.609886;0.110944;0.031688;0.466667;0.466667;0.133333;0.133333;
2.619248;0.109844;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619248;0.109843;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619249;0.109844;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619250;0.109844;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619252;0.109844;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619256;0.109844;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619264;0.109843;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619280;0.109843;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619312;0.109843;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619376;0.109843;0.031655;0.466667;0.466667;0.133333;0.133333;
2.619504;0.109843;0.031654;0.466667;0.466667;0.133333;0.133333;
2.619760;0.109843;0.031654;0.466667;0.466667;0.133333;0.133333;
2.620272;0.109842;0.031652;0.466667;0.466667;0.133333;0.133333;
2.621296;0.109840;0.031649;0.466667;0.466667;0.133333;0.133333;
2.623344;0.109837;0.031643;0.466667;0.466667;0.133333;0.133333;
2.627440;0.109832;0.031630;0.466667;0.466667;0.133333;0.133333;
2.635632;0.109821;0.031608;0.466667;0.466667;0.133333;0.133333;
2.652016;0.109801;0.031567;0.466667;0.466667;0.133333;0.133333;
2.684784;0.109770;0.031502;0.466667;0.466667;0.133333;0.133333;
2.717552;0.109748;0.031456;0.466667;0.466667;0.133333;0.133333;
2.783088;0.109718;0.031395;0.466667;0.466667;0.133333;0.133333;
2.842071;0.109705;0.031367;0.466667;0.466667;0.133333;0.133333;
2.901053;0.109698;0.031353;0.466667;0.466667;0.133333;0.133333;
2.960036;0.109695;0.031346;0.466667;0.466667;0.133333;0.133333;
3.019018;0.109693;0.031343;0.466667;0.466667;0.133333;0.133333;
3.136983;0.109692;0.031340;0.466667;0.466667;0.133333;0.133333;
3.372912;0.109692;0.031340;0.466667;0.466667;0.133333;0.133333;
3.608842;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
4.080701;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
5.024420;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
5.999999;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
6.000000;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
6.000001;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
6.000002;0.109692;0.031341;0.466667;0.466667;0.133333;0.133333;
6.000004;0.109692;0.031342;0.466667;0.466667;0.133333;0.133333;
6.000008;0.109692;0.031343;0.466667;0.466667;0.133333;0.133333;
6.000016;0.109691;0.031346;0.466667;0.466667;0.133333;0.133333;
6.000032;0.109689;0.031352;0.466667;0.466667;0.133333;0.133333;
6.000064;0.109686;0.031362;0.466667;0.466667;0.133333;0.133333;
6.000128;0.109681;0.031382;0.466667;0.466667;0.133333;0.133333;
6.000256;0.109670;0.031419;0.466667;0.466667;0.133333;0.133333;
6.000384;0.109661;0.031452;0.466667;0.466667;0.133333;0.133333;
6.000512;0.109652;0.031481;0.466667;0.466667;0.133333;0.133333;
6.000640;0.109645;0.031507;0.466667;0.466667;0.133333;0.133333;
6.000768;0.109638;0.031529;0.466667;0.466667;0.133333;0.133333;
6.000896;0.109633;0.031550;0.466667;0.466667;0.133333;0.133333;
6.001024;0.109627;0.031567;0.466667;0.466667;0.133333;0.133333;
6.001152;0.109623;0.031583;0.466667;0.466667;0.133333;0.133333;
6.001280;0.109619;0.031597;0.466667;0.466667;0.133333;0.133333;
6.001408;0.109615;0.031609;0.466667;0.466667;0.133333;0.133333;
6.001536;0.109612;0.031620;0.466667;0.466667;0.133333;0.133333;
6.001792;0.109607;0.031638;0.466667;0.466667;0.133333;0.133333;
6.002048;0.109603;0.031653;0.466667;0.466667;0.133333;0.133333;
6.002304;0.109600;0.031664;0.466667;0.466667;0.133333;0.133333;
6.002560;0.109597;0.031672;0.466667;0.466667;0.133333;0.133333;
6.002816;0.109595;0.031679;0.466667;0.466667;0.133333;0.133333;
6.003072;0.109594;0.031684;0.466667;0.466667;0.133333;0.133333;
6.003328;0.109593;0.031688;0.466667;0.466667;0.133333;0.133333;
6.003584;0.109592;0.031690;0.466667;0.466667;0.133333;0.133333;
6.004096;0.109591;0.031694;0.466667;0.466667;0.133333;0.133333;
6.004608;0.109590;0.031696;0.466667;0.466667;0.133333;0.133333;
6.005120;0.109590;0.031696;0.466667;0.466667;0.133333;0.133333;
6.005632;0.109590;0.031696;0.466667;0.466667;0.133333;0.133333;
6.006144;0.109590;0.031696;0.466667;0.466667;0.133333;0.133333;
6.007168;0.109591;0.031694;0.466667;0.466667;0.133333;0.133333;
6.008192;0.109592;0.031692;0.466667;0.466667;0.133333;0.133333;
6.010240;0.109593;0.031687;0.466667;0.466667;0.133333;0.133333;
6.012288;0.109594;0.031682;0.466667;0.466667;0.133333;0.133333;
6.016384;0.109597;0.031673;0.466667;0.466667;0.133333;0.133333;
6.020070;0.109599;0.031665;0.466667;0.466667;0.133333;0.133333;
6.023757;0.109603;0.031658;0.466667;0.466667;0.133333;0.133333;
6.027443;0.109605;0.031651;0.466667;0.466667;0.133333;0.133333;
6.034816;0.109608;0.031635;0.466667;0.466667;0.133333;0.133333;
6.042189;0.109612;0.031621;0.466667;0.466667;0.133333;0.133333;
6.049562;0.109616;0.031607;0.466666;0.466666;0.133333;0.133333;
6.064307;0.109623;0.031582;0.466667;0.466667;0.133333;0.133333;
6.079053;0.109630;0.031559;0.466666;0.466666;0.133333;0.133333;
6.093798;0.109636;0.031538;0.466664;0.466664;0.133333;0.133333;
6.108544;0.109641;0.031520;0.466662;0.466662;0.133333;0.133333;
6.123290;0.109646;0.031503;0.466660;0.466660;0.133333;0.133333;
6.138035;0.109650;0.031487;0.466657;0.466657;0.133333;0.133333;
6.152781;0.109654;0.031473;0.466655;0.466655;0.133333;0.133333;
6.167526;0.109657;0.031461;0.466653;0.466653;0.133333;0.133333;
6.182272;0.109660;0.031449;0.466651;0.466651;0.133333;0.133333;
6.197018;0.109663;0.031439;0.466649;0.466649;0.133333;0.133333;
6.211763;0.109665;0.031429;0.466647;0.466647;0.133333;0.133333;
6.226509;0.109667;0.031421;0.466645;0.466645;0.133333;0.133333;
6.256000;0.109671;0.031407;0.466659;0.466659;0.133333;0.133333;
6.285491;0.109674;0.031395;0.466647;0.466647;0.133333;0.133333;
6.314982;0.109675;0.031386;0.466613;0.466613;0.133333;0.133333;
6.344474;0.109674;0.031377;0.466577;0.466577;0.133333;0.133333;
6.373965;0.109672;0.031369;0.466542;0.466542;0.133333;0.133333;
6.403456;0.109669;0.031361;0.466508;0.466508;0.133333;0.133333;
6.432947;0.109665;0.031354;0.466476;0.466476;0.133333;0.133333;
6.462438;0.109661;0.031347;0.466445;0.466445;0.133333;0.133333;
6.491930;0.109656;0.031340;0.466415;0.466415;0.133333;0.133333;
6.499999;0.109655;0.031338;0.466407;0.466407;0.133333;0.133333;
6.500000;0.109655;0.031338;0.466407;0.466407;0.133333;0.133333;
6.500001;0.109655;0.031337;0.466407;0.466407;0.133333;0.133333;
6.500003;0.109655;0.031337;0.466407;0.466407;0.133333;0.133333;
6.500007;0.109656;0.031335;0.466408;0.466408;0.133333;0.133333;
6.500015;0.109656;0.031333;0.466408;0.466408;0.133333;0.133333;
6.500031;0.109658;0.031328;0.466408;0.466408;0.133333;0.133333;
6.500063;0.109661;0.031317;0.466409;0.466409;0.133333;0.133333;
6.500127;0.109666;0.031298;0.466411;0.466411;0.133333;0.133333;
6.500255;0.109676;0.031263;0.466414;0.466414;0.133333;0.133333;
6.500511;0.109693;0.031203;0.466420;0.466420;0.133333;0.133333;
6.501023;0.109718;0.031117;0.466433;0.466433;0.133333;0.133333;
6.502047;0.109744;0.031022;0.466455;0.466455;0.133333;0.133333;
6.503071;0.109754;0.030989;0.466476;0.466476;0.133333;0.133333;
6.504095;0.109756;0.030982;0.466495;0.466495;0.133333;0.133333;
6.505119;0.109755;0.030983;0.466511;0.466511;0.133333;0.133333;
6.507167;0.109755;0.030986;0.466538;0.466538;0.133333;0.133333;
6.511263;0.109755;0.030987;0.466575;0.466575;0.133333;0.133333;
6.519455;0.109757;0.030987;0.466616;0.466616;0.133333;0.133333;
6.535839;0.109761;0.030987;0.466648;0.466648;0.133333;0.133333;
6.552223;0.109765;0.030987;0.466659;0.466659;0.133333;0.133333;
6.584991;0.109772;0.030987;0.466665;0.466665;0.133333;0.133333;
6.617759;0.109777;0.030987;0.466666;0.466666;0.133333;0.133333;
6.650527;0.109781;0.030987;0.466667;0.466667;0.133333;0.133333;
6.716063;0.109787;0.030987;0.466667;0.466667;0.133333;0.133333;
6.781599;0.109790;0.030987;0.466667;0.466667;0.133333;0.133333;
6.912671;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914059;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914060;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914061;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914063;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914067;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914075;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914091;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914123;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914187;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914315;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.914571;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.915083;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.916107;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.918155;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.922251;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.930443;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.946827;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
6.979595;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
7.045131;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
7.176203;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
7.438347;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
7.962635;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
9.011211;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
11.108363;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
15.302667;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
20.000000;0.109793;0.030987;0.466667;0.466667;0.133333;0.133333;
