time;Converter250_control_omegaPu;Converter250_converter_IConvPu;Converter500_control_omegaPu;Converter500_converter_IConvPu;Converter1000_control_omegaPu;Converter1000_converter_IConvPu;
0.5282;0.9950;1.0079;0.9997;0.7458;1.0041;0.4296;
0.5285;0.9950;1.0074;0.9997;0.7413;1.0041;0.4314;
0.5287;0.9949;1.0070;0.9997;0.7370;1.0040;0.4332;
0.5290;0.9949;1.0066;0.9997;0.7328;1.0040;0.4348;
0.5293;0.9949;1.0063;0.9997;0.7287;1.0040;0.4363;
0.5298;0.9948;1.0059;0.9997;0.7211;1.0039;0.4389;
0.5303;0.9948;1.0057;0.9998;0.7140;1.0039;0.4410;
0.5309;0.9947;1.0056;0.9998;0.7074;1.0038;0.4427;
0.5314;0.9947;1.0056;0.9998;0.7015;1.0038;0.4441;
0.5319;0.9946;1.0056;0.9998;0.6962;1.0038;0.4452;
0.5325;0.9946;1.0057;0.9998;0.6916;1.0038;0.4459;
0.5330;0.9945;1.0057;0.9998;0.6876;1.0038;0.4464;
0.5336;0.9945;1.0057;0.9998;0.6842;1.0038;0.4467;
0.5341;0.9944;1.0057;0.9998;0.6814;1.0038;0.4468;
0.5346;0.9944;1.0056;0.9998;0.6793;1.0038;0.4467;
0.5352;0.9943;1.0055;0.9998;0.6777;1.0038;0.4464;
0.5357;0.9943;1.0053;0.9998;0.6767;1.0038;0.4460;
0.5363;0.9943;1.0052;0.9998;0.6763;1.0038;0.4454;
0.5368;0.9942;1.0049;0.9998;0.6763;1.0038;0.4448;
0.5373;0.9942;1.0047;0.9998;0.6767;1.0038;0.4440;
0.5379;0.9942;1.0044;0.9998;0.6776;1.0038;0.4432;
0.5384;0.9941;1.0042;0.9998;0.6788;1.0039;0.4423;
0.5389;0.9941;1.0039;0.9998;0.6803;1.0039;0.4414;
0.5395;0.9941;1.0036;0.9998;0.6820;1.0039;0.4404;
0.5400;0.9940;1.0033;0.9998;0.6840;1.0039;0.4394;
0.5406;0.9940;1.0030;0.9998;0.6862;1.0039;0.4384;
0.5411;0.9940;1.0027;0.9998;0.6884;1.0040;0.4375;
0.5416;0.9940;1.0024;0.9998;0.6908;1.0040;0.4365;
0.5422;0.9939;1.0021;0.9998;0.6932;1.0040;0.4357;
0.5427;0.9939;1.0018;0.9998;0.6956;1.0040;0.4348;
0.5432;0.9939;1.0015;0.9998;0.6980;1.0040;0.4341;
0.5438;0.9939;1.0012;0.9997;0.7004;1.0041;0.4334;
0.5443;0.9938;1.0010;0.9997;0.7026;1.0041;0.4328;
0.5449;0.9938;1.0007;0.9997;0.7048;1.0041;0.4323;
0.5454;0.9938;1.0004;0.9997;0.7068;1.0041;0.4319;
0.5459;0.9938;1.0002;0.9997;0.7087;1.0041;0.4317;
0.5465;0.9938;0.9999;0.9997;0.7104;1.0041;0.4315;
0.5470;0.9937;0.9996;0.9997;0.7119;1.0041;0.4315;
0.5476;0.9937;0.9991;0.9997;0.7132;1.0041;0.4316;
0.5481;0.9937;0.9986;0.9997;0.7144;1.0041;0.4319;
0.5486;0.9937;0.9979;0.9997;0.7154;1.0041;0.4324;
0.5497;0.9937;0.9958;0.9997;0.7165;1.0040;0.4339;
0.5506;0.9936;0.9936;0.9997;0.7170;1.0040;0.4357;
0.5515;0.9936;0.9908;0.9997;0.7168;1.0040;0.4378;
0.5524;0.9936;0.9875;0.9997;0.7162;1.0039;0.4404;
0.5533;0.9936;0.9839;0.9997;0.7151;1.0038;0.4432;
0.5542;0.9936;0.9798;0.9997;0.7136;1.0038;0.4462;
0.5551;0.9936;0.9754;0.9997;0.7118;1.0037;0.4495;
0.5560;0.9936;0.9706;0.9997;0.7096;1.0037;0.4528;
0.5569;0.9936;0.9656;0.9997;0.7072;1.0036;0.4563;
0.5578;0.9936;0.9604;0.9998;0.7046;1.0035;0.4597;
0.5587;0.9937;0.9550;0.9998;0.7018;1.0034;0.4631;
0.5596;0.9937;0.9495;0.9998;0.6990;1.0034;0.4664;
0.5605;0.9937;0.9440;0.9998;0.6961;1.0033;0.4697;
0.5614;0.9937;0.9384;0.9998;0.6932;1.0033;0.4728;
0.5623;0.9938;0.9328;0.9998;0.6904;1.0032;0.4757;
0.5632;0.9938;0.9272;0.9998;0.6878;1.0031;0.4785;
0.5641;0.9939;0.9217;0.9998;0.6853;1.0031;0.4811;
0.5650;0.9939;0.9163;0.9998;0.6829;1.0030;0.4835;
0.5660;0.9940;0.9110;0.9998;0.6808;1.0030;0.4858;
0.5678;0.9941;0.9008;0.9998;0.6773;1.0029;0.4896;
0.5694;0.9942;0.8920;0.9998;0.6750;1.0029;0.4926;
0.5710;0.9943;0.8835;0.9999;0.6735;1.0028;0.4952;
0.5726;0.9944;0.8753;0.9999;0.6725;1.0028;0.4976;
0.5743;0.9946;0.8672;0.9999;0.6721;1.0027;0.4997;
0.5759;0.9947;0.8593;0.9999;0.6722;1.0027;0.5018;
0.5775;0.9948;0.8515;0.9999;0.6725;1.0026;0.5038;
0.5791;0.9950;0.8437;0.9999;0.6731;1.0026;0.5058;
0.5808;0.9951;0.8360;0.9999;0.6737;1.0026;0.5078;
0.5824;0.9953;0.8282;0.9998;0.6744;1.0025;0.5099;
0.5840;0.9954;0.8205;0.9998;0.6750;1.0025;0.5121;
0.5856;0.9956;0.8129;0.9998;0.6754;1.0024;0.5144;
0.5873;0.9957;0.8053;0.9998;0.6757;1.0024;0.5167;
0.5889;0.9959;0.7979;0.9998;0.6759;1.0023;0.5190;
0.5905;0.9960;0.7906;0.9999;0.6758;1.0023;0.5214;
0.5921;0.9962;0.7835;0.9999;0.6756;1.0023;0.5237;
0.5938;0.9963;0.7767;0.9999;0.6751;1.0022;0.5261;
0.5954;0.9965;0.7702;0.9999;0.6746;1.0022;0.5284;
0.5970;0.9966;0.7641;0.9999;0.6738;1.0021;0.5306;
0.5986;0.9967;0.7582;0.9999;0.6729;1.0021;0.5328;
0.6002;0.9969;0.7528;0.9999;0.6720;1.0020;0.5350;
0.6035;0.9972;0.7432;0.9999;0.6697;1.0020;0.5389;
0.6064;0.9974;0.7357;0.9999;0.6675;1.0019;0.5423;
0.6093;0.9976;0.7292;0.9999;0.6652;1.0018;0.5454;
0.6123;0.9978;0.7234;0.9999;0.6628;1.0018;0.5484;
0.6152;0.9980;0.7183;0.9999;0.6604;1.0017;0.5513;
0.6181;0.9982;0.7137;0.9999;0.6580;1.0017;0.5541;
0.6210;0.9983;0.7095;0.9999;0.6557;1.0016;0.5567;
0.6240;0.9985;0.7057;0.9999;0.6534;1.0016;0.5592;
0.6298;0.9988;0.6990;1.0000;0.6489;1.0015;0.5639;
0.6357;0.9990;0.6932;1.0000;0.6447;1.0014;0.5683;
0.6415;0.9992;0.6882;1.0000;0.6405;1.0013;0.5723;
0.6474;0.9994;0.6840;1.0000;0.6364;1.0012;0.5760;
0.6532;0.9995;0.6806;1.0000;0.6324;1.0012;0.5795;
0.6591;0.9996;0.6780;1.0000;0.6284;1.0011;0.5827;
0.6649;0.9997;0.6759;1.0001;0.6245;1.0010;0.5856;
0.6708;0.9998;0.6743;1.0001;0.6207;1.0010;0.5883;
0.6766;0.9999;0.6731;1.0001;0.6170;1.0009;0.5909;
0.6825;1.0000;0.6722;1.0001;0.6136;1.0009;0.5932;
0.6883;1.0000;0.6715;1.0001;0.6102;1.0009;0.5954;
0.7000;1.0001;0.6707;1.0001;0.6042;1.0008;0.5992;
0.7105;1.0001;0.6702;1.0001;0.5994;1.0007;0.6022;
0.7211;1.0001;0.6698;1.0002;0.5950;1.0007;0.6049;
0.7316;1.0002;0.6696;1.0002;0.5911;1.0006;0.6072;
0.7421;1.0002;0.6693;1.0002;0.5876;1.0006;0.6093;
0.7526;1.0002;0.6692;1.0002;0.5844;1.0006;0.6111;
0.7632;1.0002;0.6690;1.0002;0.5816;1.0005;0.6127;
0.7737;1.0002;0.6688;1.0002;0.5790;1.0005;0.6141;
0.7842;1.0002;0.6686;1.0002;0.5767;1.0005;0.6154;
0.8053;1.0002;0.6683;1.0002;0.5729;1.0004;0.6174;
0.8263;1.0003;0.6679;1.0003;0.5697;1.0004;0.6189;
0.8474;1.0003;0.6676;1.0003;0.5671;1.0004;0.6202;
0.8684;1.0003;0.6674;1.0003;0.5649;1.0004;0.6211;
0.8895;1.0003;0.6672;1.0003;0.5630;1.0003;0.6219;
0.9106;1.0003;0.6670;1.0003;0.5614;1.0003;0.6224;
0.9527;1.0003;0.6668;1.0003;0.5589;1.0003;0.6231;
0.9948;1.0003;0.6666;1.0003;0.5570;1.0003;0.6236;
1.0369;1.0003;0.6665;1.0003;0.5554;1.0003;0.6238;
1.0790;1.0003;0.6665;1.0003;0.5542;1.0003;0.6239;
1.1632;1.0003;0.6664;1.0003;0.5524;1.0003;0.6239;
1.2474;1.0003;0.6664;1.0003;0.5511;1.0003;0.6238;
1.3317;1.0003;0.6664;1.0003;0.5501;1.0003;0.6237;
1.4159;1.0003;0.6664;1.0003;0.5494;1.0003;0.6236;
1.5000;1.0003;0.6664;1.0003;0.5490;1.0003;0.6236;
1.5000;1.0003;0.6664;1.0003;0.5490;1.0003;0.6236;
1.5000;1.0003;0.6664;1.0003;0.5490;1.0003;0.6236;
1.5000;1.0003;0.6664;1.0003;0.5491;1.0003;0.6236;
1.5000;1.0003;0.6664;1.0003;0.5491;1.0003;0.6236;
1.5000;1.0003;0.6665;1.0003;0.5491;1.0003;0.6236;
1.5000;1.0003;0.6668;1.0002;0.5494;1.0003;0.6239;
1.5000;1.0003;0.6672;1.0002;0.5499;1.0003;0.6244;
1.5000;1.0003;0.6678;1.0002;0.5505;1.0003;0.6249;
1.5000;1.0003;0.6685;1.0001;0.5512;1.0003;0.6256;
1.5000;1.0003;0.6694;1.0001;0.5521;1.0002;0.6265;
1.5000;1.0003;0.6705;1.0001;0.5532;1.0002;0.6275;
1.5000;1.0003;0.6717;1.0001;0.5544;1.0002;0.6287;
1.5000;1.0003;0.6730;1.0000;0.5558;1.0002;0.6299;
1.5001;1.0003;0.6745;1.0000;0.5573;1.0001;0.6314;
1.5001;1.0003;0.6762;1.0000;0.5590;1.0001;0.6330;
1.5001;1.0003;0.6780;1.0000;0.5609;1.0001;0.6347;
1.5001;1.0003;0.6799;0.9999;0.5629;1.0000;0.6365;
1.5001;1.0003;0.6820;0.9999;0.5650;1.0000;0.6385;
1.5001;1.0003;0.6843;0.9999;0.5673;1.0000;0.6406;
1.5001;1.0003;0.6867;0.9999;0.5698;0.9999;0.6429;
1.5001;1.0003;0.6893;0.9999;0.5724;0.9999;0.6453;
1.5001;1.0003;0.6950;0.9998;0.5782;0.9998;0.6506;
1.5001;1.0003;0.7005;0.9998;0.5838;0.9997;0.6556;
1.5002;1.0003;0.7064;0.9998;0.5899;0.9996;0.6611;
1.5002;1.0003;0.7128;0.9998;0.5964;0.9996;0.6670;
1.5002;1.0003;0.7196;0.9998;0.6033;0.9995;0.6732;
1.5002;1.0003;0.7269;0.9998;0.6107;0.9994;0.6797;
1.5002;1.0003;0.7345;0.9998;0.6184;0.9993;0.6866;
1.5002;1.0003;0.7426;0.9998;0.6266;0.9992;0.6938;
1.5002;1.0003;0.7510;0.9998;0.6351;0.9992;0.7014;
1.5003;1.0003;0.7598;0.9999;0.6441;0.9991;0.7092;
1.5003;1.0003;0.7689;0.9999;0.6533;0.9990;0.7173;
1.5003;1.0003;0.7784;0.9999;0.6630;0.9989;0.7257;
1.5003;1.0003;0.7882;1.0000;0.6729;0.9989;0.7344;
1.5003;1.0003;0.7984;1.0000;0.6832;0.9988;0.7433;
1.5003;1.0003;0.8088;1.0000;0.6937;0.9988;0.7524;
1.5003;1.0003;0.8195;1.0001;0.7045;0.9987;0.7618;
1.5004;1.0003;0.8305;1.0001;0.7156;0.9987;0.7714;
1.5004;1.0003;0.8417;1.0002;0.7270;0.9986;0.7811;
1.5004;1.0003;0.8532;1.0002;0.7385;0.9986;0.7911;
1.5004;1.0003;0.8649;1.0003;0.7503;0.9986;0.8012;
1.5004;1.0003;0.8767;1.0003;0.7623;0.9985;0.8114;
1.5004;1.0003;0.8888;1.0004;0.7744;0.9985;0.8218;
1.5004;1.0003;0.9010;1.0005;0.7867;0.9985;0.8323;
1.5005;1.0003;0.9134;1.0005;0.7992;0.9985;0.8429;
1.5005;1.0003;0.9259;1.0006;0.8118;0.9985;0.8535;
1.5005;1.0003;0.9386;1.0006;0.8245;0.9985;0.8643;
1.5005;1.0003;0.9513;1.0007;0.8373;0.9985;0.8751;
1.5005;1.0003;0.9641;1.0008;0.8501;0.9986;0.8860;
1.5005;1.0003;0.9770;1.0008;0.8630;0.9986;0.8968;
1.5005;1.0003;0.9899;1.0009;0.8760;0.9986;0.9077;
1.5006;1.0003;1.0029;1.0009;0.8890;0.9987;0.9187;
1.5006;1.0003;1.0156;1.0010;0.9020;0.9988;0.9296;
1.5006;1.0003;1.0282;1.0010;0.9150;0.9988;0.9404;
1.5006;1.0003;1.0405;1.0011;0.9280;0.9989;0.9513;
1.5006;1.0003;1.0527;1.0012;0.9409;0.9990;0.9621;
1.5006;1.0003;1.0646;1.0012;0.9538;0.9991;0.9728;
1.5006;1.0003;1.0762;1.0013;0.9667;0.9992;0.9835;
1.5007;1.0003;1.0876;1.0013;0.9794;0.9993;0.9940;
1.5007;1.0003;1.0987;1.0013;0.9921;0.9994;1.0045;
1.5007;1.0004;1.1096;1.0014;1.0046;0.9995;1.0146;
1.5007;1.0004;1.1202;1.0014;1.0169;0.9996;1.0245;
1.5007;1.0004;1.1305;1.0015;1.0288;0.9998;1.0341;
1.5007;1.0004;1.1404;1.0015;1.0404;1.0000;1.0435;
1.5007;1.0004;1.1501;1.0015;1.0517;1.0001;1.0526;
1.5008;1.0004;1.1595;1.0016;1.0626;1.0003;1.0614;
1.5008;1.0004;1.1685;1.0016;1.0733;1.0005;1.0700;
1.5008;1.0004;1.1772;1.0016;1.0836;1.0007;1.0782;
1.5008;1.0004;1.1856;1.0016;1.0935;1.0010;1.0863;
1.5008;1.0004;1.1937;1.0017;1.1032;1.0012;1.0940;
1.5008;1.0004;1.2014;1.0017;1.1125;1.0015;1.1015;
1.5009;1.0004;1.2087;1.0017;1.1214;1.0017;1.1087;
1.5009;1.0005;1.2158;1.0017;1.1300;1.0020;1.1156;
1.5009;1.0005;1.2224;1.0017;1.1383;1.0023;1.1223;
1.5009;1.0005;1.2288;1.0017;1.1462;1.0025;1.1287;
1.5009;1.0005;1.2348;1.0018;1.1538;1.0028;1.1348;
1.5009;1.0005;1.2404;1.0018;1.1611;1.0031;1.1407;
1.5009;1.0005;1.2457;1.0018;1.1680;1.0034;1.1463;
1.5010;1.0005;1.2506;1.0018;1.1746;1.0037;1.1516;
1.5010;1.0005;1.2553;1.0018;1.1809;1.0041;1.1567;
1.5010;1.0005;1.2595;1.0018;1.1868;1.0044;1.1615;
1.5010;1.0006;1.2635;1.0018;1.1924;1.0047;1.1660;
1.5010;1.0006;1.2671;1.0018;1.1977;1.0050;1.1703;
1.5010;1.0006;1.2704;1.0018;1.2027;1.0053;1.1744;
1.5010;1.0006;1.2734;1.0018;1.2074;1.0057;1.1782;
1.5011;1.0006;1.2761;1.0018;1.2117;1.0060;1.1817;
1.5011;1.0006;1.2786;1.0018;1.2158;1.0063;1.1850;
1.5011;1.0006;1.2807;1.0018;1.2196;1.0066;1.1881;
1.5011;1.0006;1.2826;1.0018;1.2231;1.0069;1.1910;
1.5011;1.0006;1.2842;1.0018;1.2263;1.0072;1.1936;
1.5011;1.0007;1.2855;1.0018;1.2293;1.0075;1.1960;
1.5011;1.0007;1.2866;1.0018;1.2320;1.0078;1.1982;
1.5012;1.0007;1.2875;1.0018;1.2345;1.0081;1.2001;
1.5012;1.0007;1.2882;1.0018;1.2367;1.0084;1.2019;
1.5012;1.0007;1.2887;1.0018;1.2387;1.0087;1.2035;
1.5012;1.0007;1.2890;1.0018;1.2404;1.0089;1.2049;
1.5012;1.0007;1.2891;1.0018;1.2420;1.0092;1.2061;
1.5012;1.0007;1.2891;1.0018;1.2434;1.0094;1.2072;
1.5012;1.0008;1.2889;1.0018;1.2445;1.0097;1.2081;
1.5013;1.0008;1.2886;1.0018;1.2455;1.0099;1.2088;
1.5013;1.0008;1.2881;1.0018;1.2463;1.0101;1.2094;
1.5013;1.0008;1.2876;1.0018;1.2470;1.0103;1.2098;
1.5013;1.0008;1.2869;1.0018;1.2475;1.0105;1.2101;
1.5013;1.0008;1.2861;1.0018;1.2479;1.0107;1.2103;
1.5013;1.0008;1.2853;1.0018;1.2482;1.0109;1.2104;
1.5013;1.0008;1.2844;1.0018;1.2483;1.0110;1.2103;
1.5014;1.0009;1.2834;1.0018;1.2483;1.0112;1.2102;
1.5014;1.0009;1.2824;1.0018;1.2483;1.0113;1.2100;
1.5014;1.0009;1.2813;1.0018;1.2481;1.0114;1.2096;
1.5014;1.0009;1.2802;1.0018;1.2479;1.0116;1.2092;
1.5014;1.0009;1.2790;1.0018;1.2476;1.0117;1.2088;
1.5014;1.0009;1.2779;1.0018;1.2472;1.0118;1.2082;
1.5014;1.0009;1.2767;1.0018;1.2468;1.0118;1.2076;
1.5015;1.0009;1.2755;1.0018;1.2463;1.0119;1.2069;
1.5015;1.0009;1.2742;1.0018;1.2458;1.0120;1.2062;
1.5015;1.0010;1.2730;1.0018;1.2453;1.0120;1.2054;
1.5015;1.0010;1.2718;1.0018;1.2447;1.0121;1.2046;
1.5015;1.0010;1.2705;1.0018;1.2441;1.0121;1.2037;
1.5015;1.0010;1.2693;1.0018;1.2435;1.0122;1.2028;
1.5015;1.0010;1.2680;1.0017;1.2428;1.0122;1.2019;
1.5016;1.0010;1.2668;1.0017;1.2422;1.0122;1.2009;
1.5016;1.0010;1.2655;1.0017;1.2415;1.0122;1.1999;
1.5016;1.0010;1.2643;1.0017;1.2409;1.0122;1.1989;
1.5016;1.0010;1.2631;1.0017;1.2402;1.0122;1.1978;
1.5016;1.0010;1.2619;1.0017;1.2395;1.0122;1.1967;
1.5016;1.0011;1.2607;1.0016;1.2389;1.0122;1.1956;
1.5016;1.0011;1.2595;1.0016;1.2382;1.0122;1.1945;
1.5017;1.0011;1.2583;1.0016;1.2375;1.0122;1.1933;
1.5017;1.0011;1.2571;1.0016;1.2369;1.0122;1.1921;
1.5017;1.0011;1.2559;1.0015;1.2362;1.0121;1.1909;
1.5017;1.0011;1.2547;1.0015;1.2355;1.0121;1.1896;
1.5017;1.0011;1.2535;1.0015;1.2349;1.0121;1.1883;
1.5017;1.0011;1.2524;1.0015;1.2342;1.0121;1.1870;
1.5017;1.0011;1.2512;1.0015;1.2336;1.0120;1.1857;
1.5018;1.0011;1.2501;1.0014;1.2329;1.0120;1.1843;
1.5018;1.0011;1.2489;1.0014;1.2322;1.0120;1.1829;
1.5018;1.0011;1.2478;1.0014;1.2316;1.0119;1.1815;
1.5018;1.0011;1.2467;1.0014;1.2309;1.0119;1.1800;
1.5018;1.0011;1.2455;1.0013;1.2303;1.0119;1.1785;
1.5018;1.0011;1.2444;1.0013;1.2296;1.0118;1.1770;
1.5019;1.0011;1.2433;1.0013;1.2290;1.0118;1.1754;
1.5019;1.0011;1.2422;1.0013;1.2283;1.0118;1.1738;
1.5019;1.0012;1.2411;1.0013;1.2276;1.0117;1.1722;
1.5019;1.0012;1.2400;1.0013;1.2270;1.0117;1.1705;
1.5019;1.0012;1.2389;1.0012;1.2263;1.0117;1.1688;
1.5019;1.0012;1.2379;1.0012;1.2256;1.0117;1.1670;
1.5019;1.0012;1.2368;1.0012;1.2249;1.0116;1.1652;
1.5020;1.0012;1.2358;1.0012;1.2243;1.0116;1.1633;
1.5020;1.0012;1.2347;1.0012;1.2236;1.0116;1.1615;
1.5020;1.0012;1.2337;1.0012;1.2229;1.0116;1.1595;
1.5020;1.0012;1.2327;1.0012;1.2221;1.0115;1.1576;
1.5020;1.0012;1.2317;1.0012;1.2214;1.0115;1.1556;
1.5020;1.0012;1.2307;1.0012;1.2207;1.0115;1.1535;
1.5020;1.0012;1.2298;1.0012;1.2200;1.0115;1.1514;
1.5021;1.0012;1.2288;1.0012;1.2192;1.0115;1.1493;
1.5021;1.0012;1.2279;1.0012;1.2185;1.0115;1.1471;
1.5021;1.0012;1.2270;1.0012;1.2178;1.0114;1.1449;
1.5021;1.0012;1.2261;1.0012;1.2170;1.0114;1.1427;
1.5021;1.0012;1.2252;1.0012;1.2162;1.0114;1.1404;
1.5021;1.0012;1.2243;1.0013;1.2155;1.0114;1.1381;
1.5021;1.0012;1.2235;1.0013;1.2147;1.0114;1.1357;
1.5022;1.0013;1.2226;1.0013;1.2139;1.0114;1.1333;
1.5022;1.0013;1.2218;1.0013;1.2131;1.0114;1.1309;
1.5022;1.0013;1.2210;1.0013;1.2123;1.0114;1.1284;
1.5022;1.0013;1.2201;1.0014;1.2115;1.0114;1.1259;
1.5022;1.0013;1.2193;1.0014;1.2107;1.0114;1.1234;
1.5022;1.0013;1.2186;1.0014;1.2099;1.0114;1.1208;
1.5022;1.0013;1.2178;1.0014;1.2091;1.0114;1.1182;
1.5023;1.0013;1.2170;1.0015;1.2083;1.0114;1.1156;
1.5023;1.0013;1.2162;1.0015;1.2075;1.0115;1.1129;
1.5023;1.0013;1.2154;1.0015;1.2067;1.0115;1.1103;
1.5023;1.0013;1.2146;1.0016;1.2058;1.0115;1.1076;
1.5023;1.0013;1.2138;1.0016;1.2050;1.0115;1.1048;
1.5023;1.0014;1.2130;1.0016;1.2041;1.0115;1.1021;
1.5023;1.0014;1.2122;1.0017;1.2032;1.0115;1.0993;
1.5024;1.0014;1.2114;1.0017;1.2024;1.0115;1.0965;
1.5024;1.0014;1.2106;1.0018;1.2015;1.0116;1.0937;
1.5024;1.0014;1.2097;1.0018;1.2006;1.0116;1.0909;
1.5024;1.0014;1.2088;1.0018;1.1997;1.0116;1.0881;
1.5024;1.0014;1.2079;1.0019;1.1988;1.0116;1.0852;
1.5024;1.0014;1.2070;1.0019;1.1978;1.0117;1.0823;
1.5024;1.0015;1.2060;1.0019;1.1969;1.0117;1.0794;
1.5025;1.0015;1.2050;1.0020;1.1959;1.0117;1.0765;
1.5025;1.0015;1.2039;1.0020;1.1949;1.0117;1.0736;
1.5025;1.0015;1.2029;1.0021;1.1939;1.0118;1.0707;
1.5025;1.0015;1.2017;1.0021;1.1929;1.0118;1.0678;
1.5025;1.0015;1.2005;1.0021;1.1918;1.0118;1.0648;
1.5025;1.0015;1.1993;1.0022;1.1907;1.0118;1.0619;
1.5025;1.0015;1.1980;1.0022;1.1896;1.0119;1.0589;
1.5026;1.0016;1.1967;1.0022;1.1885;1.0119;1.0559;
1.5026;1.0016;1.1953;1.0023;1.1874;1.0119;1.0530;
1.5026;1.0016;1.1939;1.0023;1.1862;1.0120;1.0500;
1.5026;1.0016;1.1923;1.0023;1.1850;1.0120;1.0471;
1.5026;1.0016;1.1908;1.0024;1.1837;1.0120;1.0441;
1.5026;1.0016;1.1891;1.0024;1.1824;1.0120;1.0411;
1.5026;1.0017;1.1874;1.0024;1.1811;1.0120;1.0381;
1.5027;1.0017;1.1856;1.0025;1.1798;1.0121;1.0352;
1.5027;1.0017;1.1838;1.0025;1.1784;1.0121;1.0322;
1.5027;1.0017;1.1818;1.0025;1.1769;1.0121;1.0293;
1.5027;1.0017;1.1798;1.0025;1.1754;1.0121;1.0263;
1.5027;1.0017;1.1777;1.0026;1.1739;1.0121;1.0234;
1.5027;1.0018;1.1755;1.0026;1.1724;1.0122;1.0205;
1.5028;1.0018;1.1733;1.0026;1.1707;1.0122;1.0175;
1.5028;1.0018;1.1710;1.0026;1.1691;1.0122;1.0146;
1.5028;1.0018;1.1686;1.0027;1.1674;1.0122;1.0117;
1.5028;1.0018;1.1661;1.0027;1.1656;1.0122;1.0089;
1.5028;1.0018;1.1635;1.0027;1.1638;1.0122;1.0060;
1.5028;1.0018;1.1609;1.0027;1.1620;1.0122;1.0032;
1.5028;1.0019;1.1581;1.0027;1.1601;1.0122;1.0004;
1.5029;1.0019;1.1553;1.0027;1.1581;1.0122;0.9975;
1.5029;1.0019;1.1525;1.0028;1.1561;1.0122;0.9947;
1.5029;1.0019;1.1495;1.0028;1.1541;1.0122;0.9918;
1.5029;1.0019;1.1465;1.0028;1.1520;1.0122;0.9890;
1.5029;1.0019;1.1434;1.0028;1.1499;1.0121;0.9861;
1.5029;1.0020;1.1402;1.0028;1.1477;1.0121;0.9833;
1.5029;1.0020;1.1370;1.0028;1.1454;1.0121;0.9804;
1.5030;1.0020;1.1336;1.0028;1.1432;1.0121;0.9776;
1.5030;1.0020;1.1303;1.0028;1.1408;1.0121;0.9747;
1.5030;1.0020;1.1268;1.0028;1.1384;1.0121;0.9719;
1.5030;1.0020;1.1233;1.0028;1.1360;1.0121;0.9691;
1.5030;1.0021;1.1197;1.0028;1.1335;1.0121;0.9664;
1.5030;1.0021;1.1160;1.0028;1.1310;1.0120;0.9637;
1.5030;1.0021;1.1123;1.0028;1.1284;1.0120;0.9610;
1.5031;1.0021;1.1086;1.0028;1.1258;1.0120;0.9583;
1.5031;1.0021;1.1047;1.0028;1.1232;1.0120;0.9557;
1.5031;1.0021;1.1009;1.0028;1.1205;1.0119;0.9532;
1.5031;1.0022;1.0969;1.0028;1.1177;1.0119;0.9507;
1.5031;1.0022;1.0929;1.0028;1.1150;1.0119;0.9482;
1.5031;1.0022;1.0889;1.0028;1.1121;1.0119;0.9459;
1.5031;1.0022;1.0848;1.0028;1.1093;1.0118;0.9435;
1.5032;1.0022;1.0807;1.0028;1.1064;1.0118;0.9413;
1.5032;1.0022;1.0765;1.0028;1.1035;1.0118;0.9391;
1.5032;1.0022;1.0723;1.0028;1.1005;1.0117;0.9370;
1.5032;1.0023;1.0680;1.0028;1.0975;1.0117;0.9350;
1.5032;1.0023;1.0637;1.0028;1.0945;1.0117;0.9330;
1.5032;1.0023;1.0594;1.0028;1.0915;1.0116;0.9312;
1.5032;1.0023;1.0550;1.0028;1.0884;1.0116;0.9294;
1.5033;1.0023;1.0506;1.0028;1.0853;1.0116;0.9277;
1.5033;1.0023;1.0462;1.0028;1.0822;1.0115;0.9261;
1.5033;1.0023;1.0417;1.0027;1.0790;1.0115;0.9246;
1.5033;1.0024;1.0373;1.0027;1.0759;1.0114;0.9232;
1.5033;1.0024;1.0328;1.0027;1.0727;1.0114;0.9218;
1.5033;1.0024;1.0282;1.0027;1.0695;1.0114;0.9206;
1.5033;1.0024;1.0237;1.0027;1.0662;1.0113;0.9195;
1.5034;1.0024;1.0191;1.0027;1.0630;1.0113;0.9185;
1.5034;1.0024;1.0145;1.0027;1.0597;1.0112;0.9175;
1.5034;1.0024;1.0099;1.0027;1.0565;1.0112;0.9167;
1.5034;1.0025;1.0053;1.0026;1.0532;1.0112;0.9160;
1.5034;1.0025;1.0007;1.0026;1.0499;1.0111;0.9154;
1.5034;1.0025;0.9960;1.0026;1.0466;1.0111;0.9148;
1.5035;1.0025;0.9863;1.0026;1.0400;1.0110;0.9142;
1.5035;1.0025;0.9774;1.0026;1.0340;1.0109;0.9139;
1.5035;1.0025;0.9684;1.0025;1.0281;1.0109;0.9140;
1.5035;1.0026;0.9591;1.0025;1.0221;1.0108;0.9143;
1.5036;1.0026;0.9498;1.0025;1.0162;1.0107;0.9150;
1.5036;1.0026;0.9404;1.0024;1.0104;1.0107;0.9159;
1.5036;1.0026;0.9310;1.0024;1.0045;1.0106;0.9171;
1.5036;1.0026;0.9216;1.0024;0.9987;1.0106;0.9185;
1.5037;1.0027;0.9122;1.0024;0.9928;1.0105;0.9201;
1.5037;1.0027;0.9029;1.0023;0.9868;1.0105;0.9219;
1.5037;1.0027;0.8936;1.0023;0.9808;1.0105;0.9239;
1.5037;1.0027;0.8846;1.0023;0.9747;1.0104;0.9261;
