time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load1_P;NETWORK_Load1_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load4_P;NETWORK_Load4_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
17.8750000000;1.0002659250;6.0613120764;1.0942455882;0.0606131208;0.0109424559;0.0000000000;0.0000000000;0.0404295949;0.0051079754;0.0200053185;0.0050026596;0.0000000000;0.0000000000;0.0410203939;0.0410290062;-0.0404295951;0.0406078021;-0.0051079756;0.0059397962;-2368.3135488573;2368.3135488573;-2368.8107772203;2368.8107772203;2368.3135488573;2368.8107772203;0.9934325557;-123.7829052200;1.0002659250;-122.6463719732;
18.0000000000;1.0002657043;6.0613107252;1.0942451336;0.0606131073;0.0109424513;0.0000000000;0.0000000000;0.0404295859;0.0051079732;0.0200053141;0.0050026574;0.0000000000;0.0000000000;0.0410203937;0.0410290060;-0.0404295861;0.0406077931;-0.0051079733;0.0059397939;-2368.3135350740;2368.3135350740;-2368.8107633450;2368.8107633450;2368.3135350740;2368.8107633450;0.9934323356;123.0088278047;1.0002657043;124.1453613063;
18.1250000000;1.0002653111;6.0613083322;1.0942443305;0.0606130833;0.0109424433;0.0000000000;0.0000000000;0.0404295700;0.0051079691;0.0200053062;0.0050026535;0.0000000000;0.0000000000;0.0410203934;0.0410290056;-0.0404295701;0.0406077771;-0.0051079692;0.0059397898;-2368.3135165272;2368.3135165272;-2368.8107446337;2368.8107446337;2368.3135165272;2368.8107446337;0.9934319433;12.7550337758;1.0002653111;13.8915677342;
18.2500000000;1.0002647146;6.0613047100;1.0942431171;0.0606130471;0.0109424312;0.0000000000;0.0000000000;0.0404295457;0.0051079630;0.0200052943;0.0050026475;0.0000000000;0.0000000000;0.0410203930;0.0410290052;-0.0404295458;0.0406077528;-0.0051079631;0.0059397837;-2368.3134917531;2368.3134917531;-2368.8107196099;2368.8107196099;2368.3134917531;2368.8107196099;0.9934313483;-94.5680771373;1.0002647146;-93.4315424845;
18.3750000000;1.0002638976;6.0612997531;1.0942414581;0.0606129975;0.0109424146;0.0000000000;0.0000000000;0.0404295126;0.0051079546;0.0200052780;0.0050026393;0.0000000000;0.0000000000;0.0410203924;0.0410290046;-0.0404295126;0.0406077196;-0.0051079547;0.0059397752;-2368.3134597105;2368.3134597105;-2368.8106872248;2368.8106872248;2368.3134597105;2368.8106872248;0.9934305332;161.0159541608;1.0002638976;162.1524897654;
18.5000000000;1.0002628541;6.0612934247;1.0942393411;0.0606129342;0.0109423934;0.0000000000;0.0000000000;0.0404294702;0.0051079439;0.0200052571;0.0050026289;0.0000000000;0.0000000000;0.0410203917;0.0410290039;-0.0404294702;0.0406076772;-0.0051079440;0.0059397645;-2368.3134198394;2368.3134198394;-2368.8106469162;2368.8106469162;2368.3134198394;2368.8106469162;0.9934294921;59.4838320984;1.0002628541;60.6203689190;
18.6250000000;1.0002615870;6.0612857420;1.0942367718;0.0606128574;0.0109423677;0.0000000000;0.0000000000;0.0404294188;0.0051079309;0.0200052317;0.0050026162;0.0000000000;0.0000000000;0.0410203909;0.0410290031;-0.0404294188;0.0406076257;-0.0051079310;0.0059397515;-2368.3133720053;2368.3133720053;-2368.8105985508;2368.8105985508;2368.3133720053;2368.8105985508;0.9934282281;-39.1874971516;1.0002615870;-38.0509588543;
18.8750000000;1.0002605015;6.0612791601;1.0942345706;0.0606127916;0.0109423457;0.0000000000;0.0000000000;0.0404293747;0.0051079198;0.0200052100;0.0050026054;0.0000000000;0.0000000000;0.0410203902;0.0410290024;-0.0404293747;0.0406075816;-0.0051079198;0.0059397404;-2368.3133309710;2368.3133309710;-2368.8105570614;2368.8105570614;2368.3133309710;2368.8105570614;0.9934271452;134.7320355449;1.0002605015;135.8685751074;
19.3750000000;1.0002585606;6.0612673932;1.0942306365;0.0606126739;0.0109423064;0.0000000000;0.0000000000;0.0404292959;0.0051078999;0.0200051712;0.0050025859;0.0000000000;0.0000000000;0.0410203889;0.0410290011;-0.0404292959;0.0406075027;-0.0051078999;0.0059397204;-2368.3132584147;2368.3132584147;-2368.8104836911;2368.8104836911;2368.3132584147;2368.8104836911;0.9934252089;166.2259751633;1.0002585606;167.3625169881;
19.8750000000;1.0002492272;6.0612108087;1.0942117189;0.0606121081;0.0109421172;0.0000000000;0.0000000000;0.0404289169;0.0051078041;0.0200049845;0.0050024926;0.0000000000;0.0000000000;0.0410203829;0.0410289950;-0.0404289169;0.0406071235;-0.0051078041;0.0059396246;-2368.3129096519;2368.3129096519;-2368.8101310140;2368.8101310140;2368.3129096519;2368.8101310140;0.9934158976;-119.9633667586;1.0002492272;-118.8268140543;
20.3750000000;1.0002369602;6.0611364499;1.0941868844;0.0606113645;0.0109418688;0.0000000000;0.0000000000;0.0404284189;0.0051076783;0.0200047392;0.0050023699;0.0000000000;0.0000000000;0.0410203750;0.0410289871;-0.0404284190;0.0406066253;-0.0051076785;0.0059394989;-2368.3124568997;2368.3124568997;-2368.8096731142;2368.8096731142;2368.3124568997;2368.8096731142;0.9934036595;-5.1223674948;1.0002369602;-3.9858004902;
20.5000000000;1.0002305745;6.0610977887;1.0941739644;0.0606109779;0.0109417396;0.0000000000;0.0000000000;0.0404281596;0.0051076128;0.0200046115;0.0050023060;0.0000000000;0.0000000000;0.0410203713;0.0410289833;-0.0404281601;0.0406063662;-0.0051076131;0.0059394335;-2368.3122394403;2368.3122394403;-2368.8094529750;2368.8094529750;2368.3122394403;2368.8094529750;0.9933972889;-63.8675422501;1.0002305745;-62.7309677925;
20.6250000000;1.0002247081;6.0610621925;1.0941620481;0.0606106219;0.0109416205;0.0000000000;0.0000000000;0.0404279215;0.0051075526;0.0200044942;0.0050022473;0.0000000000;0.0000000000;0.0410203672;0.0410289792;-0.0404279217;0.0406061277;-0.0051075528;0.0059393731;-2368.3120070851;2368.3120070851;-2368.8092181618;2368.8092181618;2368.3120070851;2368.8092181618;0.9933914365;-120.0877074675;1.0002247081;-118.9511261763;
20.7500000000;1.0002195812;6.0610310944;1.0941516437;0.0606103109;0.0109415164;0.0000000000;0.0000000000;0.0404277133;0.0051075000;0.0200043916;0.0050021961;0.0000000000;0.0000000000;0.0410203638;0.0410289757;-0.0404277134;0.0406059193;-0.0051075001;0.0059393203;-2368.3118086482;2368.3118086482;-2368.8090175758;2368.8090175758;2368.3118086482;2368.8090175758;0.9933863218;-173.8023276720;1.0002195812;-172.6657404069;
20.8750000000;1.0002151677;6.0610043291;1.0941426920;0.0606100433;0.0109414269;0.0000000000;0.0000000000;0.0404275341;0.0051074547;0.0200043034;0.0050021519;0.0000000000;0.0000000000;0.0410203609;0.0410289728;-0.0404275342;0.0406057399;-0.0051074548;0.0059392750;-2368.3116402362;2368.3116402362;-2368.8088473134;2368.8088473134;2368.3116402362;2368.8088473134;0.9933819188;134.9693237320;1.0002151677;136.1059161407;
21.0000000000;1.0002113761;6.0609813377;1.0941350041;0.0606098134;0.0109413500;0.0000000000;0.0000000000;0.0404273802;0.0051074158;0.0200042275;0.0050021140;0.0000000000;0.0000000000;0.0410203584;0.0410289703;-0.0404273802;0.0406055858;-0.0051074159;0.0059392361;-2368.3114968221;2368.3114968221;-2368.8087023093;2368.8087023093;2368.3114968221;2368.8087023093;0.9933781362;86.2081554174;1.0002113761;87.3447522455;
21.1250000000;1.0002081042;6.0609614998;1.0941283715;0.0606096150;0.0109412837;0.0000000000;0.0000000000;0.0404272473;0.0051073823;0.0200041621;0.0050020813;0.0000000000;0.0000000000;0.0410203563;0.0410289681;-0.0404272473;0.0406054529;-0.0051073823;0.0059392025;-2368.3113737309;2368.3113737309;-2368.8085778460;2368.8085778460;2368.3113737309;2368.8085778460;0.9933748721;39.8952551172;1.0002081042;41.0318557592;
21.2500000000;1.0002052565;6.0609442348;1.0941225994;0.0606094423;0.0109412260;0.0000000000;0.0000000000;0.0404271317;0.0051073531;0.0200041051;0.0050020528;0.0000000000;0.0000000000;0.0410203544;0.0410289662;-0.0404271317;0.0406053372;-0.0051073531;0.0059391732;-2368.3112669380;2368.3112669380;-2368.8084698589;2368.8084698589;2368.3112669380;2368.8084698589;0.9933720312;-3.9881121163;1.0002052565;-2.8515081548;
21.5000000000;1.0002021700;6.0609255226;1.0941163447;0.0606092552;0.0109411634;0.0000000000;0.0000000000;0.0404270064;0.0051073214;0.0200040434;0.0050020219;0.0000000000;0.0000000000;0.0410203524;0.0410289642;-0.0404270064;0.0406052118;-0.0051073214;0.0059391415;-2368.3111517692;2368.3111517692;-2368.8083533954;2368.8083533954;2368.3111517692;2368.8083533954;0.9933689519;-82.1840122563;1.0002021700;-81.0474046966;
21.6250000000;1.0001997542;6.0609108757;1.0941114472;0.0606091088;0.0109411145;0.0000000000;0.0000000000;0.0404269083;0.0051072966;0.0200039951;0.0050019977;0.0000000000;0.0000000000;0.0410203509;0.0410289626;-0.0404269083;0.0406051137;-0.0051072966;0.0059391167;-2368.3110610636;2368.3110610636;-2368.8082616768;2368.8082616768;2368.3110610636;2368.8082616768;0.9933665419;-118.9074725600;1.0001997542;-117.7708621842;
21.7500000000;1.0001974777;6.0608970744;1.0941068334;0.0606089707;0.0109410683;0.0000000000;0.0000000000;0.0404268159;0.0051072733;0.0200039496;0.0050019750;0.0000000000;0.0000000000;0.0410203494;0.0410289611;-0.0404268159;0.0406050212;-0.0051072733;0.0059390934;-2368.3109759922;2368.3109759922;-2368.8081756507;2368.8081756507;2368.3109759922;2368.8081756507;0.9933642708;-153.2744619873;1.0001974777;-152.1378489576;
21.8750000000;1.0001953687;6.0608842883;1.0941025589;0.0606088429;0.0109410256;0.0000000000;0.0000000000;0.0404267303;0.0051072516;0.0200039074;0.0050019539;0.0000000000;0.0000000000;0.0410203480;0.0410289598;-0.0404267303;0.0406049355;-0.0051072516;0.0059390717;-2368.3108971853;2368.3108971853;-2368.8080959592;2368.8080959592;2368.3108971853;2368.8080959592;0.9933621667;174.6971453498;1.0001953687;175.8337608381;
22.0000000000;1.0001934074;6.0608723979;1.0940985839;0.0606087240;0.0109409858;0.0000000000;0.0000000000;0.0404266506;0.0051072315;0.0200038681;0.0050019343;0.0000000000;0.0000000000;0.0410203468;0.0410289585;-0.0404266506;0.0406048558;-0.0051072315;0.0059390516;-2368.3108239018;2368.3108239018;-2368.8080218532;2368.8080218532;2368.3108239018;2368.8080218532;0.9933602101;144.9896438996;1.0001934074;146.1262616743;
22.1250000000;1.0001915643;6.0608612243;1.0940948486;0.0606086122;0.0109409485;0.0000000000;0.0000000000;0.0404265758;0.0051072126;0.0200038313;0.0050019158;0.0000000000;0.0000000000;0.0410203456;0.0410289573;-0.0404265758;0.0406047810;-0.0051072126;0.0059390327;-2368.3107550372;2368.3107550372;-2368.8079522155;2368.8079522155;2368.3107550372;2368.8079522155;0.9933583714;117.5854932113;1.0001915643;118.7221131347;
22.2500000000;1.0001898113;6.0608505963;1.0940912956;0.0606085060;0.0109409130;0.0000000000;0.0000000000;0.0404265046;0.0051071946;0.0200037962;0.0050018983;0.0000000000;0.0000000000;0.0410203444;0.0410289561;-0.0404265046;0.0406047097;-0.0051071946;0.0059390147;-2368.3106895352;2368.3106895352;-2368.8078859783;2368.8078859783;2368.3106895352;2368.8078859783;0.9933566225;92.4673157550;1.0001898113;93.6039377221;
22.5000000000;1.0001878294;6.0608388259;1.0940874942;0.0606083883;0.0109408749;0.0000000000;0.0000000000;0.0404264241;0.0051071743;0.0200037566;0.0050018785;0.0000000000;0.0000000000;0.0410203450;0.0410289567;-0.0404264258;0.0406046309;-0.0051071757;0.0059389958;-2368.3107211606;2368.3107211606;-2368.8079167534;2368.8079167534;2368.3107211606;2368.8079167534;0.9933546445;51.2382034284;1.0001878294;52.3748277455;
22.6250000000;1.0001858864;6.0608268014;1.0940833409;0.0606082680;0.0109408334;0.0000000000;0.0000000000;0.0404263453;0.0051071544;0.0200037177;0.0050018590;0.0000000000;0.0000000000;0.0410203419;0.0410289536;-0.0404263453;0.0406045503;-0.0051071544;0.0059389744;-2368.3105428840;2368.3105428840;-2368.8077376810;2368.8077376810;2368.3105428840;2368.8077376810;0.9933527069;32.8585522384;1.0001858864;33.9951787811;
22.8750000000;1.0001833894;6.0608116640;1.0940782819;0.0606081166;0.0109407828;0.0000000000;0.0000000000;0.0404262439;0.0051071287;0.0200036678;0.0050018341;0.0000000000;0.0000000000;0.0410203403;0.0410289519;-0.0404262439;0.0406044488;-0.0051071288;0.0059389488;-2368.3104499355;2368.3104499355;-2368.8076436851;2368.8076436851;2368.3104499355;2368.8076436851;0.9933502159;4.9060393815;1.0001833894;6.0426688353;
23.1250000000;1.0001805058;6.0607941818;1.0940724333;0.0606079418;0.0109407243;0.0000000000;0.0000000000;0.0404261268;0.0051070992;0.0200036101;0.0050018052;0.0000000000;0.0000000000;0.0410203384;0.0410289500;-0.0404261268;0.0406043317;-0.0051070991;0.0059389191;-2368.3103417829;2368.3103417829;-2368.8075343236;2368.8075343236;2368.3103417829;2368.8075343236;0.9933473392;-14.3701606621;1.0001805058;-13.2335278465;
23.6250000000;1.0001768140;6.0607718056;1.0940649646;0.0606077181;0.0109406496;0.0000000000;0.0000000000;0.0404259769;0.0051070613;0.0200035363;0.0050017683;0.0000000000;0.0000000000;0.0410203361;0.0410289477;-0.0404259770;0.0406041818;-0.0051070614;0.0059388813;-2368.3102068030;2368.3102068030;-2368.8073977939;2368.8073977939;2368.3102068030;2368.8073977939;0.9933436560;-19.2259851721;1.0001768140;-18.0893480518;
24.1250000000;1.0001704479;6.0607332054;1.0940520525;0.0606073321;0.0109405205;0.0000000000;0.0000000000;0.0404257185;0.0051069960;0.0200034090;0.0050017046;0.0000000000;0.0000000000;0.0410203319;0.0410289435;-0.0404257185;0.0406039231;-0.0051069960;0.0059388159;-2368.3099662916;2368.3099662916;-2368.8071546136;2368.8071546136;2368.3099662916;2368.8071546136;0.9933373051;8.6419660442;1.0001704479;9.7786105855;
24.6250000000;1.0001632041;6.0606892892;1.0940373709;0.0606068929;0.0109403737;0.0000000000;0.0000000000;0.0404254244;0.0051069217;0.0200032641;0.0050016322;0.0000000000;0.0000000000;0.0410203272;0.0410289387;-0.0404254244;0.0406036288;-0.0051069217;0.0059387415;-2368.3096955914;2368.3096955914;-2368.8068808753;2368.8068808753;2368.3096955914;2368.8068808753;0.9933300784;68.2947913264;1.0001632041;69.4314443130;
25.1250000000;1.0001562048;6.0606475532;1.0940218470;0.0606064755;0.0109402185;0.0000000000;0.0000000000;0.0404251404;0.0051068499;0.0200031241;0.0050015622;0.0000000000;0.0000000000;0.0410203261;0.0410289375;-0.0404251449;0.0406033492;-0.0051068409;0.0059386608;-2368.3096299019;2368.3096299019;-2368.8068124022;2368.8068124022;2368.3096299019;2368.8068124022;0.9933230998;158.8257321873;1.0001562048;159.9623935170;
25.3750000000;1.0001508643;6.0606145681;1.0940116240;0.0606061457;0.0109401162;0.0000000000;0.0000000000;0.0404249235;0.0051067951;0.0200030173;0.0050015088;0.0000000000;0.0000000000;0.0410203191;0.0410289305;-0.0404249240;0.0406031281;-0.0051067902;0.0059386099;-2368.3092293571;2368.3092293571;-2368.8064095451;2368.8064095451;2368.3092293571;2368.8064095451;0.9933177704;-148.3003945766;1.0001508643;-147.1637271594;
25.8750000000;1.0001457145;6.0605832568;1.0940019255;0.0606058326;0.0109400193;0.0000000000;0.0000000000;0.0404247143;0.0051067423;0.0200029143;0.0050014573;0.0000000000;0.0000000000;0.0410203159;0.0410289273;-0.0404247143;0.0406029183;-0.0051067423;0.0059385620;-2368.3090419183;2368.3090419183;-2368.8062198670;2368.8062198670;2368.3090419183;2368.8062198670;0.9933126303;-12.9803132311;1.0001457145;-11.8436398539;
26.1250000000;1.0001415710;6.0605581533;1.0939935033;0.0606055815;0.0109399350;0.0000000000;0.0000000000;0.0404245461;0.0051066998;0.0200028314;0.0050014158;0.0000000000;0.0000000000;0.0410203133;0.0410289246;-0.0404245462;0.0406027501;-0.0051066996;0.0059385193;-2368.3088920780;2368.3088920780;-2368.8060682917;2368.8060682917;2368.3088920780;2368.8060682917;0.9933084967;61.9672006657;1.0001415710;63.1038788779;
26.3750000000;1.0001381543;6.0605374230;1.0939866038;0.0606053742;0.0109398660;0.0000000000;0.0000000000;0.0404244073;0.0051066647;0.0200027631;0.0050013816;0.0000000000;0.0000000000;0.0410203110;0.0410289223;-0.0404244073;0.0406026111;-0.0051066647;0.0059384844;-2368.3087594559;2368.3087594559;-2368.8059342338;2368.8059342338;2368.3087594559;2368.8059342338;0.9933050880;144.0983654206;1.0001381543;145.2350476124;
26.6250000000;1.0001353288;6.0605202935;1.0939808777;0.0606052029;0.0109398088;0.0000000000;0.0000000000;0.0404242926;0.0051066357;0.0200027066;0.0050013534;0.0000000000;0.0000000000;0.0410203092;0.0410289205;-0.0404242926;0.0406024964;-0.0051066357;0.0059384554;-2368.3086538912;2368.3086538912;-2368.8058274840;2368.8058274840;2368.3086538912;2368.8058274840;0.9933022693;-126.6889487969;1.0001353288;-125.5522633109;
26.8750000000;1.0001330562;6.0605074130;1.0939753424;0.0606050741;0.0109397534;0.0000000000;0.0000000000;0.0404242005;0.0051066124;0.0200026611;0.0050013307;0.0000000000;0.0000000000;0.0410203128;0.0410289241;-0.0404242064;0.0406024101;-0.0051066061;0.0059384260;-2368.3088633244;2368.3088633244;-2368.8060360754;2368.8060360754;2368.3088633244;2368.8060360754;0.9933000045;-30.4951816081;1.0001330562;-29.3584932657;
27.1250000000;1.0001307121;6.0604923612;1.0939715768;0.0606049236;0.0109397158;0.0000000000;0.0000000000;0.0404241052;0.0051065884;0.0200026142;0.0050013072;0.0000000000;0.0000000000;0.0410203066;0.0410289179;-0.0404241056;0.0406023092;-0.0051065887;0.0059384084;-2368.3085062232;2368.3085062232;-2368.8056778746;2368.8056778746;2368.3085062232;2368.8056778746;0.9932976633;72.5809478519;1.0001307121;73.7176387297;
27.3750000000;1.0001286832;6.0604801490;1.0939670449;0.0606048015;0.0109396704;0.0000000000;0.0000000000;0.0404240229;0.0051065676;0.0200025737;0.0050012869;0.0000000000;0.0000000000;0.0410203055;0.0410289167;-0.0404240238;0.0406022274;-0.0051065651;0.0059383848;-2368.3084420725;2368.3084420725;-2368.8056129184;2368.8056129184;2368.3084420725;2368.8056129184;0.9932956405;-177.5576866838;1.0001286832;-176.4209934082;
27.5000000000;1.0001272462;6.0604712918;1.0939644963;0.0606047129;0.0109396450;0.0000000000;0.0000000000;0.0404239645;0.0051065528;0.0200025449;0.0050012725;0.0000000000;0.0000000000;0.0410203039;0.0410289152;-0.0404239645;0.0406021680;-0.0051065528;0.0059383724;-2368.3083519039;2368.3083519039;-2368.8055221068;2368.8055221068;2368.3083519039;2368.8055221068;0.9932942057;-120.9427167890;1.0001272462;-119.8060218790;
27.6250000000;1.0001259391;6.0604633675;1.0939618475;0.0606046337;0.0109396185;0.0000000000;0.0000000000;0.0404239114;0.0051065394;0.0200025188;0.0050012595;0.0000000000;0.0000000000;0.0410203031;0.0410289143;-0.0404239114;0.0406021149;-0.0051065394;0.0059383590;-2368.3083030823;2368.3083030823;-2368.8054727369;2368.8054727369;2368.3083030823;2368.8054727369;0.9932929017;-62.6553814983;1.0001259391;-61.5186850644;
27.7500000000;1.0001247466;6.0604561381;1.0939594310;0.0606045614;0.0109395943;0.0000000000;0.0000000000;0.0404238630;0.0051065272;0.0200024949;0.0050012475;0.0000000000;0.0000000000;0.0410203023;0.0410289135;-0.0404238630;0.0406020664;-0.0051065272;0.0059383468;-2368.3082585366;2368.3082585366;-2368.8054276912;2368.8054276912;2368.3082585366;2368.8054276912;0.9932917121;-2.7075103074;1.0001247466;-1.5708124831;
27.8750000000;1.0001236505;6.0604494930;1.0939572099;0.0606044949;0.0109395721;0.0000000000;0.0000000000;0.0404238185;0.0051065159;0.0200024730;0.0050012366;0.0000000000;0.0000000000;0.0410203016;0.0410289128;-0.0404238185;0.0406020219;-0.0051065159;0.0059383355;-2368.3082175858;2368.3082175858;-2368.8053862806;2368.8053862806;2368.3082175858;2368.8053862806;0.9932906186;58.8891652336;1.0001236505;60.0258643358;
28.0000000000;1.0001226301;6.0604433064;1.0939551420;0.0606044331;0.0109395514;0.0000000000;0.0000000000;0.0404237771;0.0051065055;0.0200024526;0.0050012264;0.0000000000;0.0000000000;0.0410203009;0.0410289122;-0.0404237771;0.0406019805;-0.0051065055;0.0059383250;-2368.3081794562;2368.3081794562;-2368.8053477230;2368.8053477230;2368.3081794562;2368.8053477230;0.9932896006;122.1230103228;1.0001226301;123.2597106148;
28.1250000000;1.0001216664;6.0604374644;1.0939531893;0.0606043746;0.0109395319;0.0000000000;0.0000000000;0.0404237379;0.0051064956;0.0200024333;0.0050012167;0.0000000000;0.0000000000;0.0410203003;0.0410289115;-0.0404237379;0.0406019413;-0.0051064956;0.0059383152;-2368.3081434477;2368.3081434477;-2368.8053113103;2368.8053113103;2368.3081434477;2368.8053113103;0.9932886392;-173.0175140136;1.0001216664;-171.8808125981;
28.2500000000;1.0001207439;6.0604318716;1.0939513198;0.0606043187;0.0109395132;0.0000000000;0.0000000000;0.0404237005;0.0051064861;0.0200024149;0.0050012075;0.0000000000;0.0000000000;0.0410202997;0.0410289109;-0.0404237005;0.0406019038;-0.0051064861;0.0059383057;-2368.3081089751;2368.3081089751;-2368.8052764508;2368.8052764508;2368.3081089751;2368.8052764508;0.9932877189;-106.5438518056;1.0001207439;-105.4071493144;
28.3750000000;1.0001198500;6.0604264519;1.0939495082;0.0606042645;0.0109394951;0.0000000000;0.0000000000;0.0404236642;0.0051064770;0.0200023970;0.0050011986;0.0000000000;0.0000000000;0.0410202991;0.0410289103;-0.0404236642;0.0406018675;-0.0051064770;0.0059382965;-2368.3080755693;2368.3080755693;-2368.8052426701;2368.8052426701;2368.3080755693;2368.8052426701;0.9932868271;-38.4673530299;1.0001198500;-37.3306494964;
28.5000000000;1.0001189747;6.0604211457;1.0939477345;0.0606042115;0.0109394773;0.0000000000;0.0000000000;0.0404236286;0.0051064680;0.0200023795;0.0050011898;0.0000000000;0.0000000000;0.0410202986;0.0410289098;-0.0404236286;0.0406018320;-0.0051064680;0.0059382875;-2368.3080428653;2368.3080428653;-2368.8052095990;2368.8052095990;2368.3080428653;2368.8052095990;0.9932859539;31.2007254859;1.0001189747;32.3374300399;
28.6250000000;1.0001181109;6.0604159084;1.0939459838;0.0606041591;0.0109394598;0.0000000000;0.0000000000;0.0404235936;0.0051064591;0.0200023622;0.0050011812;0.0000000000;0.0000000000;0.0410202980;0.0410289092;-0.0404235936;0.0406017969;-0.0051064591;0.0059382787;-2368.3080105866;2368.3080105866;-2368.8051769580;2368.8051769580;2368.3080105866;2368.8051769580;0.9932850921;102.4492191530;1.0001181109;103.5859247142;
28.7500000000;1.0001178295;6.0604185626;1.0939474769;0.0606041856;0.0109394748;0.0000000000;0.0000000000;0.0404235818;0.0051064561;0.0200023566;0.0050011784;0.0000000000;0.0000000000;0.0410203286;0.0410289398;-0.0404236110;0.0406018145;-0.0051064687;0.0059382895;-2368.3097762593;2368.3097762593;-2368.8069423704;2368.8069423704;2368.3097762593;2368.8069423704;0.9932848019;175.2671117115;1.0001178295;176.4038183715;
28.8750000000;1.0001166959;6.0604096506;1.0939442247;0.0606040965;0.0109394422;0.0000000000;0.0000000000;0.0404235359;0.0051064446;0.0200023339;0.0050011670;0.0000000000;0.0000000000;0.0410203135;0.0410289247;-0.0404235515;0.0406017549;-0.0051064513;0.0059382715;-2368.3089039146;2368.3089039146;-2368.8060696158;2368.8060696158;2368.3089039146;2368.8060696158;0.9932836754;-110.3566694652;1.0001166959;-109.2199618442;
29.0000000000;1.0001157164;6.0604024680;1.0939416521;0.0606040247;0.0109394165;0.0000000000;0.0000000000;0.0404234963;0.0051064345;0.0200023143;0.0050011572;0.0000000000;0.0000000000;0.0410203041;0.0410289152;-0.0404235035;0.0406017068;-0.0051064377;0.0059382575;-2368.3083604873;2368.3083604873;-2368.8055258182;2368.8055258182;2368.3083604873;2368.8055258182;0.9932827009;-34.4329819813;1.0001157164;-33.2962734382;
29.1250000000;1.0001148017;6.0603962516;1.0939394769;0.0606039625;0.0109393948;0.0000000000;0.0000000000;0.0404234592;0.0051064252;0.0200022960;0.0050011481;0.0000000000;0.0000000000;0.0410202987;0.0410289099;-0.0404234619;0.0406016651;-0.0051064264;0.0059382460;-2368.3080524684;2368.3080524684;-2368.8052174379;2368.8052174379;2368.3080524684;2368.8052174379;0.9932817899;43.0273698865;1.0001148017;44.1640793775;
29.2500000000;1.0001139132;6.0603905664;1.0939375304;0.0606039057;0.0109393753;0.0000000000;0.0000000000;0.0404234231;0.0051064161;0.0200022783;0.0050011392;0.0000000000;0.0000000000;0.0410202961;0.0410289072;-0.0404234239;0.0406016270;-0.0051064164;0.0059382359;-2368.3078973784;2368.3078973784;-2368.8050619854;2368.8050619854;2368.3078973784;2368.8050619854;0.9932809041;122.0136680422;1.0001139132;123.1503785165;
29.5000000000;1.0001126520;6.0603828136;1.0939349209;0.0606038281;0.0109393492;0.0000000000;0.0000000000;0.0404233719;0.0051064031;0.0200022530;0.0050011266;0.0000000000;0.0000000000;0.0410202945;0.0410289056;-0.0404233719;0.0406015751;-0.0051064031;0.0059382226;-2368.3078066352;2368.3078066352;-2368.8049707170;2368.8049707170;2368.3078066352;2368.8049707170;0.9932796462;-73.9943875980;1.0001126520;-72.8576756719;
30.0000000000;1.0001106064;6.0603704120;1.0939307754;0.0606037041;0.0109393078;0.0000000000;0.0000000000;0.0404232889;0.0051063821;0.0200022121;0.0050011061;0.0100011061;0.0050011061;0.0410202932;0.0410289043;-0.0404232889;0.0406014920;-0.0051063821;0.0059382016;-2368.3077302088;2368.3077302088;-2368.8048934327;2368.8048934327;2368.3077302088;2368.8048934327;0.9932776054;-82.5880943983;1.0001106064;-81.4513800871;
30.0000000000;0.9869616602;6.9676159058;1.5545057886;0.0696761591;0.0155450579;0.0000000000;0.0000000000;0.0398894351;0.0049723970;0.0197392332;0.0048704666;0.0098696166;0.0048704666;0.0410118395;0.0410203549;-0.0398894352;0.0400673092;-0.0049723970;0.0058041247;-2367.8196598613;2367.8196598613;-2368.3112938636;2368.3112938636;2367.8196598613;2368.3112938636;0.9801597963;-83.7774212438;0.9869616602;-82.6251712022;
30.5000000000;0.9932972616;7.0123647942;1.5734942691;0.0701236479;0.0157349427;0.0000000000;0.0000000000;0.0401466635;0.0050367331;0.0198659452;0.0049331972;0.0099329726;0.0049331972;0.0410159218;0.0410244834;-0.0401466832;0.0403247155;-0.0050367574;0.0058685300;-2368.0553514065;2368.0553514065;-2368.5496528066;2368.5496528066;2368.0553514065;2368.5496528066;0.9864803895;-92.2916247164;0.9932972616;-91.1469112309;
