time;WT4B_WT_measurements_PGenNomPu;WT4B_WT_measurements_QGenNomPu;WT4B_WT_measurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
20.971597;0.495615;-0.209507;1.018327;-1.002548;-0.178573;0.443075;0.287895;
20.972222;0.495615;-0.209508;1.018327;-1.002896;-0.176604;0.443640;0.287025;
20.973473;0.495615;-0.209508;1.018327;-1.003582;-0.172663;0.444765;0.285280;
20.974098;0.495615;-0.209508;1.018327;-1.003919;-0.170691;0.445324;0.284406;
20.975349;0.495615;-0.209508;1.018327;-1.004582;-0.166746;0.446438;0.282655;
20.975974;0.495615;-0.209508;1.018327;-1.004908;-0.164772;0.446993;0.281777;
20.977224;0.495616;-0.209509;1.018327;-1.005547;-0.160823;0.448096;0.280019;
20.977850;0.495616;-0.209509;1.018327;-1.005861;-0.158847;0.448646;0.279139;
20.979100;0.495616;-0.209509;1.018327;-1.006477;-0.154894;0.449739;0.277375;
20.981601;0.495616;-0.209510;1.018326;-1.007663;-0.146982;0.451905;0.273833;
20.982852;0.495617;-0.209511;1.018326;-1.008233;-0.143022;0.452977;0.272057;
20.985353;0.495617;-0.209512;1.018326;-1.009325;-0.135096;0.455101;0.268490;
20.986603;0.495617;-0.209512;1.018326;-1.009848;-0.131129;0.456153;0.266701;
20.989104;0.495617;-0.209513;1.018325;-1.010846;-0.123191;0.458235;0.263110;
20.990355;0.495618;-0.209514;1.018325;-1.011322;-0.119219;0.459265;0.261308;
20.992856;0.495618;-0.209515;1.018325;-1.012228;-0.111269;0.461304;0.257692;
20.994106;0.495618;-0.209515;1.018325;-1.012657;-0.107291;0.462313;0.255879;
20.996608;0.495619;-0.209516;1.018325;-1.013468;-0.099332;0.464310;0.252239;
20.997858;0.495619;-0.209516;1.018325;-1.013851;-0.095349;0.465297;0.250413;
20.999996;0.495616;-0.209515;1.018324;-1.014464;-0.088538;0.466967;0.247283;
20.999996;0.495598;-0.209503;1.018363;-1.014472;-0.088546;0.466946;0.247271;
21.000442;0.495862;-0.209108;1.018469;-1.014577;-0.088598;0.467177;0.246900;
21.000442;0.495885;-0.209114;1.018440;-1.014574;-0.088604;0.467199;0.246912;
21.004442;0.498120;-0.205782;1.019356;-1.015459;-0.089048;0.469158;0.243791;
21.004492;0.498133;-0.205773;1.019358;-1.015461;-0.089051;0.469169;0.243784;
21.004492;0.498133;-0.205773;1.019358;-1.015461;-0.089051;0.469170;0.243784;
21.005091;0.498339;-0.205559;1.019417;-1.015516;-0.089097;0.469353;0.243597;
21.005091;0.498339;-0.205559;1.019417;-1.015516;-0.089097;0.469353;0.243597;
21.009086;0.499632;-0.204300;1.019757;-1.015832;-0.089388;0.470505;0.242518;
21.015549;0.500532;-0.204473;1.019693;-1.015747;-0.089623;0.471342;0.242891;
21.015549;0.500531;-0.204473;1.019694;-1.015747;-0.089622;0.471340;0.242891;
21.019534;0.500955;-0.204752;1.019607;-1.015650;-0.089739;0.471741;0.243279;
21.027503;0.501357;-0.205475;1.019394;-1.015425;-0.089863;0.472136;0.244137;
21.043441;0.501671;-0.206161;1.019192;-1.015214;-0.089964;0.472447;0.244938;
21.075316;0.501838;-0.206725;1.019028;-1.015044;-0.090024;0.472621;0.245578;
21.139067;0.501890;-0.207522;1.018799;-1.014810;-0.090061;0.472695;0.246444;
21.266570;0.501915;-0.208594;1.018491;-1.014498;-0.090100;0.472752;0.247600;
21.521575;0.501919;-0.209615;1.018198;-1.014201;-0.090132;0.472790;0.248697;
22.031584;0.501889;-0.210137;1.018049;-1.014050;-0.090140;0.472779;0.249251;
22.541594;0.501853;-0.210208;1.018029;-1.014031;-0.090133;0.472747;0.249320;
23.561613;0.501778;-0.210107;1.018059;-1.014063;-0.090111;0.472675;0.249196;
25.000000;0.501677;-0.210037;1.018081;-1.014087;-0.090083;0.472580;0.249099;
