time;IECWT4A_control_iECWT4AMeasures_PGenPu;IECWT4A_control_iECWT4AMeasures_QGenPu;IECWT4A_control_iECWT4AMeasures_uWTCPu;IECWT4A_control_iECWT4APControl_ipCmdPu;IECWT4A_control_theta;
2.154078;0.631829;-0.218996;1.012237;0.611681;0.126130;
2.155275;0.630257;-0.219013;1.012273;0.610257;0.125680;
2.156472;0.628703;-0.219031;1.012308;0.608851;0.125236;
2.157669;0.627168;-0.219048;1.012343;0.607461;0.124798;
2.158866;0.625652;-0.219064;1.012377;0.606088;0.124365;
2.161260;0.622673;-0.219097;1.012443;0.603391;0.123514;
2.163414;0.620052;-0.219125;1.012501;0.601020;0.122766;
2.165569;0.617488;-0.219153;1.012557;0.598699;0.122034;
2.167723;0.614978;-0.219179;1.012611;0.596429;0.121318;
2.169877;0.612523;-0.219205;1.012664;0.594207;0.120618;
2.172032;0.610119;-0.219230;1.012716;0.592034;0.119933;
2.174186;0.607768;-0.219255;1.012766;0.589907;0.119263;
2.176341;0.605466;-0.219278;1.012814;0.587826;0.118607;
2.178495;0.603214;-0.219301;1.012861;0.585791;0.117966;
2.180650;0.601010;-0.219323;1.012907;0.583798;0.117339;
2.182804;0.598853;-0.219345;1.012951;0.581849;0.116725;
2.184958;0.596743;-0.219366;1.012995;0.579942;0.116125;
2.187113;0.594677;-0.219386;1.013037;0.578076;0.115537;
2.189267;0.592656;-0.219406;1.013078;0.576250;0.114962;
2.191422;0.590678;-0.219426;1.013117;0.574463;0.114400;
2.193576;0.588742;-0.219444;1.013156;0.572715;0.113850;
2.195731;0.586848;-0.219462;1.013193;0.571004;0.113312;
2.197885;0.584994;-0.219480;1.013230;0.569330;0.112785;
2.200039;0.583180;-0.219497;1.013265;0.567692;0.112270;
2.202194;0.581404;-0.219514;1.013300;0.566089;0.111766;
2.204348;0.579667;-0.219530;1.013334;0.564521;0.111273;
2.206503;0.577967;-0.219546;1.013366;0.562986;0.110791;
2.208657;0.576303;-0.219561;1.013398;0.561484;0.110319;
2.210812;0.574674;-0.219576;1.013429;0.560015;0.109857;
2.212966;0.573080;-0.219591;1.013459;0.558577;0.109405;
2.215120;0.571521;-0.219605;1.013488;0.557170;0.108963;
2.217275;0.569995;-0.219618;1.013517;0.555793;0.108531;
2.219429;0.568501;-0.219632;1.013545;0.554446;0.108107;
2.221584;0.567039;-0.219645;1.013572;0.553127;0.107693;
2.223738;0.565609;-0.219657;1.013598;0.551837;0.107288;
2.225893;0.564209;-0.219669;1.013624;0.550574;0.106891;
2.228047;0.562839;-0.219681;1.013649;0.549339;0.106504;
2.230201;0.561498;-0.219693;1.013673;0.548130;0.106124;
2.232356;0.560186;-0.219704;1.013697;0.546947;0.105753;
2.234510;0.558902;-0.219715;1.013720;0.545789;0.105389;
2.236665;0.557645;-0.219726;1.013742;0.544656;0.105034;
2.238819;0.556415;-0.219737;1.013764;0.543548;0.104686;
2.240974;0.555212;-0.219747;1.013785;0.542463;0.104345;
2.243128;0.554034;-0.219757;1.013806;0.541401;0.104012;
2.245282;0.552881;-0.219766;1.013826;0.540362;0.103686;
2.247437;0.551753;-0.219776;1.013846;0.539346;0.103367;
2.249591;0.550649;-0.219785;1.013865;0.538351;0.103055;
2.251746;0.549568;-0.219794;1.013884;0.537377;0.102749;
2.253900;0.548511;-0.219802;1.013902;0.536424;0.102451;
2.256055;0.547476;-0.219811;1.013920;0.535492;0.102158;
2.258209;0.546463;-0.219819;1.013937;0.534580;0.101872;
2.260363;0.545472;-0.219827;1.013954;0.533687;0.101592;
2.262518;0.544502;-0.219835;1.013971;0.532813;0.101318;
2.264672;0.543553;-0.219842;1.013987;0.531958;0.101050;
2.266827;0.542624;-0.219850;1.014003;0.531121;0.100787;
2.268981;0.541715;-0.219857;1.014018;0.530302;0.100531;
2.271136;0.540825;-0.219864;1.014033;0.529501;0.100279;
2.273290;0.539954;-0.219871;1.014047;0.528717;0.100034;
2.275444;0.539102;-0.219878;1.014061;0.527949;0.099793;
2.277599;0.538268;-0.219884;1.014075;0.527198;0.099558;
2.279753;0.537452;-0.219891;1.014089;0.526463;0.099327;
2.281908;0.536653;-0.219897;1.014102;0.525744;0.099102;
2.284062;0.535871;-0.219903;1.014115;0.525040;0.098881;
2.286217;0.535106;-0.219909;1.014127;0.524352;0.098665;
2.288371;0.534357;-0.219915;1.014140;0.523678;0.098454;
2.290525;0.533625;-0.219920;1.014151;0.523018;0.098247;
2.292680;0.532907;-0.219926;1.014163;0.522372;0.098045;
2.294834;0.532206;-0.219931;1.014174;0.521741;0.097847;
2.296989;0.531519;-0.219936;1.014186;0.521122;0.097653;
2.299143;0.530847;-0.219941;1.014196;0.520517;0.097464;
2.301298;0.530189;-0.219946;1.014207;0.519925;0.097278;
2.303452;0.529545;-0.219951;1.014217;0.519346;0.097097;
2.305606;0.528915;-0.219956;1.014227;0.518779;0.096919;
2.307761;0.528298;-0.219960;1.014237;0.518224;0.096745;
2.309915;0.527695;-0.219965;1.014247;0.517681;0.096575;
2.312070;0.527104;-0.219969;1.014256;0.517149;0.096409;
2.314224;0.526526;-0.219974;1.014265;0.516629;0.096246;
2.316379;0.525960;-0.219978;1.014274;0.516120;0.096086;
2.318533;0.525407;-0.219982;1.014283;0.515622;0.095930;
2.320688;0.524865;-0.219986;1.014291;0.515134;0.095778;
2.322842;0.524335;-0.219990;1.014300;0.514657;0.095628;
2.324996;0.523816;-0.219994;1.014308;0.514190;0.095482;
2.327151;0.523308;-0.219997;1.014316;0.513733;0.095339;
2.329305;0.522811;-0.220001;1.014323;0.513286;0.095199;
2.331460;0.522325;-0.220004;1.014331;0.512848;0.095062;
2.333614;0.521848;-0.220008;1.014338;0.512420;0.094928;
2.335769;0.521383;-0.220011;1.014346;0.512001;0.094796;
2.337923;0.520927;-0.220015;1.014353;0.511591;0.094668;
2.340077;0.520480;-0.220018;1.014360;0.511189;0.094542;
2.344386;0.519616;-0.220024;1.014373;0.510412;0.094299;
2.348264;0.518869;-0.220029;1.014384;0.509740;0.094088;
2.352142;0.518151;-0.220034;1.014395;0.509094;0.093886;
2.356020;0.517460;-0.220039;1.014406;0.508473;0.093692;
2.359898;0.516796;-0.220044;1.014416;0.507875;0.093504;
2.363776;0.516156;-0.220049;1.014426;0.507300;0.093324;
2.367654;0.515541;-0.220053;1.014435;0.506747;0.093151;
2.371532;0.514950;-0.220057;1.014444;0.506215;0.092985;
2.375410;0.514381;-0.220061;1.014452;0.505703;0.092825;
2.379288;0.513833;-0.220065;1.014461;0.505211;0.092670;
2.383166;0.513307;-0.220068;1.014468;0.504737;0.092522;
2.387044;0.512800;-0.220072;1.014476;0.504282;0.092380;
2.390922;0.512313;-0.220075;1.014483;0.503844;0.092243;
2.394800;0.511844;-0.220079;1.014490;0.503422;0.092111;
2.398678;0.511394;-0.220082;1.014497;0.503017;0.091984;
2.402556;0.510960;-0.220085;1.014503;0.502627;0.091862;
2.406434;0.510543;-0.220087;1.014509;0.502252;0.091744;
2.410312;0.510141;-0.220090;1.014515;0.501891;0.091632;
2.414190;0.509755;-0.220093;1.014521;0.501544;0.091523;
2.418068;0.509384;-0.220095;1.014527;0.501210;0.091419;
2.421946;0.509027;-0.220098;1.014532;0.500889;0.091318;
2.425824;0.508683;-0.220100;1.014537;0.500580;0.091221;
2.429702;0.508353;-0.220102;1.014542;0.500283;0.091128;
2.433580;0.508035;-0.220104;1.014546;0.499997;0.091039;
2.437458;0.507729;-0.220107;1.014551;0.499722;0.090953;
2.441336;0.507435;-0.220109;1.014555;0.499458;0.090870;
2.445214;0.507152;-0.220110;1.014559;0.499203;0.090791;
2.449092;0.506880;-0.220112;1.014563;0.498959;0.090714;
2.452970;0.506618;-0.220114;1.014567;0.498723;0.090640;
2.456847;0.506366;-0.220116;1.014571;0.498497;0.090570;
2.460725;0.506124;-0.220117;1.014574;0.498279;0.090501;
2.464603;0.505891;-0.220119;1.014577;0.498070;0.090436;
2.468481;0.505667;-0.220120;1.014581;0.497868;0.090373;
2.472359;0.505451;-0.220122;1.014584;0.497674;0.090312;
2.476237;0.505243;-0.220123;1.014587;0.497488;0.090254;
2.480115;0.505044;-0.220125;1.014590;0.497308;0.090198;
2.483993;0.504852;-0.220126;1.014592;0.497136;0.090144;
2.487871;0.504667;-0.220127;1.014595;0.496970;0.090092;
2.491749;0.504489;-0.220128;1.014598;0.496810;0.090042;
2.495627;0.504319;-0.220129;1.014600;0.496656;0.089994;
2.499505;0.504154;-0.220130;1.014602;0.496509;0.089948;
2.503383;0.503996;-0.220131;1.014605;0.496367;0.089903;
2.507261;0.503844;-0.220132;1.014607;0.496230;0.089860;
2.511139;0.503698;-0.220133;1.014609;0.496098;0.089819;
2.515017;0.503557;-0.220134;1.014611;0.495972;0.089780;
2.518895;0.503422;-0.220135;1.014613;0.495850;0.089742;
2.526651;0.503166;-0.220137;1.014617;0.495620;0.089670;
2.533631;0.502952;-0.220138;1.014620;0.495428;0.089610;
2.540612;0.502753;-0.220140;1.014623;0.495249;0.089553;
2.547592;0.502567;-0.220141;1.014625;0.495082;0.089501;
2.554572;0.502393;-0.220142;1.014628;0.494926;0.089453;
2.561553;0.502232;-0.220143;1.014630;0.494781;0.089407;
2.568533;0.502081;-0.220144;1.014632;0.494645;0.089365;
2.575513;0.501940;-0.220145;1.014634;0.494519;0.089325;
2.582494;0.501809;-0.220146;1.014636;0.494401;0.089288;
2.589474;0.501687;-0.220147;1.014638;0.494291;0.089254;
2.596455;0.501573;-0.220147;1.014639;0.494189;0.089222;
2.603435;0.501467;-0.220148;1.014641;0.494094;0.089192;
2.610415;0.501368;-0.220149;1.014642;0.494005;0.089164;
2.617396;0.501276;-0.220149;1.014643;0.493921;0.089138;
2.624376;0.501189;-0.220150;1.014645;0.493844;0.089114;
2.631356;0.501109;-0.220150;1.014646;0.493772;0.089091;
2.638337;0.501034;-0.220151;1.014647;0.493705;0.089070;
2.645317;0.500964;-0.220151;1.014648;0.493642;0.089051;
2.652297;0.500899;-0.220152;1.014649;0.493583;0.089032;
2.659278;0.500838;-0.220152;1.014650;0.493529;0.089015;
2.666258;0.500782;-0.220153;1.014650;0.493478;0.088999;
2.673238;0.500729;-0.220153;1.014651;0.493430;0.088985;
2.680219;0.500680;-0.220153;1.014652;0.493386;0.088971;
2.687199;0.500634;-0.220153;1.014653;0.493345;0.088958;
2.694180;0.500591;-0.220154;1.014653;0.493306;0.088946;
2.701160;0.500551;-0.220154;1.014654;0.493270;0.088935;
2.715121;0.500479;-0.220154;1.014655;0.493206;0.088914;
2.727685;0.500422;-0.220155;1.014656;0.493154;0.088898;
2.740250;0.500372;-0.220155;1.014656;0.493109;0.088884;
2.752814;0.500328;-0.220155;1.014657;0.493070;0.088872;
2.765379;0.500289;-0.220156;1.014657;0.493035;0.088861;
2.777944;0.500255;-0.220156;1.014658;0.493004;0.088851;
2.790508;0.500224;-0.220156;1.014658;0.492977;0.088843;
2.803073;0.500198;-0.220156;1.014659;0.492953;0.088835;
2.815638;0.500174;-0.220156;1.014659;0.492932;0.088829;
2.828202;0.500154;-0.220157;1.014659;0.492913;0.088823;
2.840767;0.500135;-0.220157;1.014660;0.492897;0.088818;
2.853332;0.500119;-0.220157;1.014660;0.492882;0.088813;
2.865896;0.500105;-0.220157;1.014660;0.492870;0.088809;
2.878461;0.500093;-0.220157;1.014660;0.492858;0.088806;
2.891025;0.500082;-0.220157;1.014660;0.492848;0.088803;
2.916155;0.500063;-0.220157;1.014661;0.492832;0.088797;
2.938771;0.500050;-0.220157;1.014661;0.492820;0.088794;
2.961387;0.500040;-0.220157;1.014661;0.492811;0.088791;
2.984004;0.500032;-0.220157;1.014661;0.492804;0.088789;
3.006620;0.500025;-0.220157;1.014661;0.492798;0.088787;
3.029236;0.500020;-0.220157;1.014661;0.492793;0.088785;
3.051853;0.500016;-0.220157;1.014661;0.492789;0.088784;
3.074469;0.500012;-0.220157;1.014661;0.492786;0.088783;
3.097086;0.500010;-0.220158;1.014661;0.492784;0.088783;
3.142318;0.500006;-0.220158;1.014661;0.492781;0.088781;
3.187551;0.500004;-0.220158;1.014661;0.492779;0.088781;
3.232784;0.500002;-0.220158;1.014661;0.492777;0.088780;
3.278016;0.500001;-0.220158;1.014661;0.492776;0.088780;
3.323249;0.500001;-0.220158;1.014661;0.492776;0.088780;
3.368482;0.500000;-0.220158;1.014662;0.492776;0.088780;
3.413714;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.504180;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.594645;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.685110;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.775576;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.866041;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.956507;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220158;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220157;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220157;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220157;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220157;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220156;1.014662;0.492775;0.088780;
3.999999;0.500000;-0.220155;1.014662;0.492775;0.088780;
3.999999;0.500001;-0.220153;1.014663;0.492775;0.088780;
4.000000;0.500001;-0.220149;1.014664;0.492775;0.088780;
4.000000;0.500002;-0.220140;1.014667;0.492775;0.088780;
4.000001;0.500005;-0.220122;1.014672;0.492775;0.088780;
4.000003;0.500010;-0.220086;1.014682;0.492775;0.088780;
4.000008;0.500020;-0.220014;1.014703;0.492775;0.088780;
4.000016;0.500039;-0.219871;1.014744;0.492775;0.088780;
4.000033;0.500078;-0.219585;1.014826;0.492775;0.088780;
4.000050;0.500117;-0.219300;1.014907;0.492775;0.088780;
4.000067;0.500156;-0.219014;1.014989;0.492775;0.088780;
4.000084;0.500195;-0.218730;1.015071;0.492774;0.088780;
4.000102;0.500234;-0.218445;1.015152;0.492774;0.088780;
4.000119;0.500273;-0.218162;1.015233;0.492774;0.088779;
4.000136;0.500311;-0.217878;1.015314;0.492773;0.088779;
4.000153;0.500350;-0.217595;1.015395;0.492772;0.088779;
4.000170;0.500389;-0.217313;1.015476;0.492772;0.088779;
4.000187;0.500427;-0.217031;1.015557;0.492771;0.088779;
4.000204;0.500466;-0.216749;1.015638;0.492770;0.088779;
4.000221;0.500504;-0.216468;1.015718;0.492770;0.088779;
4.000238;0.500542;-0.216187;1.015798;0.492769;0.088779;
4.000255;0.500581;-0.215907;1.015879;0.492768;0.088779;
4.000272;0.500619;-0.215627;1.015959;0.492767;0.088778;
4.000289;0.500657;-0.215347;1.016038;0.492766;0.088778;
4.000306;0.500695;-0.215068;1.016118;0.492764;0.088778;
4.000323;0.500733;-0.214789;1.016198;0.492763;0.088778;
4.000340;0.500771;-0.214511;1.016277;0.492762;0.088778;
4.000357;0.500809;-0.214233;1.016357;0.492761;0.088778;
4.000374;0.500847;-0.213956;1.016436;0.492759;0.088777;
4.000392;0.500885;-0.213679;1.016515;0.492758;0.088777;
4.000409;0.500923;-0.213403;1.016594;0.492756;0.088777;
4.000426;0.500960;-0.213127;1.016673;0.492754;0.088777;
4.000443;0.500998;-0.212851;1.016751;0.492753;0.088776;
4.000460;0.501035;-0.212576;1.016830;0.492751;0.088776;
4.000477;0.501073;-0.212301;1.016908;0.492749;0.088776;
4.000494;0.501110;-0.212027;1.016987;0.492747;0.088776;
4.000511;0.501148;-0.211753;1.017065;0.492746;0.088775;
4.000528;0.501185;-0.211479;1.017143;0.492744;0.088775;
4.000545;0.501222;-0.211206;1.017221;0.492742;0.088775;
4.000562;0.501259;-0.210934;1.017298;0.492739;0.088774;
4.000579;0.501296;-0.210662;1.017376;0.492737;0.088774;
4.000596;0.501334;-0.210390;1.017453;0.492735;0.088774;
4.000613;0.501371;-0.210119;1.017531;0.492733;0.088773;
4.000630;0.501407;-0.209848;1.017608;0.492730;0.088773;
4.000647;0.501444;-0.209577;1.017685;0.492728;0.088773;
4.000664;0.501481;-0.209307;1.017762;0.492726;0.088772;
4.000681;0.501518;-0.209038;1.017839;0.492723;0.088772;
4.000699;0.501554;-0.208769;1.017915;0.492721;0.088772;
4.000716;0.501591;-0.208500;1.017992;0.492718;0.088771;
4.000733;0.501628;-0.208231;1.018068;0.492715;0.088771;
4.000750;0.501664;-0.207964;1.018144;0.492712;0.088770;
4.000767;0.501700;-0.207696;1.018220;0.492710;0.088770;
4.000784;0.501737;-0.207429;1.018296;0.492707;0.088770;
4.000801;0.501773;-0.207163;1.018372;0.492704;0.088769;
4.000818;0.501809;-0.206896;1.018448;0.492701;0.088769;
4.000835;0.501845;-0.206631;1.018524;0.492698;0.088768;
4.000852;0.501881;-0.206365;1.018599;0.492695;0.088768;
4.000869;0.501917;-0.206100;1.018674;0.492692;0.088767;
4.000886;0.501953;-0.205836;1.018749;0.492688;0.088767;
4.000903;0.501989;-0.205572;1.018824;0.492685;0.088766;
4.000920;0.502025;-0.205308;1.018899;0.492682;0.088766;
4.000937;0.502061;-0.205045;1.018974;0.492678;0.088765;
4.000954;0.502097;-0.204782;1.019049;0.492675;0.088765;
4.000971;0.502132;-0.204520;1.019123;0.492672;0.088764;
4.000989;0.502168;-0.204258;1.019198;0.492668;0.088764;
4.001006;0.502203;-0.203997;1.019272;0.492664;0.088763;
4.001023;0.502239;-0.203736;1.019346;0.492661;0.088763;
4.001040;0.502274;-0.203475;1.019420;0.492657;0.088762;
4.001057;0.502309;-0.203215;1.019494;0.492653;0.088762;
4.001074;0.502345;-0.202955;1.019568;0.492649;0.088761;
4.001091;0.502380;-0.202696;1.019641;0.492646;0.088760;
4.001108;0.502415;-0.202437;1.019715;0.492642;0.088760;
4.001125;0.502450;-0.202178;1.019788;0.492638;0.088759;
4.001142;0.502485;-0.201920;1.019861;0.492634;0.088759;
4.001159;0.502520;-0.201663;1.019934;0.492630;0.088758;
4.001176;0.502555;-0.201405;1.020007;0.492625;0.088757;
4.001193;0.502589;-0.201149;1.020080;0.492621;0.088757;
4.001210;0.502624;-0.200892;1.020152;0.492617;0.088756;
4.001227;0.502659;-0.200636;1.020225;0.492613;0.088755;
4.001244;0.502693;-0.200381;1.020297;0.492608;0.088755;
4.001261;0.502728;-0.200126;1.020370;0.492604;0.088754;
4.001279;0.502762;-0.199871;1.020442;0.492599;0.088753;
4.001296;0.502797;-0.199617;1.020514;0.492595;0.088753;
4.001313;0.502831;-0.199363;1.020586;0.492590;0.088752;
4.001347;0.502899;-0.198856;1.020729;0.492581;0.088751;
4.001377;0.502961;-0.198402;1.020858;0.492573;0.088749;
4.001408;0.503022;-0.197949;1.020986;0.492564;0.088748;
4.001439;0.503083;-0.197498;1.021114;0.492555;0.088747;
4.001470;0.503143;-0.197047;1.021241;0.492546;0.088745;
4.001500;0.503204;-0.196598;1.021368;0.492537;0.088744;
4.001531;0.503264;-0.196151;1.021494;0.492527;0.088743;
4.001562;0.503324;-0.195705;1.021620;0.492518;0.088741;
4.001592;0.503384;-0.195260;1.021746;0.492508;0.088740;
4.001623;0.503444;-0.194816;1.021871;0.492498;0.088738;
4.001654;0.503503;-0.194374;1.021996;0.492489;0.088737;
4.001684;0.503562;-0.193934;1.022121;0.492478;0.088735;
4.001715;0.503621;-0.193494;1.022245;0.492468;0.088734;
4.001746;0.503680;-0.193056;1.022368;0.492458;0.088732;
4.001777;0.503739;-0.192620;1.022491;0.492447;0.088731;
4.001807;0.503797;-0.192184;1.022614;0.492436;0.088729;
4.001838;0.503855;-0.191750;1.022736;0.492426;0.088727;
4.001869;0.503913;-0.191318;1.022858;0.492414;0.088726;
4.001899;0.503971;-0.190886;1.022980;0.492403;0.088724;
4.001930;0.504028;-0.190456;1.023101;0.492392;0.088722;
4.001961;0.504085;-0.190028;1.023222;0.492381;0.088721;
4.001992;0.504142;-0.189600;1.023342;0.492369;0.088719;
4.002022;0.504199;-0.189174;1.023462;0.492357;0.088717;
4.002053;0.504256;-0.188750;1.023581;0.492345;0.088715;
4.002084;0.504312;-0.188327;1.023701;0.492333;0.088714;
4.002114;0.504368;-0.187905;1.023819;0.492321;0.088712;
4.002145;0.504424;-0.187484;1.023938;0.492309;0.088710;
4.002176;0.504480;-0.187065;1.024055;0.492296;0.088708;
4.002206;0.504535;-0.186647;1.024173;0.492284;0.088706;
4.002237;0.504590;-0.186230;1.024290;0.492271;0.088704;
4.002268;0.504645;-0.185815;1.024407;0.492258;0.088702;
4.002299;0.504700;-0.185401;1.024523;0.492245;0.088700;
4.002329;0.504755;-0.184988;1.024639;0.492232;0.088698;
4.002360;0.504809;-0.184577;1.024754;0.492219;0.088696;
4.002391;0.504863;-0.184167;1.024869;0.492206;0.088694;
4.002421;0.504917;-0.183758;1.024984;0.492192;0.088692;
4.002452;0.504971;-0.183351;1.025098;0.492178;0.088690;
4.002483;0.505024;-0.182945;1.025212;0.492165;0.088688;
4.002513;0.505078;-0.182540;1.025326;0.492151;0.088686;
4.002544;0.505131;-0.182136;1.025439;0.492137;0.088684;
4.002575;0.505184;-0.181734;1.025552;0.492123;0.088682;
4.002606;0.505236;-0.181333;1.025664;0.492108;0.088680;
4.002636;0.505288;-0.180934;1.025776;0.492094;0.088678;
4.002667;0.505341;-0.180536;1.025888;0.492079;0.088675;
4.002698;0.505393;-0.180139;1.025999;0.492065;0.088673;
4.002728;0.505444;-0.179743;1.026110;0.492050;0.088671;
4.002759;0.505496;-0.179349;1.026220;0.492035;0.088669;
4.002790;0.505547;-0.178956;1.026330;0.492020;0.088666;
4.002821;0.505598;-0.178564;1.026440;0.492005;0.088664;
4.002851;0.505649;-0.178173;1.026549;0.491990;0.088662;
4.002882;0.505700;-0.177784;1.026658;0.491975;0.088659;
4.002913;0.505750;-0.177396;1.026766;0.491959;0.088657;
4.002943;0.505800;-0.177010;1.026874;0.491944;0.088655;
4.002974;0.505850;-0.176625;1.026982;0.491928;0.088652;
4.003005;0.505900;-0.176241;1.027089;0.491912;0.088650;
4.003035;0.505949;-0.175858;1.027196;0.491896;0.088648;
4.003066;0.505999;-0.175476;1.027303;0.491880;0.088645;
4.003097;0.506048;-0.175096;1.027409;0.491864;0.088643;
4.003128;0.506096;-0.174717;1.027515;0.491848;0.088640;
4.003158;0.506145;-0.174340;1.027620;0.491832;0.088638;
4.003220;0.506242;-0.173588;1.027830;0.491799;0.088633;
4.003275;0.506328;-0.172916;1.028017;0.491769;0.088628;
4.003330;0.506413;-0.172248;1.028204;0.491739;0.088624;
4.003385;0.506498;-0.171585;1.028389;0.491708;0.088619;
4.003441;0.506582;-0.170925;1.028572;0.491677;0.088614;
4.003496;0.506665;-0.170269;1.028755;0.491646;0.088609;
4.003551;0.506748;-0.169618;1.028937;0.491614;0.088605;
4.003607;0.506830;-0.168970;1.029117;0.491582;0.088600;
4.003662;0.506911;-0.168326;1.029296;0.491550;0.088595;
4.003717;0.506992;-0.167687;1.029474;0.491518;0.088590;
4.003772;0.507071;-0.167051;1.029650;0.491485;0.088585;
4.003828;0.507150;-0.166420;1.029826;0.491452;0.088580;
4.003883;0.507229;-0.165792;1.030000;0.491418;0.088575;
4.003938;0.507306;-0.165169;1.030174;0.491385;0.088569;
4.003993;0.507383;-0.164549;1.030346;0.491351;0.088564;
4.004049;0.507460;-0.163934;1.030517;0.491317;0.088559;
4.004104;0.507535;-0.163322;1.030686;0.491282;0.088554;
4.004159;0.507610;-0.162714;1.030855;0.491248;0.088548;
4.004214;0.507684;-0.162110;1.031022;0.491213;0.088543;
4.004270;0.507758;-0.161510;1.031189;0.491178;0.088537;
4.004325;0.507830;-0.160914;1.031354;0.491142;0.088532;
4.004380;0.507902;-0.160322;1.031518;0.491107;0.088526;
4.004436;0.507974;-0.159733;1.031681;0.491071;0.088521;
4.004491;0.508044;-0.159149;1.031843;0.491035;0.088515;
4.004546;0.508114;-0.158568;1.032004;0.490998;0.088509;
4.004601;0.508184;-0.157991;1.032163;0.490962;0.088504;
4.004657;0.508252;-0.157418;1.032322;0.490925;0.088498;
4.004712;0.508320;-0.156849;1.032479;0.490888;0.088492;
4.004767;0.508388;-0.156283;1.032636;0.490851;0.088486;
4.004822;0.508454;-0.155721;1.032791;0.490814;0.088480;
4.004878;0.508520;-0.155163;1.032945;0.490776;0.088474;
4.004933;0.508585;-0.154609;1.033098;0.490738;0.088469;
4.004988;0.508650;-0.154058;1.033250;0.490700;0.088463;
4.005099;0.508777;-0.152968;1.033551;0.490624;0.088450;
4.005198;0.508889;-0.152000;1.033818;0.490554;0.088439;
4.005298;0.508999;-0.151043;1.034082;0.490484;0.088428;
4.005397;0.509106;-0.150099;1.034343;0.490414;0.088417;
4.005497;0.509212;-0.149166;1.034600;0.490343;0.088406;
4.005596;0.509315;-0.148244;1.034853;0.490271;0.088394;
4.005696;0.509416;-0.147334;1.035104;0.490199;0.088382;
4.005795;0.509516;-0.146436;1.035351;0.490127;0.088371;
4.005895;0.509613;-0.145549;1.035595;0.490054;0.088359;
4.005994;0.509708;-0.144673;1.035835;0.489981;0.088347;
4.006093;0.509801;-0.143809;1.036073;0.489907;0.088335;
4.006193;0.509891;-0.142956;1.036307;0.489833;0.088323;
4.006292;0.509980;-0.142113;1.036538;0.489759;0.088311;
4.006392;0.510067;-0.141282;1.036767;0.489684;0.088298;
4.006491;0.510152;-0.140462;1.036992;0.489609;0.088286;
4.006591;0.510235;-0.139652;1.037214;0.489533;0.088273;
4.006690;0.510315;-0.138853;1.037432;0.489458;0.088261;
4.006790;0.510394;-0.138065;1.037648;0.489382;0.088248;
4.006889;0.510471;-0.137288;1.037861;0.489306;0.088235;
4.006989;0.510546;-0.136521;1.038071;0.489229;0.088222;
4.007188;0.510690;-0.135017;1.038483;0.489076;0.088197;
4.007367;0.510813;-0.133700;1.038843;0.488938;0.088173;
4.007546;0.510930;-0.132415;1.039194;0.488799;0.088149;
4.007725;0.511041;-0.131162;1.039536;0.488659;0.088125;
4.007904;0.511146;-0.129940;1.039870;0.488519;0.088100;
4.008083;0.511245;-0.128750;1.040194;0.488379;0.088076;
4.008262;0.511339;-0.127591;1.040511;0.488239;0.088051;
4.008441;0.511427;-0.126462;1.040818;0.488099;0.088026;
4.008620;0.511510;-0.125363;1.041118;0.487959;0.088001;
4.008799;0.511587;-0.124293;1.041409;0.487819;0.087975;
4.008978;0.511658;-0.123252;1.041692;0.487679;0.087950;
4.009157;0.511725;-0.122239;1.041968;0.487539;0.087924;
4.009337;0.511786;-0.121255;1.042236;0.487400;0.087898;
4.009516;0.511842;-0.120297;1.042496;0.487260;0.087872;
4.009695;0.511894;-0.119367;1.042749;0.487122;0.087845;
4.009874;0.511940;-0.118463;1.042995;0.486983;0.087819;
4.010053;0.511982;-0.117584;1.043233;0.486845;0.087792;
4.010232;0.512019;-0.116732;1.043465;0.486708;0.087765;
4.010411;0.512052;-0.115904;1.043690;0.486571;0.087739;
4.010590;0.512080;-0.115102;1.043908;0.486435;0.087711;
4.010769;0.512103;-0.114323;1.044119;0.486300;0.087684;
4.010948;0.512123;-0.113568;1.044324;0.486165;0.087657;
4.011127;0.512138;-0.112836;1.044522;0.486031;0.087630;
4.011306;0.512149;-0.112127;1.044715;0.485898;0.087602;
4.011485;0.512156;-0.111440;1.044901;0.485766;0.087575;
4.011664;0.512160;-0.110776;1.045081;0.485635;0.087547;
4.011843;0.512159;-0.110132;1.045256;0.485504;0.087519;
4.012022;0.512155;-0.109510;1.045424;0.485375;0.087491;
4.012202;0.512147;-0.108909;1.045588;0.485246;0.087463;
4.012381;0.512136;-0.108327;1.045745;0.485119;0.087435;
4.012560;0.512121;-0.107766;1.045898;0.484992;0.087407;
