time;IEEE_5bus_test_IEEE_5bus_GridFeeding2_CurrentControl_Vs;IEEE_5bus_test_IEEE_5bus_GridFeeding2_CurrentControl_Ws;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_i1;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_i2;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_i3;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_v1;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_v2;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_v3;
0.245151;207340;315.196;275.006;-446.467;171.461;-1272.68;71602.1;-70329.4;
0.245267;207340;315.22;287.951;-444.003;156.052;-4282.2;73018.4;-68736.2;
0.245384;207340;315.244;300.51;-440.938;140.428;-7285.86;74336.5;-67050.6;
0.2455;207340;315.265;312.666;-437.277;124.611;-10279.7;75554.4;-65274.7;
0.245599;207340;315.282;322.621;-433.718;111.098;-12801.2;76505.2;-63704;
0.245698;207340;315.297;332.265;-429.74;97.475;-15310.4;77382.4;-62072;
0.245796;207340;315.312;341.589;-425.345;83.7558;-17804.8;78185;-60380.2;
0.245895;207340;315.325;350.585;-420.538;69.9537;-20282;78912.4;-58630.4;
0.245993;207340;315.337;359.243;-415.324;56.0813;-22739.8;79563.8;-56824;
0.246092;207340;315.348;367.555;-409.707;42.1517;-25175.6;80138.6;-54963;
0.246191;207340;315.358;375.513;-403.693;28.18;-27587.3;80636.4;-53049;
0.246289;207340;315.366;383.109;-397.287;14.1779;-29972.5;81056.5;-51084;
0.246388;207340;315.374;390.335;-390.495;0.159845;-32328.9;81398.6;-49069.7;
0.246444;207340;315.38;394.215;-386.407;-7.80764;-33651.5;81551;-47899.4;
0.246492;207340;315.385;397.477;-382.783;-14.6944;-34787.7;81664.7;-46877;
0.246541;207340;315.39;400.648;-379.071;-21.5766;-35915.9;81760;-45844.1;
0.246589;207340;315.394;403.725;-375.272;-28.4529;-37035.9;81836.8;-44800.9;
0.246686;207340;315.399;409.658;-367.471;-42.1863;-39252.8;81941;-42688.1;
0.246783;207340;315.401;415.229;-359.347;-55.8819;-41433.6;81969.8;-40536.2;
0.24688;207340;315.401;420.42;-350.893;-69.5273;-43575.9;81922.3;-38346.4;
0.246977;207340;315.401;425.221;-342.111;-83.1104;-45677.7;81798.3;-36120.6;
0.247074;207340;315.398;429.627;-333.008;-96.6182;-47736.9;81597.8;-33860.8;
0.24717;207340;315.395;433.63;-323.593;-110.037;-49751.8;81321;-31569.2;
0.247267;207340;315.391;437.229;-313.873;-123.356;-51720.3;80968.3;-29248;
0.247333;207340;315.387;439.431;-307.135;-132.296;-53024.1;80687.1;-27663;
0.247398;207340;315.383;441.444;-300.265;-141.179;-54305.3;80371.6;-26066.3;
0.247464;207340;315.378;443.269;-293.266;-150.003;-55563.4;80021.8;-24458.4;
0.247595;207340;315.366;446.35;-278.898;-167.452;-58008.1;79220.5;-21212.4;
0.247726;207340;315.352;448.668;-264.051;-184.617;-60354.4;78284.4;-17930;
0.247857;207340;315.336;450.219;-248.751;-201.468;-62598.6;77215.3;-14616.7;
0.247988;207340;315.319;451.001;-233.025;-217.976;-64736.8;76015;-11278.3;
0.248119;207340;315.301;451.012;-216.898;-234.114;-66765.3;74685.6;-7920.32;
0.24825;207340;315.282;450.252;-200.399;-249.853;-68680.8;73229.3;-4548.57;
0.248381;207340;315.26;448.724;-183.556;-265.167;-70479.9;71648.7;-1168.75;
0.248512;207340;315.237;446.428;-166.398;-280.029;-72159.8;69946.4;2213.4;
0.248643;207340;315.213;443.369;-148.955;-294.414;-73717.4;68125.3;5592.12;
0.248774;207340;315.187;439.553;-131.256;-308.297;-75150.2;66188.5;8961.71;
0.248905;207340;315.159;434.986;-113.332;-321.654;-76455.8;64139.3;12316.5;
0.249036;207340;315.129;429.676;-95.2141;-334.462;-77631.9;61981.2;15650.7;
0.249167;207340;315.098;423.632;-76.9338;-346.698;-78676.5;59717.8;18958.7;
0.249298;207340;315.066;416.866;-58.5222;-358.344;-79588.1;57353;22235;
0.249369;207340;315.046;412.875;-48.437;-364.438;-80028.4;56022.2;24006.2;
0.249441;207340;315.028;408.675;-38.3268;-370.348;-80428.4;54663.1;25765.3;
0.249512;207340;315.01;404.267;-28.1972;-376.07;-80787.9;53276.5;27511.5;
0.249583;207340;314.991;399.655;-18.0535;-381.601;-81106.8;51862.9;29243.9;
0.249655;207340;314.971;394.839;-7.90088;-386.938;-81384.8;50423.2;30961.6;
0.249726;207340;314.951;389.823;2.25545;-392.079;-81621.9;48958.1;32663.8;
0.249798;207340;314.93;384.61;12.4103;-397.02;-81817.9;47468.2;34349.7;
0.249869;207340;314.909;379.202;22.5584;-401.76;-81972.7;45954.4;36018.3;
0.249941;207340;314.887;373.602;32.6946;-406.296;-82086.2;44417.3;37668.9;
0.250083;207340;314.839;361.84;52.904;-414.744;-82189.3;41277.1;40912.1;
0.250212;207340;314.796;350.629;70.9997;-421.629;-82140.6;38379.3;43761.3;
0.250326;207340;314.757;340.202;86.9551;-427.157;-81985.4;35755.8;46229.6;
0.250429;207340;314.723;330.441;101.219;-431.661;-81755.8;33355;48400.8;
0.250531;207340;314.688;320.336;115.377;-435.713;-81441.2;30919.4;50521.8;
0.250634;207340;314.652;309.897;129.412;-439.309;-81042;28451.4;52590.6;
0.250736;207340;314.616;299.135;143.31;-442.445;-80558.6;25953.6;54605;
0.250839;207340;314.579;288.062;157.058;-445.119;-79991.5;23428.7;56562.8;
0.250942;207340;314.542;276.689;170.639;-447.328;-79341.3;20879.2;58462.1;
0.251044;207340;314.505;265.028;184.04;-449.069;-78608.6;18307.8;60300.8;
0.251113;207340;314.48;257.016;192.961;-449.977;-78068.9;16564.4;61504.5;
0.251183;207340;314.455;248.883;201.79;-450.673;-77492.5;14813.2;62679.3;
0.251252;207340;314.43;240.633;210.522;-451.155;-76879.4;13054.9;63824.5;
0.25139;207340;314.376;223.802;227.675;-451.477;-75545.1;9520.97;66024.2;
0.251528;207340;314.321;206.552;244.392;-450.944;-74068.4;5968.7;68099.7;
0.251667;207340;314.267;188.916;260.642;-449.558;-72451.9;2404.7;70047.2;
0.251805;207340;314.213;170.926;276.396;-447.323;-70698.9;-1164.32;71863.2;
0.251943;207340;314.16;152.618;291.624;-444.242;-68812.4;-4731.62;73544;
0.252081;207340;314.107;134.025;306.297;-440.322;-66796.2;-8290.47;75086.7;
0.25222;207340;314.054;115.183;320.389;-435.572;-64654;-11834.1;76488.1;
0.252358;207340;314.002;96.1288;333.872;-430;-62389.8;-15355.9;77745.7;
0.252496;207340;313.95;76.8976;346.721;-423.618;-60008;-18849.2;78857.2;
0.252621;207340;313.904;59.4671;357.725;-417.192;-57767.4;-21963.5;79730.8;
0.252682;207340;313.883;50.7668;362.993;-413.76;-56620.4;-23499.6;80120;
0.252744;207340;313.862;42.0479;368.123;-410.171;-55452.2;-25026.8;80479;
0.252806;207340;313.84;33.3142;373.114;-406.428;-54263;-26544.7;80807.7;
0.252868;207340;313.819;24.5689;377.964;-402.532;-53053.4;-28052.5;81105.9;
0.252992;207340;313.774;7.06152;387.228;-394.29;-50574.9;-31035.7;81610.6;
0.253103;207340;313.734;-8.69024;395.06;-386.37;-48280.4;-33679.2;81959.6;
0.253214;207340;313.695;-24.4277;402.408;-377.98;-45927;-36281.8;82208.8;
0.253325;207340;313.656;-40.1317;409.263;-369.132;-43517.5;-38840.4;82357.8;
0.253437;207340;313.617;-55.7821;415.618;-359.836;-41054.7;-41351.8;82406.6;
0.253548;207340;313.58;-71.3615;421.464;-350.103;-38541.9;-43813;82355;
0.253659;207340;313.543;-86.8506;426.796;-339.946;-35982;-46221.1;82203;
0.253771;207340;313.507;-102.229;431.606;-329.377;-33378.1;-48572.9;81951;
0.253882;207340;313.472;-117.48;435.89;-318.41;-30733.4;-50865.7;81599.1;
0.253993;207340;313.438;-132.583;439.642;-307.058;-28051.2;-53096.7;81147.9;
0.254104;207340;313.405;-147.522;442.857;-295.335;-25334.7;-55263.2;80597.8;
0.254216;207340;313.373;-162.279;445.534;-283.255;-22587.2;-57362.4;79949.6;
0.254327;207340;313.342;-176.835;447.668;-270.834;-19812;-59392;79204;
0.254438;207340;313.312;-191.171;449.257;-258.085;-17012.7;-61349.2;78361.8;
0.254549;207340;313.283;-205.272;450.299;-245.027;-14192.7;-63231.7;77424.4;
0.254661;207340;313.255;-219.12;450.795;-231.675;-11355.1;-65037.6;76392.7;
0.254772;207340;313.227;-232.7;450.743;-218.043;-8503.68;-66764.1;75267.8;
0.254883;207340;313.201;-245.994;450.142;-204.148;-5641.81;-68409.4;74051.2;
0.254994;207340;313.177;-258.987;448.996;-190.009;-2772.97;-69971.5;72744.4;
0.255106;207340;313.154;-271.662;447.304;-175.641;99.2478;-71448.3;71349.1;
0.255206;207340;313.135;-282.787;445.317;-162.53;2684.36;-72703.3;70018.9;
0.255306;207340;313.115;-293.631;442.893;-149.261;5266.81;-73886.5;68619.7;
0.255406;207340;313.098;-304.185;440.034;-135.849;7844.02;-74996.8;67152.8;
0.255506;207340;313.081;-314.437;436.742;-122.306;10413.5;-76033.1;65619.6;
0.255606;207340;313.065;-324.378;433.023;-108.645;12972.7;-76994.5;64021.8;
0.255706;207340;313.051;-333.999;428.878;-94.8791;15519.1;-77879.8;62360.8;
0.255807;207340;313.037;-343.29;424.313;-81.023;18050.1;-78688.4;60638.3;
0.255907;207340;313.025;-352.242;419.332;-67.0897;20563.4;-79419.4;58856;
0.256007;207340;313.014;-360.847;413.939;-53.0926;23056.4;-80071.9;57015.6;
0.256107;207340;313.003;-369.095;408.141;-39.046;25526.4;-80645.5;55119;
0.256207;207340;312.995;-376.981;401.944;-24.9639;27971.4;-81139.6;53168.2;
0.256307;207340;312.987;-384.496;395.354;-10.8578;30388.9;-81553.6;51164.7;
0.256407;207340;312.98;-391.63;388.373;3.25708;32775.9;-81886.7;49110.8;
0.256507;207340;312.975;-398.376;381.015;17.3614;35130.4;-82139.7;47009.3;
0.256595;207340;312.969;-403.944;374.29;29.6538;37156.6;-82293.8;45137.2;
0.256682;207340;312.968;-409.21;367.287;41.9228;39154.5;-82386.4;43231.8;
0.256769;207340;312.966;-414.17;360.011;54.159;41123;-82417;41294;
0.256857;207340;312.965;-418.821;352.467;66.3535;43060.5;-82385.7;39325.3;
0.256944;207340;312.965;-423.158;344.661;78.4969;44965.5;-82292.6;37327;
0.257119;207340;312.962;-430.877;328.293;102.584;48671.9;-81921.1;33249.2;
0.257276;207340;312.964;-436.725;312.727;123.998;51883;-81376.3;29493.3;
0.257346;207340;312.97;-439;305.515;133.485;53279.1;-81068.5;27789.3;
0.257417;207340;312.975;-441.063;298.155;142.907;54649.2;-80721.2;26072;
0.257487;207340;312.981;-442.912;290.652;152.26;55992.6;-80334.6;24342;
0.257628;207340;312.99;-445.966;275.233;170.733;58596.3;-79444.6;20848.3;
0.257768;207340;313.001;-448.157;259.285;188.872;61085.6;-78399.9;17314.3;
0.257909;207340;313.014;-449.481;242.838;206.643;63455.8;-77202.6;13746.8;
0.258049;207340;313.031;-449.936;225.922;224.014;65702.3;-75855.1;10152.8;
0.25819;207340;313.049;-449.52;208.571;240.949;67820.6;-74359.9;6539.26;
0.258331;207340;313.071;-448.235;190.817;257.418;69806.7;-72720;2913.31;
0.25843;207340;313.088;-446.798;177.997;268.801;71133.2;-71470.8;337.6;
0.25853;207340;313.107;-444.926;165.003;279.923;72389.8;-70151.6;-2238.19;
0.25863;207340;313.127;-442.621;151.849;290.772;73575.3;-68763.7;-4811.55;
0.25873;207340;313.147;-439.885;138.547;301.338;74688.6;-67308.6;-7379.95;
0.258829;207340;313.168;-436.721;125.111;311.61;75728.5;-65787.6;-9940.89;
0.258929;207340;313.19;-433.131;111.552;321.579;76694.1;-64202.2;-12491.9;
0.259029;207340;313.213;-429.12;97.8847;331.235;77584.3;-62554;-15030.3;
0.259128;207340;313.236;-424.69;84.1218;340.568;78398.4;-60844.5;-17553.9;
0.259228;207340;313.26;-419.847;70.2768;349.57;79135.5;-59075.6;-20060;
0.259328;207340;313.285;-414.594;56.3629;358.231;79795;-57248.8;-22546.2;
0.259428;207340;313.311;-408.937;42.3937;366.543;80376;-55366;-25010.1;
0.259527;207340;313.337;-402.881;28.3827;374.498;80878.2;-53429;-27449.2;
0.259617;207340;313.362;-397.095;15.7477;381.347;81262.3;-51640.9;-29621.3;
0.259707;207340;313.388;-390.994;3.09954;387.895;81581.7;-49812;-31769.8;
0.259797;207340;313.414;-384.585;-9.55167;394.136;81836.3;-47943.6;-33892.7;
0.259886;207340;313.44;-377.871;-22.196;400.067;82025.8;-46037.2;-35988.6;
0.259976;207340;313.467;-370.858;-34.8235;405.682;82150;-44094.3;-38055.7;
0.260066;207340;313.495;-363.552;-47.4243;410.976;82208.9;-42116.6;-40092.3;
0.260156;207340;313.523;-355.958;-59.9884;415.946;82202.4;-40105.5;-42096.9;
0.260245;207340;313.551;-348.082;-72.5059;420.588;82130.6;-38062.7;-44067.9;
0.260321;207340;313.576;-341.198;-83.0606;424.258;82018.7;-36309.5;-45709.1;
0.260397;207340;313.601;-334.119;-93.5691;427.689;81860;-34535.8;-47324.2;
0.260473;207340;313.626;-326.851;-104.025;430.877;81654.7;-32742.5;-48912.2;
0.260549;207340;313.652;-319.397;-114.423;433.82;81402.8;-30930.6;-50472.2;
0.260701;207340;313.7;-303.954;-135.013;438.967;80760;-27256;-53504;
0.260838;207340;313.745;-289.463;-153.287;442.75;80024.1;-23895.8;-56128.3;
0.260975;207340;313.792;-274.438;-171.281;445.719;79140.3;-20491.6;-58648.6;
0.261112;207340;313.84;-258.905;-188.964;447.87;78110.3;-17050;-61060.4;
0.261249;207340;313.889;-242.894;-206.303;449.197;76936.1;-13577.1;-63359;
0.261385;207340;313.938;-226.433;-223.267;449.699;75619.8;-10079.5;-65540.3;
0.261522;207340;313.988;-209.551;-239.823;449.374;74163.8;-6563.64;-67600.1;
0.261659;207340;314.039;-192.281;-255.941;448.222;72570.8;-3036.02;-69534.7;
0.261796;207340;314.09;-174.652;-271.592;446.244;70843.7;496.831;-71340.6;
0.261933;207340;314.141;-156.698;-286.747;443.444;68985.8;4028.39;-73014.2;
0.262069;207340;314.192;-138.45;-301.377;439.827;67000.5;7552.11;-74552.6;
0.262192;207340;314.238;-121.803;-314.074;435.876;65107.8;10711.6;-75819.3;
0.262271;207340;314.27;-111.033;-321.968;433.001;63843.4;12728;-76571.4;
0.26235;207340;314.3;-100.194;-329.666;429.86;62539.8;14736.5;-77276.2;
0.262429;207340;314.331;-89.2915;-337.163;426.454;61197.8;16735.6;-77933.4;
0.262508;207340;314.361;-78.3325;-344.453;422.786;59818.2;18724.4;-78542.6;
0.262587;207340;314.39;-67.3238;-351.534;418.858;58402;20701.4;-79103.4;
0.262666;207340;314.419;-56.2721;-358.399;414.671;56949.8;22665.6;-79615.4;
0.262745;207340;314.448;-45.1842;-365.045;410.229;55462.7;24615.7;-80078.4;
0.262823;207340;314.477;-34.0669;-371.468;405.535;53941.5;26550.5;-80492;
0.262902;207340;314.505;-22.927;-377.663;400.59;52387.3;28468.8;-80856;
0.262981;207340;314.533;-11.7713;-383.627;395.399;50800.8;30369.5;-81170.3;
0.26306;207340;314.561;-0.606644;-389.356;389.963;49183.1;32251.3;-81434.5;
0.263139;207340;314.589;10.56;-394.847;384.287;47535.3;34113.3;-81648.6;
0.26321;207340;314.613;20.6064;-399.581;378.975;46027.2;35771;-81798.2;
0.263281;207340;314.637;30.6438;-404.117;373.474;44496.2;37410.8;-81907.1;
0.263423;207340;314.682;50.6657;-412.582;361.916;41369.2;40632.9;-82002.1;
0.263565;207340;314.726;70.5902;-420.226;349.635;38159.8;43773.8;-81933.5;
0.263707;207340;314.769;90.3792;-427.033;336.654;34874.4;46827.1;-81701.5;
0.263835;207340;314.808;108.043;-432.435;324.392;31857.8;49495.5;-81353.3;
0.263963;207340;314.847;125.537;-437.138;311.602;28789.9;52083.8;-80873.7;
0.26409;207340;314.883;142.831;-441.136;298.305;25675.5;54587.7;-80263.3;
0.264218;207340;314.92;159.898;-444.421;284.523;22519.9;57003.3;-79523.2;
0.264346;207340;314.955;176.712;-446.989;270.277;19328;59326.6;-78654.6;
0.264474;207340;314.989;193.244;-448.833;255.589;16104.9;61553.9;-77658.8;
0.264602;207340;315.022;209.467;-449.951;240.484;12856;63681.6;-76537.6;
0.264729;207340;315.054;225.355;-450.341;224.986;9586.35;65706.4;-75292.7;
0.264857;207340;315.083;240.884;-450.002;209.119;6301.23;67624.9;-73926.1;
0.264985;207340;315.112;256.027;-448.934;192.908;3005.95;69434;-72440;
0.265113;207340;315.139;270.758;-447.138;176.38;-294.123;71130.9;-70836.8;
0.26524;207340;315.165;285.055;-444.617;159.562;-3593.66;72712.7;-69119;
0.265368;207340;315.189;298.893;-441.374;142.481;-6887.34;74176.9;-67289.6;
0.265496;207340;315.211;312.249;-437.414;125.165;-10169.8;75521.2;-65351.4;
0.265624;207340;315.231;325.101;-432.743;107.642;-13435.9;76743.4;-63307.5;
0.26573;207340;315.247;335.334;-428.349;93.015;-16120.6;77660.5;-61540;
0.265804;207340;315.259;342.331;-424.964;82.633;-18003.5;78255.8;-60252.3;
0.265879;207340;315.27;349.139;-421.343;72.2038;-19876.4;78808;-58931.5;
0.265953;207340;315.28;355.755;-417.488;61.7334;-21738.4;79316.8;-57578.4;
0.266028;207340;315.289;362.175;-413.403;51.2277;-23588.5;79782.1;-56193.6;
0.266177;207340;315.301;374.41;-404.551;30.1413;-27247.9;80580.6;-53332.6;
0.266272;207340;315.309;381.847;-398.381;16.5347;-29571.1;81000.8;-51429.6;
0.266368;207340;315.316;388.936;-391.847;2.91058;-31867.5;81347.3;-49479.8;
0.266464;207340;315.323;395.671;-384.952;-10.7183;-34134.8;81619.8;-47485;
0.266551;207340;315.328;401.423;-378.445;-22.9784;-36149.1;81801.7;-45652.6;
0.266624;207340;315.331;406.106;-372.66;-33.4464;-37849.8;81909.3;-44059.5;
0.266698;207340;315.334;410.569;-366.672;-43.8974;-39530.1;81972.9;-42442.7;
0.266772;207340;315.336;414.81;-360.485;-54.3251;-41189.2;81992.3;-40803.1;
0.266919;207340;315.335;422.615;-347.532;-75.0825;-44439.5;81898.8;-37459.3;
0.267067;207340;315.332;429.505;-333.826;-95.6785;-47594.3;81629;-34034.7;
0.267214;207340;315.326;435.466;-319.396;-116.07;-50647;81183.6;-30536.5;
0.267319;207340;315.323;439.144;-308.675;-130.469;-52758.7;80759;-28000.3;
0.267425;207340;315.319;442.339;-297.613;-144.726;-54812.7;80246;-25433.4;
0.26753;207340;315.313;445.047;-286.222;-158.825;-56806.7;79645.2;-22838.4;
0.267635;207340;315.306;447.265;-274.514;-172.751;-58738.7;78957.1;-20218.4;
0.26774;207340;315.298;448.99;-262.503;-186.487;-60606.5;78182.6;-17576.1;
0.267845;207340;315.288;450.221;-250.202;-200.019;-62408;77322.5;-14914.5;
0.268056;207340;315.255;451.193;-224.803;-226.39;-65803.5;75349.9;-9546.4;
0.268245;207340;315.225;450.37;-201.094;-249.276;-68614.4;73292;-4677.57;
0.268435;207340;315.193;447.942;-176.666;-271.277;-71182.8;70974.1;208.753;
0.268624;207340;315.159;443.918;-151.606;-292.312;-73499.5;68404.3;5095.2;
0.268813;207340;315.122;438.312;-126.005;-312.308;-75556.3;65591.9;9964.41;
0.269003;207340;315.083;431.145;-99.9538;-331.191;-77345.9;62546.7;14799.1;
0.269173;207340;315.046;423.379;-76.1964;-347.182;-78722.8;59615.8;19107;
0.269316;207340;315.015;415.936;-56.1334;-359.802;-79702.1;57030;22672.1;
0.269444;207340;314.986;408.516;-37.9762;-370.54;-80446.7;54604.5;25842.3;
0.269551;207340;314.961;401.828;-22.8105;-379.018;-80966.8;52517;28449.8;
0.269658;207340;314.935;394.683;-7.61909;-387.064;-81395.6;50370.3;31025.3;
0.269765;207340;314.907;387.091;7.5801;-394.671;-81732.5;48166.6;33565.9;
0.269872;207340;314.877;379.059;22.7696;-401.829;-81977.3;45908.5;36068.8;
0.269979;207340;314.846;370.598;37.9321;-408.53;-82129.7;43598.5;38531.2;
0.270086;207340;314.814;361.716;53.0501;-414.766;-82189.5;41239.1;40950.4;
0.270192;207340;314.782;352.425;68.1065;-420.532;-82156.7;38833.1;43323.5;
0.270289;207340;314.752;343.721;81.5911;-425.312;-82047.9;36630;45417.9;
0.270385;207340;314.721;334.702;94.9995;-429.702;-81864.3;34393.3;47471;
0.270481;207340;314.69;325.377;108.319;-433.696;-81605.9;32125;49480.9;
0.270577;207340;314.658;315.753;121.538;-437.291;-81273;29827.2;51445.8;
0.270673;207340;314.626;305.84;134.644;-440.484;-80865.9;27502;53363.9;
0.27077;207340;314.593;295.648;147.624;-443.272;-80385;25151.6;55233.4;
0.270866;207340;314.56;285.186;160.467;-445.653;-79830.8;22778;57052.7;
0.270962;207340;314.526;274.463;173.161;-447.624;-79203.6;20383.5;58820.1;
0.271058;207340;314.492;263.49;185.695;-449.185;-78504.1;17970.2;60534;
0.271154;207340;314.458;252.277;198.056;-450.333;-77733;15540.3;62192.8;
0.271251;207340;314.424;240.834;210.234;-451.068;-76891;13096;63794.9;
0.271347;207340;314.389;229.172;222.218;-451.389;-75978.7;10639.6;65339.1;
0.271443;207340;314.354;217.301;233.995;-451.297;-74997.1;8173.32;66823.8;
0.271635;207340;314.276;192.995;256.879;-449.873;-72830;3221.36;69608.7;
0.271808;207340;314.209;170.519;276.665;-447.185;-70651.9;-1247.06;71899;
0.271982;207340;314.143;147.546;295.627;-443.172;-68264.9;-5712.66;73977.5;
0.272155;207340;314.079;124.141;313.708;-437.849;-65675.9;-10162.2;75838.1;
0.272328;207340;314.016;100.376;330.855;-431.232;-62892.7;-14582.4;77475.1;
0.272501;207340;313.953;76.3215;347.019;-423.34;-59923.4;-18960.3;78883.6;
0.272645;207340;313.905;56.1422;359.681;-415.823;-57318.4;-22559.8;79878.2;
0.272739;207340;313.875;42.8874;367.562;-410.449;-55551.9;-24888.5;80440.4;
0.272833;207340;313.845;29.5967;375.12;-404.716;-53736.9;-27195.5;80932.4;
0.272918;207340;313.818;17.614;381.641;-399.255;-52063.2;-29251.6;81314.8;
0.273003;207340;313.79;5.62066;387.891;-393.512;-50352.8;-31287.1;81639.9;
0.273087;207340;313.763;-6.37466;393.866;-387.491;-48606.7;-33300.5;81907.2;
0.273172;207340;313.735;-18.3634;399.561;-381.197;-46826.3;-35290.4;82116.8;
0.273257;207340;313.708;-30.337;404.972;-374.635;-45012.8;-37255.5;82268.3;
0.273341;207340;313.68;-42.287;410.095;-367.808;-43167.4;-39194.3;82361.7;
0.273426;207340;313.653;-54.2049;414.928;-360.723;-41291.5;-41105.5;82397;
0.273511;207340;313.626;-66.0823;419.466;-353.384;-39386.3;-42987.8;82374.1;
0.273596;207340;313.6;-77.9109;423.708;-345.797;-37453.3;-44839.7;82293;
0.27368;207340;313.573;-89.6822;427.649;-337.966;-35493.8;-46660.1;82153.9;
0.273765;207340;313.547;-101.388;431.287;-329.898;-33509.1;-48447.6;81956.7;
0.273934;207340;313.491;-124.56;437.642;-313.082;-29470.9;-51918.1;81389.1;
0.274087;207340;313.444;-145.108;442.305;-297.197;-25764.6;-54917;80681.6;
0.274239;207340;313.4;-165.319;445.956;-280.637;-21999;-57790.6;79789.7;
0.274392;207340;313.356;-185.143;448.587;-263.444;-18182.8;-60532.4;78715.2;
0.274529;207340;313.324;-202.624;450.079;-247.456;-14712.1;-62882.1;77594.2;
0.274648;207340;313.296;-217.548;450.701;-233.154;-11665.5;-64834.7;76500.2;
0.274768;207340;313.27;-232.164;450.691;-218.527;-8602.35;-66696.2;75298.5;
0.274888;207340;313.244;-246.451;450.048;-203.597;-5527.09;-68463.9;73991;
0.275007;207340;313.22;-260.39;448.774;-188.385;-2444.04;-70135.4;72579.5;
0.275115;207340;313.199;-272.621;447.09;-174.469;333.879;-71555.6;71221.7;
0.275222;207340;313.18;-284.54;444.897;-160.358;3111.41;-72894.2;69782.8;
0.27533;207340;313.16;-296.133;442.2;-146.068;5885.37;-74149.8;68264.5;
0.275437;207340;313.142;-307.387;439.002;-131.615;8652.58;-75320.9;66668.4;
0.275545;207340;313.125;-318.29;435.305;-117.016;11409.9;-76406.3;64996.4;
0.275619;207340;313.116;-325.529;432.497;-106.968;13285.9;-77097.6;63811.7;
0.275692;207340;313.107;-332.596;429.459;-96.8637;15154.8;-77748;62593.2;
0.275765;207340;313.096;-339.484;426.195;-86.7109;17015.6;-78357;61341.4;
0.275839;207340;313.089;-346.193;422.706;-76.5125;18867.3;-78924.4;60057.1;
0.275912;207340;313.081;-352.718;418.993;-66.2743;20709;-79449.9;58740.8;
0.275986;207340;313.072;-359.055;415.059;-56.0037;22539.7;-79933.1;57393.4;
0.276059;207340;313.065;-365.201;410.905;-45.7039;24358.3;-80373.9;56015.6;
0.276206;207340;313.049;-376.905;401.953;-25.0477;27955.1;-81126.9;53171.8;
0.276339;207340;313.038;-386.756;393.17;-6.41452;31141.7;-81657.2;50515.5;
0.276458;207340;313.03;-395.054;384.69;10.3639;33964.2;-82014.5;48050.3;
0.276565;207340;313.025;-402.054;376.602;25.4519;36464;-82238.2;45774.2;
0.276656;207340;313.023;-407.678;369.354;38.3241;38568;-82355.8;43787.8;
0.276748;207340;313.021;-412.967;361.804;51.1637;40640;-82405.4;41765.4;
0.276839;207340;313.02;-417.917;353.957;63.9599;42678.4;-82387;39708.6;
0.276931;207340;313.02;-422.523;345.821;76.7023;44681.6;-82300.6;37619.1;
0.277023;207340;313.021;-426.781;337.401;89.3802;46647.7;-82146.3;35498.6;
0.277114;207340;313.022;-430.689;328.706;101.983;48575.3;-81924.3;33349;
0.277206;207340;313.026;-434.244;319.743;114.501;50462.8;-81634.6;31171.8;
0.277297;207340;313.029;-437.441;310.515;126.925;52308.3;-81277.2;28968.9;
0.277389;207340;313.033;-440.272;301.033;139.239;54109.9;-80852.8;26742.9;
0.27748;207340;313.037;-442.745;291.318;151.427;55867.6;-80363.3;24495.8;
0.277572;207340;313.039;-444.857;281.358;163.5;57579.4;-79805.7;22226.3;
0.277755;207340;313.049;-447.985;260.763;187.222;60857.5;-78494.3;17636.9;
0.27792;207340;313.064;-449.544;241.494;208.051;63636.1;-77092.4;13456.3;
0.278085;207340;313.081;-449.91;221.584;228.327;66244.4;-75484.5;9240.11;
0.278249;207340;313.103;-449.082;201.086;247.995;68675.3;-73674.7;4999.45;
0.278353;207340;313.122;-447.947;187.897;260.05;70112.3;-72433.5;2321.16;
0.278457;207340;313.141;-446.34;174.508;271.832;71474.8;-71115.5;-359.314;
0.278561;207340;313.16;-444.262;160.936;283.327;72761.3;-69722.2;-3039.12;
0.278665;207340;313.18;-441.716;147.193;294.523;73970.4;-68254.9;-5715.44;
0.278768;207340;313.201;-438.704;133.296;305.408;75100.8;-66715.4;-8385.42;
0.278862;207340;313.221;-435.597;120.667;314.93;76050;-65269.2;-10780.7;
0.278955;207340;313.241;-432.118;107.935;324.183;76933.6;-63767.1;-13166.6;
0.279049;207340;313.261;-428.27;95.1112;333.158;77751;-62210.2;-15540.8;
0.279142;207340;313.283;-424.055;82.2055;341.85;78501.5;-60599.9;-17901.5;
0.279235;207340;313.304;-419.478;69.2291;350.249;79184.3;-58937.7;-20246.7;
0.279329;207340;313.327;-414.542;56.1932;358.349;79799;-57224.8;-22574.2;
0.279422;207340;313.35;-409.251;43.1095;366.142;80344.9;-55462.8;-24882.1;
0.279515;207340;313.374;-403.611;29.9887;373.622;80821.7;-53653.3;-27168.4;
0.279609;207340;313.398;-397.625;16.8419;380.783;81228.9;-51797.7;-29431.1;
0.279702;207340;313.423;-391.299;3.67993;387.619;81566.1;-49897.7;-31668.4;
