time;gridFollowing_gridFollowing_PGenPu;gridFollowing_gridFollowing_QGenPu;gridFollowing_gridFollowing_plantControllerPropInt_PInjPu;gridFollowing_gridFollowing_plantControllerPropInt_QInjPu;gridFollowing_gridFollowing_plantControllerPropInt_QVCtrlErr_y;gridFollowing_gridFollowing_plantControllerPropInt_QVCtrlErr_u1;gridFollowing_gridFollowing_plantControllerPropInt_QVCtrlErr_u2;gridFollowing_gridFollowing_plantControllerPropInt_URefPu;gridFollowing_gridFollowing_plantControllerPropInt_URegPu;gridFollowing_gridFollowing_plantControllerPropInt_QRegPu;gridFollowing_gridFollowing_plantControllerPropInt_deadZone_y;gridFollowing_gridFollowing_plantControllerPropInt_limitedPI_u;gridFollowing_gridFollowing_plantControllerPropInt_limitedPI_y;Tfo_transformer_U2Pu;Tfo_transformer_Q2Pu;Fault_fault_terminal_i_re;Fault_fault_terminal_i_im;Fault1_fault_terminal_i_re;Fault1_fault_terminal_i_im;Fault_fault_terminal_V_re;Fault_fault_terminal_V_im;Fault1_fault_terminal_V_re;Fault1_fault_terminal_V_im;
12.195598;0.200000;1.330060;1.333333;8.867067;-0.063668;0.730368;0.666700;1.002297;0.046156;-0.109555;-0.013668;-0.013668;8.867067;0.046156;-0.109555;0.000000;0.000000;0.000000;0.000000;-0.269766;0.036574;0.719333;-0.035548;
12.241198;0.200000;1.329858;1.333333;8.865721;-0.062733;0.729433;0.666700;1.002297;0.046143;-0.109415;-0.012733;-0.012733;8.865721;0.046143;-0.109415;0.000000;0.000000;0.000000;0.000000;-0.269731;0.036577;0.719342;-0.035547;
12.332398;0.200000;1.329493;1.333333;8.863290;-0.061044;0.727744;0.666700;1.002297;0.046121;-0.109162;-0.011044;-0.011044;8.863290;0.046121;-0.109162;0.000000;0.000000;0.000000;0.000000;-0.269670;0.036581;0.719358;-0.035546;
12.514798;0.200000;1.328895;1.333333;8.859303;-0.058275;0.724975;0.666700;1.002297;0.046084;-0.108746;-0.008275;-0.008275;8.859303;0.046084;-0.108746;0.000000;0.000000;0.000000;0.000000;-0.269568;0.036588;0.719384;-0.035543;
12.697198;0.200000;1.328444;1.333333;8.856292;-0.056184;0.722884;0.666700;1.002297;0.046056;-0.108433;-0.006184;-0.006184;8.856292;0.046056;-0.108433;0.000000;0.000000;0.000000;0.000000;-0.269492;0.036593;0.719404;-0.035541;
13.061998;0.200000;1.327824;1.333333;8.852158;-0.053313;0.720013;0.666700;1.002297;0.046019;-0.108002;-0.003313;-0.003313;8.852158;0.046019;-0.108002;0.000000;0.000000;0.000000;0.000000;-0.269387;0.036601;0.719431;-0.035538;
13.426799;0.200000;1.327478;1.333333;8.849850;-0.051710;0.718410;0.666700;1.002297;0.045997;-0.107762;-0.001710;-0.001710;8.849850;0.045997;-0.107762;0.000000;0.000000;0.000000;0.000000;-0.269328;0.036605;0.719446;-0.035536;
13.791599;0.200000;1.327293;1.333333;8.848617;-0.050854;0.717554;0.666700;1.002297;0.045986;-0.107633;-0.000854;-0.000854;8.848617;0.045986;-0.107633;0.000000;0.000000;0.000000;0.000000;-0.269297;0.036607;0.719455;-0.035535;
14.156399;0.200000;1.327197;1.333333;8.847981;-0.050412;0.717112;0.666700;1.002297;0.045980;-0.107567;-0.000412;-0.000412;8.847981;0.045980;-0.107567;0.000000;0.000000;0.000000;0.000000;-0.269281;0.036608;0.719459;-0.035535;
14.521200;0.200000;1.327150;1.333333;8.847665;-0.050193;0.716893;0.666700;1.002297;0.045977;-0.107534;-0.000193;-0.000193;8.847665;0.045977;-0.107534;0.000000;0.000000;0.000000;0.000000;-0.269273;0.036609;0.719461;-0.035534;
15.000000;0.200000;1.327120;1.333333;8.847467;-0.050055;0.716755;0.666700;1.002297;0.045976;-0.107513;-0.000055;-0.000055;8.847467;0.045976;-0.107513;0.000000;0.000000;0.000000;0.000000;-0.269268;0.036609;0.719462;-0.035534;
