time;GFM_GFM_Control_PFilterPu;GFM_GFM_Control_PFilterRefPu;
2.2180;0.7500;0.7500;
2.2190;0.7500;0.7500;
2.2200;0.7500;0.7500;
2.2210;0.7500;0.7500;
2.2220;0.7500;0.7500;
2.2230;0.7500;0.7500;
2.2240;0.7500;0.7500;
2.2250;0.7500;0.7500;
2.2260;0.7500;0.7500;
2.2270;0.7500;0.7500;
2.2280;0.7500;0.7500;
2.2290;0.7500;0.7500;
2.2300;0.7500;0.7500;
2.2310;0.7500;0.7500;
2.2320;0.7500;0.7500;
2.2330;0.7500;0.7500;
2.2340;0.7500;0.7500;
2.2350;0.7500;0.7500;
2.2360;0.7500;0.7500;
2.2370;0.7500;0.7500;
2.2380;0.7500;0.7500;
2.2390;0.7500;0.7500;
2.2400;0.7500;0.7500;
2.2410;0.7500;0.7500;
2.2420;0.7500;0.7500;
2.2430;0.7500;0.7500;
2.2440;0.7500;0.7500;
2.2450;0.7500;0.7500;
2.2460;0.7500;0.7500;
2.2470;0.7500;0.7500;
2.2480;0.7500;0.7500;
2.2490;0.7500;0.7500;
2.2500;0.7500;0.7500;
2.2510;0.7500;0.7500;
2.2520;0.7500;0.7500;
2.2530;0.7500;0.7500;
2.2540;0.7500;0.7500;
2.2550;0.7500;0.7500;
2.2560;0.7500;0.7500;
2.2570;0.7500;0.7500;
2.2580;0.7500;0.7500;
2.2590;0.7500;0.7500;
2.2600;0.7500;0.7500;
2.2610;0.7500;0.7500;
2.2620;0.7500;0.7500;
2.2630;0.7500;0.7500;
2.2640;0.7500;0.7500;
2.2650;0.7500;0.7500;
2.2660;0.7500;0.7500;
2.2670;0.7500;0.7500;
2.2680;0.7500;0.7500;
2.2690;0.7500;0.7500;
2.2700;0.7500;0.7500;
2.2710;0.7500;0.7500;
2.2720;0.7500;0.7500;
2.2730;0.7500;0.7500;
2.2740;0.7500;0.7500;
2.2750;0.7500;0.7500;
2.2760;0.7500;0.7500;
2.2770;0.7500;0.7500;
2.2780;0.7500;0.7500;
2.2790;0.7500;0.7500;
2.2800;0.7500;0.7500;
2.2810;0.7500;0.7500;
2.2820;0.7500;0.7500;
2.2830;0.7500;0.7500;
2.2840;0.7500;0.7500;
2.2850;0.7500;0.7500;
2.2860;0.7500;0.7500;
2.2870;0.7500;0.7500;
2.2880;0.7500;0.7500;
2.2890;0.7500;0.7500;
2.2900;0.7500;0.7500;
2.2910;0.7500;0.7500;
2.2920;0.7500;0.7500;
2.2930;0.7500;0.7500;
2.2940;0.7500;0.7500;
2.2950;0.7500;0.7500;
2.2960;0.7500;0.7500;
2.2970;0.7500;0.7500;
2.2980;0.7500;0.7500;
2.2990;0.7500;0.7500;
2.3000;0.7500;0.7500;
2.3010;0.7500;0.7500;
2.3020;0.7500;0.7500;
2.3030;0.7500;0.7500;
2.3040;0.7500;0.7500;
2.3050;0.7500;0.7500;
2.3060;0.7500;0.7500;
2.3070;0.7500;0.7500;
2.3080;0.7500;0.7500;
2.3090;0.7500;0.7500;
2.3100;0.7500;0.7500;
2.3110;0.7500;0.7500;
2.3120;0.7500;0.7500;
2.3130;0.7500;0.7500;
2.3140;0.7500;0.7500;
2.3150;0.7500;0.7500;
2.3160;0.7500;0.7500;
2.3170;0.7500;0.7500;
2.3180;0.7500;0.7500;
2.3190;0.7500;0.7500;
2.3200;0.7500;0.7500;
2.3210;0.7500;0.7500;
2.3220;0.7500;0.7500;
2.3230;0.7500;0.7500;
2.3240;0.7500;0.7500;
2.3250;0.7500;0.7500;
2.3260;0.7500;0.7500;
2.3270;0.7500;0.7500;
2.3280;0.7500;0.7500;
2.3290;0.7500;0.7500;
2.3300;0.7500;0.7500;
2.3310;0.7500;0.7500;
2.3320;0.7500;0.7500;
2.3330;0.7500;0.7500;
2.3340;0.7500;0.7500;
2.3350;0.7500;0.7500;
2.3360;0.7500;0.7500;
2.3370;0.7500;0.7500;
2.3380;0.7500;0.7500;
2.3390;0.7500;0.7500;
2.3400;0.7500;0.7500;
2.3410;0.7500;0.7500;
2.3420;0.7500;0.7500;
2.3430;0.7500;0.7500;
2.3440;0.7500;0.7500;
2.3450;0.7500;0.7500;
2.3460;0.7500;0.7500;
2.3470;0.7500;0.7500;
2.3480;0.7500;0.7500;
2.3490;0.7500;0.7500;
2.3500;0.7500;0.7500;
2.3510;0.7500;0.7500;
2.3520;0.7500;0.7500;
2.3530;0.7500;0.7500;
2.3540;0.7500;0.7500;
2.3550;0.7500;0.7500;
2.3560;0.7500;0.7500;
2.3570;0.7500;0.7500;
2.3580;0.7500;0.7500;
2.3590;0.7500;0.7500;
2.3600;0.7500;0.7500;
2.3610;0.7500;0.7500;
2.3620;0.7500;0.7500;
2.3630;0.7500;0.7500;
2.3640;0.7500;0.7500;
2.3650;0.7500;0.7500;
2.3660;0.7500;0.7500;
2.3670;0.7500;0.7500;
2.3680;0.7500;0.7500;
2.3690;0.7500;0.7500;
2.3700;0.7500;0.7500;
2.3710;0.7500;0.7500;
2.3720;0.7500;0.7500;
2.3730;0.7500;0.7500;
2.3740;0.7500;0.7500;
2.3750;0.7500;0.7500;
2.3760;0.7500;0.7500;
2.3770;0.7500;0.7500;
2.3780;0.7500;0.7500;
2.3790;0.7500;0.7500;
2.3800;0.7500;0.7500;
2.3810;0.7500;0.7500;
2.3820;0.7500;0.7500;
2.3830;0.7500;0.7500;
2.3840;0.7500;0.7500;
2.3850;0.7500;0.7500;
2.3860;0.7500;0.7500;
2.3870;0.7500;0.7500;
2.3880;0.7500;0.7500;
2.3890;0.7500;0.7500;
2.3900;0.7500;0.7500;
2.3910;0.7500;0.7500;
2.3920;0.7500;0.7500;
2.3930;0.7500;0.7500;
2.3940;0.7500;0.7500;
2.3950;0.7500;0.7500;
2.3960;0.7500;0.7500;
2.3970;0.7500;0.7500;
2.3980;0.7500;0.7500;
2.3990;0.7500;0.7500;
2.4000;0.7500;0.7500;
2.4010;0.7500;0.7500;
2.4020;0.7500;0.7500;
2.4030;0.7500;0.7500;
2.4040;0.7500;0.7500;
2.4050;0.7500;0.7500;
2.4060;0.7500;0.7500;
2.4070;0.7500;0.7500;
2.4080;0.7500;0.7500;
2.4090;0.7500;0.7500;
2.4100;0.7500;0.7500;
2.4110;0.7500;0.7500;
2.4120;0.7500;0.7500;
2.4130;0.7500;0.7500;
2.4140;0.7500;0.7500;
2.4150;0.7500;0.7500;
2.4160;0.7500;0.7500;
2.4170;0.7500;0.7500;
2.4180;0.7500;0.7500;
2.4190;0.7500;0.7500;
2.4200;0.7500;0.7500;
2.4210;0.7500;0.7500;
2.4220;0.7500;0.7500;
2.4230;0.7500;0.7500;
2.4240;0.7500;0.7500;
2.4250;0.7500;0.7500;
2.4260;0.7500;0.7500;
2.4270;0.7500;0.7500;
2.4280;0.7500;0.7500;
2.4290;0.7500;0.7500;
2.4300;0.7500;0.7500;
2.4310;0.7500;0.7500;
2.4320;0.7500;0.7500;
2.4330;0.7500;0.7500;
2.4340;0.7500;0.7500;
2.4350;0.7500;0.7500;
2.4360;0.7500;0.7500;
2.4370;0.7500;0.7500;
2.4380;0.7500;0.7500;
2.4390;0.7500;0.7500;
2.4400;0.7500;0.7500;
2.4410;0.7500;0.7500;
2.4420;0.7500;0.7500;
2.4430;0.7500;0.7500;
2.4440;0.7500;0.7500;
2.4450;0.7500;0.7500;
2.4460;0.7500;0.7500;
2.4470;0.7500;0.7500;
2.4480;0.7500;0.7500;
2.4490;0.7500;0.7500;
2.4500;0.7500;0.7500;
2.4510;0.7500;0.7500;
2.4520;0.7500;0.7500;
2.4530;0.7500;0.7500;
2.4540;0.7500;0.7500;
2.4550;0.7500;0.7500;
2.4560;0.7500;0.7500;
2.4570;0.7500;0.7500;
2.4580;0.7500;0.7500;
2.4590;0.7500;0.7500;
2.4600;0.7500;0.7500;
2.4610;0.7500;0.7500;
2.4620;0.7500;0.7500;
2.4630;0.7500;0.7500;
2.4640;0.7500;0.7500;
2.4650;0.7500;0.7500;
2.4660;0.7500;0.7500;
2.4670;0.7500;0.7500;
2.4680;0.7500;0.7500;
2.4690;0.7500;0.7500;
2.4700;0.7500;0.7500;
2.4710;0.7500;0.7500;
2.4720;0.7500;0.7500;
2.4730;0.7500;0.7500;
2.4740;0.7500;0.7500;
2.4750;0.7500;0.7500;
2.4760;0.7500;0.7500;
2.4770;0.7500;0.7500;
2.4780;0.7500;0.7500;
2.4790;0.7500;0.7500;
2.4800;0.7500;0.7500;
2.4810;0.7500;0.7500;
2.4820;0.7500;0.7500;
2.4830;0.7500;0.7500;
2.4840;0.7500;0.7500;
2.4850;0.7500;0.7500;
2.4860;0.7500;0.7500;
2.4870;0.7500;0.7500;
2.4880;0.7500;0.7500;
2.4890;0.7500;0.7500;
2.4900;0.7500;0.7500;
2.4910;0.7500;0.7500;
2.4920;0.7500;0.7500;
2.4930;0.7500;0.7500;
2.4940;0.7500;0.7500;
2.4950;0.7500;0.7500;
2.4960;0.7500;0.7500;
2.4970;0.7500;0.7500;
2.4980;0.7500;0.7500;
2.4990;0.7500;0.7500;
2.5000;0.7500;0.7500;
2.5010;0.7500;0.7500;
2.5020;0.7500;0.7500;
2.5030;0.7500;0.7500;
2.5040;0.7500;0.7500;
2.5050;0.7500;0.7500;
2.5060;0.7500;0.7500;
2.5070;0.7500;0.7500;
2.5080;0.7500;0.7500;
2.5090;0.7500;0.7500;
2.5100;0.7500;0.7500;
2.5110;0.7500;0.7500;
2.5120;0.7500;0.7500;
2.5130;0.7500;0.7500;
2.5140;0.7500;0.7500;
2.5150;0.7500;0.7500;
2.5160;0.7500;0.7500;
2.5170;0.7500;0.7500;
2.5180;0.7500;0.7500;
2.5190;0.7500;0.7500;
2.5200;0.7500;0.7500;
2.5210;0.7500;0.7500;
2.5220;0.7500;0.7500;
2.5230;0.7500;0.7500;
2.5240;0.7500;0.7500;
2.5250;0.7500;0.7500;
2.5260;0.7500;0.7500;
2.5270;0.7500;0.7500;
2.5280;0.7500;0.7500;
2.5290;0.7500;0.7500;
2.5300;0.7500;0.7500;
2.5310;0.7500;0.7500;
2.5320;0.7500;0.7500;
2.5330;0.7500;0.7500;
2.5340;0.7500;0.7500;
2.5350;0.7500;0.7500;
2.5360;0.7500;0.7500;
2.5370;0.7500;0.7500;
2.5380;0.7500;0.7500;
2.5390;0.7500;0.7500;
2.5400;0.7500;0.7500;
2.5410;0.7500;0.7500;
2.5420;0.7500;0.7500;
2.5430;0.7500;0.7500;
2.5440;0.7500;0.7500;
2.5450;0.7500;0.7500;
2.5460;0.7500;0.7500;
2.5470;0.7500;0.7500;
2.5480;0.7500;0.7500;
2.5490;0.7500;0.7500;
2.5500;0.7500;0.7500;
2.5510;0.7500;0.7500;
2.5520;0.7500;0.7500;
2.5530;0.7500;0.7500;
2.5540;0.7500;0.7500;
2.5550;0.7500;0.7500;
2.5560;0.7500;0.7500;
2.5570;0.7500;0.7500;
2.5580;0.7500;0.7500;
2.5590;0.7500;0.7500;
2.5600;0.7500;0.7500;
2.5610;0.7500;0.7500;
2.5620;0.7500;0.7500;
2.5630;0.7500;0.7500;
2.5640;0.7500;0.7500;
2.5650;0.7500;0.7500;
2.5660;0.7500;0.7500;
2.5670;0.7500;0.7500;
2.5680;0.7500;0.7500;
2.5690;0.7500;0.7500;
2.5700;0.7500;0.7500;
2.5710;0.7500;0.7500;
2.5720;0.7500;0.7500;
2.5730;0.7500;0.7500;
2.5740;0.7500;0.7500;
2.5750;0.7500;0.7500;
2.5760;0.7500;0.7500;
2.5770;0.7500;0.7500;
2.5780;0.7500;0.7500;
2.5790;0.7500;0.7500;
2.5800;0.7500;0.7500;
2.5810;0.7500;0.7500;
2.5820;0.7500;0.7500;
2.5830;0.7500;0.7500;
2.5840;0.7500;0.7500;
2.5850;0.7500;0.7500;
2.5860;0.7500;0.7500;
2.5870;0.7500;0.7500;
2.5880;0.7500;0.7500;
2.5890;0.7500;0.7500;
2.5900;0.7500;0.7500;
2.5910;0.7500;0.7500;
2.5920;0.7500;0.7500;
2.5930;0.7500;0.7500;
2.5940;0.7500;0.7500;
2.5950;0.7500;0.7500;
2.5960;0.7500;0.7500;
2.5970;0.7500;0.7500;
2.5980;0.7500;0.7500;
2.5990;0.7500;0.7500;
2.6000;0.7500;0.7500;
2.6010;0.7500;0.7500;
2.6020;0.7500;0.7500;
2.6030;0.7500;0.7500;
2.6040;0.7500;0.7500;
2.6050;0.7500;0.7500;
2.6060;0.7500;0.7500;
2.6070;0.7500;0.7500;
2.6080;0.7500;0.7500;
2.6090;0.7500;0.7500;
2.6100;0.7500;0.7500;
2.6110;0.7500;0.7500;
2.6120;0.7500;0.7500;
2.6130;0.7500;0.7500;
2.6140;0.7500;0.7500;
2.6150;0.7500;0.7500;
2.6160;0.7500;0.7500;
2.6170;0.7500;0.7500;
2.6180;0.7500;0.7500;
2.6190;0.7500;0.7500;
2.6200;0.7500;0.7500;
2.6210;0.7500;0.7500;
2.6220;0.7500;0.7500;
2.6230;0.7500;0.7500;
2.6240;0.7500;0.7500;
2.6250;0.7500;0.7500;
2.6260;0.7500;0.7500;
2.6270;0.7500;0.7500;
2.6280;0.7500;0.7500;
2.6290;0.7500;0.7500;
2.6300;0.7500;0.7500;
2.6310;0.7500;0.7500;
2.6320;0.7500;0.7500;
2.6330;0.7500;0.7500;
2.6340;0.7500;0.7500;
2.6350;0.7500;0.7500;
2.6360;0.7500;0.7500;
2.6370;0.7500;0.7500;
2.6380;0.7500;0.7500;
2.6390;0.7500;0.7500;
2.6400;0.7500;0.7500;
2.6410;0.7500;0.7500;
2.6420;0.7500;0.7500;
2.6430;0.7500;0.7500;
2.6440;0.7500;0.7500;
2.6450;0.7500;0.7500;
2.6460;0.7500;0.7500;
2.6470;0.7500;0.7500;
2.6480;0.7500;0.7500;
2.6490;0.7500;0.7500;
2.6500;0.7500;0.7500;
2.6510;0.7500;0.7500;
2.6520;0.7500;0.7500;
2.6530;0.7500;0.7500;
2.6540;0.7500;0.7500;
2.6550;0.7500;0.7500;
2.6560;0.7500;0.7500;
2.6570;0.7500;0.7500;
2.6580;0.7500;0.7500;
2.6590;0.7500;0.7500;
2.6600;0.7500;0.7500;
2.6610;0.7500;0.7500;
2.6620;0.7500;0.7500;
2.6630;0.7500;0.7500;
2.6640;0.7500;0.7500;
2.6650;0.7500;0.7500;
2.6660;0.7500;0.7500;
2.6670;0.7500;0.7500;
2.6680;0.7500;0.7500;
2.6690;0.7500;0.7500;
2.6700;0.7500;0.7500;
2.6710;0.7500;0.7500;
2.6720;0.7500;0.7500;
2.6730;0.7500;0.7500;
2.6740;0.7500;0.7500;
2.6750;0.7500;0.7500;
2.6760;0.7500;0.7500;
2.6770;0.7500;0.7500;
2.6780;0.7500;0.7500;
2.6790;0.7500;0.7500;
2.6800;0.7500;0.7500;
2.6810;0.7500;0.7500;
2.6820;0.7500;0.7500;
2.6830;0.7500;0.7500;
2.6840;0.7500;0.7500;
2.6850;0.7500;0.7500;
2.6860;0.7500;0.7500;
2.6870;0.7500;0.7500;
2.6880;0.7500;0.7500;
2.6890;0.7500;0.7500;
2.6900;0.7500;0.7500;
2.6910;0.7500;0.7500;
2.6920;0.7500;0.7500;
2.6930;0.7500;0.7500;
2.6940;0.7500;0.7500;
2.6950;0.7500;0.7500;
2.6960;0.7500;0.7500;
2.6970;0.7500;0.7500;
2.6980;0.7500;0.7500;
2.6990;0.7500;0.7500;
2.7000;0.7500;0.7500;
2.7010;0.7500;0.7500;
2.7020;0.7500;0.7500;
2.7030;0.7500;0.7500;
2.7040;0.7500;0.7500;
2.7050;0.7500;0.7500;
2.7060;0.7500;0.7500;
2.7070;0.7500;0.7500;
2.7080;0.7500;0.7500;
2.7090;0.7500;0.7500;
2.7100;0.7500;0.7500;
2.7110;0.7500;0.7500;
2.7120;0.7500;0.7500;
2.7130;0.7500;0.7500;
2.7140;0.7500;0.7500;
2.7150;0.7500;0.7500;
2.7160;0.7500;0.7500;
2.7170;0.7500;0.7500;
2.7180;0.7500;0.7500;
2.7190;0.7500;0.7500;
2.7200;0.7500;0.7500;
2.7210;0.7500;0.7500;
2.7220;0.7500;0.7500;
2.7230;0.7500;0.7500;
2.7240;0.7500;0.7500;
2.7250;0.7500;0.7500;
2.7260;0.7500;0.7500;
2.7270;0.7500;0.7500;
2.7280;0.7500;0.7500;
2.7290;0.7500;0.7500;
2.7300;0.7500;0.7500;
2.7310;0.7500;0.7500;
2.7320;0.7500;0.7500;
2.7330;0.7500;0.7500;
2.7340;0.7500;0.7500;
2.7350;0.7500;0.7500;
2.7360;0.7500;0.7500;
2.7370;0.7500;0.7500;
2.7380;0.7500;0.7500;
2.7390;0.7500;0.7500;
2.7400;0.7500;0.7500;
2.7410;0.7500;0.7500;
2.7420;0.7500;0.7500;
2.7430;0.7500;0.7500;
2.7440;0.7500;0.7500;
2.7450;0.7500;0.7500;
2.7460;0.7500;0.7500;
2.7470;0.7500;0.7500;
2.7480;0.7500;0.7500;
2.7490;0.7500;0.7500;
2.7500;0.7500;0.7500;
2.7510;0.7500;0.7500;
2.7520;0.7500;0.7500;
2.7530;0.7500;0.7500;
2.7540;0.7500;0.7500;
2.7550;0.7500;0.7500;
2.7560;0.7500;0.7500;
2.7570;0.7500;0.7500;
2.7580;0.7500;0.7500;
2.7590;0.7500;0.7500;
2.7600;0.7500;0.7500;
2.7610;0.7500;0.7500;
2.7620;0.7500;0.7500;
2.7630;0.7500;0.7500;
2.7640;0.7500;0.7500;
2.7650;0.7500;0.7500;
2.7660;0.7500;0.7500;
2.7670;0.7500;0.7500;
2.7680;0.7500;0.7500;
2.7690;0.7500;0.7500;
2.7700;0.7500;0.7500;
2.7710;0.7500;0.7500;
2.7720;0.7500;0.7500;
2.7730;0.7500;0.7500;
2.7740;0.7500;0.7500;
2.7750;0.7500;0.7500;
2.7760;0.7500;0.7500;
2.7770;0.7500;0.7500;
2.7780;0.7500;0.7500;
2.7790;0.7500;0.7500;
2.7800;0.7500;0.7500;
2.7810;0.7500;0.7500;
2.7820;0.7500;0.7500;
2.7830;0.7500;0.7500;
2.7840;0.7500;0.7500;
2.7850;0.7500;0.7500;
2.7860;0.7500;0.7500;
2.7870;0.7500;0.7500;
2.7880;0.7500;0.7500;
2.7890;0.7500;0.7500;
2.7900;0.7500;0.7500;
2.7910;0.7500;0.7500;
2.7920;0.7500;0.7500;
2.7930;0.7500;0.7500;
2.7940;0.7500;0.7500;
2.7950;0.7500;0.7500;
2.7960;0.7500;0.7500;
2.7970;0.7500;0.7500;
2.7980;0.7500;0.7500;
2.7990;0.7500;0.7500;
2.8000;0.7500;0.7500;
2.8010;0.7500;0.7500;
2.8020;0.7500;0.7500;
2.8030;0.7500;0.7500;
2.8040;0.7500;0.7500;
2.8050;0.7500;0.7500;
2.8060;0.7500;0.7500;
2.8070;0.7500;0.7500;
2.8080;0.7500;0.7500;
2.8090;0.7500;0.7500;
2.8100;0.7500;0.7500;
2.8110;0.7500;0.7500;
2.8120;0.7500;0.7500;
2.8130;0.7500;0.7500;
2.8140;0.7500;0.7500;
2.8150;0.7500;0.7500;
2.8160;0.7500;0.7500;
2.8170;0.7500;0.7500;
2.8180;0.7500;0.7500;
2.8190;0.7500;0.7500;
2.8200;0.7500;0.7500;
2.8210;0.7500;0.7500;
2.8220;0.7500;0.7500;
2.8230;0.7500;0.7500;
2.8240;0.7500;0.7500;
2.8250;0.7500;0.7500;
2.8260;0.7500;0.7500;
2.8270;0.7500;0.7500;
2.8280;0.7500;0.7500;
2.8290;0.7500;0.7500;
2.8300;0.7500;0.7500;
2.8310;0.7500;0.7500;
2.8320;0.7500;0.7500;
2.8330;0.7500;0.7500;
2.8340;0.7500;0.7500;
2.8350;0.7500;0.7500;
2.8360;0.7500;0.7500;
2.8370;0.7500;0.7500;
2.8380;0.7500;0.7500;
2.8390;0.7500;0.7500;
2.8400;0.7500;0.7500;
2.8410;0.7500;0.7500;
2.8420;0.7500;0.7500;
2.8430;0.7500;0.7500;
2.8440;0.7500;0.7500;
2.8450;0.7500;0.7500;
2.8460;0.7500;0.7500;
2.8470;0.7500;0.7500;
2.8480;0.7500;0.7500;
2.8490;0.7500;0.7500;
2.8500;0.7500;0.7500;
2.8510;0.7500;0.7500;
2.8520;0.7500;0.7500;
2.8530;0.7500;0.7500;
2.8540;0.7500;0.7500;
2.8550;0.7500;0.7500;
2.8560;0.7500;0.7500;
2.8570;0.7500;0.7500;
2.8580;0.7500;0.7500;
2.8590;0.7500;0.7500;
2.8600;0.7500;0.7500;
2.8610;0.7500;0.7500;
2.8620;0.7500;0.7500;
2.8630;0.7500;0.7500;
2.8640;0.7500;0.7500;
2.8650;0.7500;0.7500;
2.8660;0.7500;0.7500;
2.8670;0.7500;0.7500;
2.8680;0.7500;0.7500;
2.8690;0.7500;0.7500;
2.8700;0.7500;0.7500;
2.8710;0.7500;0.7500;
2.8720;0.7500;0.7500;
2.8730;0.7500;0.7500;
2.8740;0.7500;0.7500;
2.8750;0.7500;0.7500;
2.8760;0.7500;0.7500;
2.8770;0.7500;0.7500;
2.8780;0.7500;0.7500;
2.8790;0.7500;0.7500;
2.8800;0.7500;0.7500;
2.8810;0.7500;0.7500;
2.8820;0.7500;0.7500;
2.8830;0.7500;0.7500;
2.8840;0.7500;0.7500;
2.8850;0.7500;0.7500;
2.8860;0.7500;0.7500;
2.8870;0.7500;0.7500;
2.8880;0.7500;0.7500;
2.8890;0.7500;0.7500;
2.8900;0.7500;0.7500;
2.8910;0.7500;0.7500;
2.8920;0.7500;0.7500;
2.8930;0.7500;0.7500;
2.8940;0.7500;0.7500;
2.8950;0.7500;0.7500;
2.8960;0.7500;0.7500;
2.8970;0.7500;0.7500;
2.8980;0.7500;0.7500;
2.8990;0.7500;0.7500;
2.9000;0.7500;0.7500;
2.9010;0.7500;0.7500;
2.9020;0.7500;0.7500;
2.9030;0.7500;0.7500;
2.9040;0.7500;0.7500;
2.9050;0.7500;0.7500;
2.9060;0.7500;0.7500;
2.9070;0.7500;0.7500;
2.9080;0.7500;0.7500;
2.9090;0.7500;0.7500;
2.9100;0.7500;0.7500;
2.9110;0.7500;0.7500;
2.9120;0.7500;0.7500;
2.9130;0.7500;0.7500;
2.9140;0.7500;0.7500;
2.9150;0.7500;0.7500;
2.9160;0.7500;0.7500;
2.9170;0.7500;0.7500;
2.9180;0.7500;0.7500;
2.9190;0.7500;0.7500;
2.9200;0.7500;0.7500;
2.9210;0.7500;0.7500;
2.9220;0.7500;0.7500;
2.9230;0.7500;0.7500;
2.9240;0.7500;0.7500;
2.9250;0.7500;0.7500;
2.9260;0.7500;0.7500;
2.9270;0.7500;0.7500;
2.9280;0.7500;0.7500;
2.9290;0.7500;0.7500;
2.9300;0.7500;0.7500;
2.9310;0.7500;0.7500;
2.9320;0.7500;0.7500;
2.9330;0.7500;0.7500;
2.9340;0.7500;0.7500;
2.9350;0.7500;0.7500;
2.9360;0.7500;0.7500;
2.9370;0.7500;0.7500;
2.9380;0.7500;0.7500;
2.9390;0.7500;0.7500;
2.9400;0.7500;0.7500;
2.9410;0.7500;0.7500;
2.9420;0.7500;0.7500;
2.9430;0.7500;0.7500;
2.9440;0.7500;0.7500;
2.9450;0.7500;0.7500;
2.9460;0.7500;0.7500;
2.9470;0.7500;0.7500;
2.9480;0.7500;0.7500;
2.9490;0.7500;0.7500;
2.9500;0.7500;0.7500;
2.9510;0.7500;0.7500;
2.9520;0.7500;0.7500;
2.9530;0.7500;0.7500;
2.9540;0.7500;0.7500;
2.9550;0.7500;0.7500;
2.9560;0.7500;0.7500;
2.9570;0.7500;0.7500;
2.9580;0.7500;0.7500;
2.9590;0.7500;0.7500;
2.9600;0.7500;0.7500;
2.9610;0.7500;0.7500;
2.9620;0.7500;0.7500;
2.9630;0.7500;0.7500;
2.9640;0.7500;0.7500;
2.9650;0.7500;0.7500;
2.9660;0.7500;0.7500;
2.9670;0.7500;0.7500;
2.9680;0.7500;0.7500;
2.9690;0.7500;0.7500;
2.9700;0.7500;0.7500;
2.9710;0.7500;0.7500;
2.9720;0.7500;0.7500;
2.9730;0.7500;0.7500;
2.9740;0.7500;0.7500;
2.9750;0.7500;0.7500;
2.9760;0.7500;0.7500;
2.9770;0.7500;0.7500;
2.9780;0.7500;0.7500;
2.9790;0.7500;0.7500;
2.9800;0.7500;0.7500;
2.9810;0.7500;0.7500;
2.9820;0.7500;0.7500;
2.9830;0.7500;0.7500;
2.9840;0.7500;0.7500;
2.9850;0.7500;0.7500;
2.9860;0.7500;0.7500;
2.9870;0.7500;0.7500;
2.9880;0.7500;0.7500;
2.9890;0.7500;0.7500;
2.9900;0.7500;0.7500;
2.9910;0.7500;0.7500;
2.9920;0.7500;0.7500;
2.9930;0.7500;0.7500;
2.9940;0.7500;0.7500;
2.9950;0.7500;0.7500;
2.9960;0.7500;0.7500;
2.9970;0.7500;0.7500;
2.9980;0.7500;0.7500;
2.9990;0.7500;0.7500;
3.0000;0.7500;0.7500;
3.0010;0.7500;0.7500;
3.0020;0.7500;0.7500;
3.0030;0.7500;0.7500;
3.0040;0.7500;0.7500;
3.0050;0.7500;0.7500;
3.0060;0.7500;0.7500;
3.0070;0.7500;0.7500;
3.0080;0.7500;0.7500;
3.0090;0.7500;0.7500;
3.0100;0.7500;0.7500;
3.0110;0.7500;0.7500;
3.0120;0.7500;0.7500;
3.0130;0.7500;0.7500;
3.0140;0.7500;0.7500;
3.0150;0.7500;0.7500;
3.0160;0.7500;0.7500;
3.0170;0.7500;0.7500;
3.0180;0.7500;0.7500;
3.0190;0.7500;0.7500;
3.0200;0.7500;0.7500;
3.0210;0.7500;0.7500;
3.0220;0.7500;0.7500;
3.0230;0.7500;0.7500;
3.0240;0.7500;0.7500;
3.0250;0.7500;0.7500;
3.0260;0.7500;0.7500;
3.0270;0.7500;0.7500;
3.0280;0.7500;0.7500;
3.0290;0.7500;0.7500;
3.0300;0.7500;0.7500;
3.0310;0.7500;0.7500;
3.0320;0.7500;0.7500;
3.0330;0.7500;0.7500;
3.0340;0.7500;0.7500;
3.0350;0.7500;0.7500;
3.0360;0.7500;0.7500;
3.0370;0.7500;0.7500;
3.0380;0.7500;0.7500;
3.0390;0.7500;0.7500;
3.0400;0.7500;0.7500;
3.0410;0.7500;0.7500;
3.0420;0.7500;0.7500;
3.0430;0.7500;0.7500;
3.0440;0.7500;0.7500;
3.0450;0.7500;0.7500;
3.0460;0.7500;0.7500;
3.0470;0.7500;0.7500;
3.0480;0.7500;0.7500;
3.0490;0.7500;0.7500;
3.0500;0.7500;0.7500;
3.0510;0.7500;0.7500;
3.0520;0.7500;0.7500;
3.0530;0.7500;0.7500;
3.0540;0.7500;0.7500;
3.0550;0.7500;0.7500;
3.0560;0.7500;0.7500;
3.0570;0.7500;0.7500;
3.0580;0.7500;0.7500;
3.0590;0.7500;0.7500;
3.0600;0.7500;0.7500;
3.0610;0.7500;0.7500;
3.0620;0.7500;0.7500;
3.0630;0.7500;0.7500;
3.0640;0.7500;0.7500;
3.0650;0.7500;0.7500;
3.0660;0.7500;0.7500;
3.0670;0.7500;0.7500;
3.0680;0.7500;0.7500;
3.0690;0.7500;0.7500;
3.0700;0.7500;0.7500;
3.0710;0.7500;0.7500;
3.0720;0.7500;0.7500;
3.0730;0.7500;0.7500;
3.0740;0.7500;0.7500;
3.0750;0.7500;0.7500;
3.0760;0.7500;0.7500;
3.0770;0.7500;0.7500;
3.0780;0.7500;0.7500;
3.0790;0.7500;0.7500;
3.0800;0.7500;0.7500;
3.0810;0.7500;0.7500;
3.0820;0.7500;0.7500;
3.0830;0.7500;0.7500;
3.0840;0.7500;0.7500;
3.0850;0.7500;0.7500;
3.0860;0.7500;0.7500;
3.0870;0.7500;0.7500;
3.0880;0.7500;0.7500;
3.0890;0.7500;0.7500;
