time;WT4B_WT_controlMeasurements_PPu;WT4B_WT_controlMeasurements_QPu;WT4B_WT_controlMeasurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
12.198210;0.509883;-0.219652;1.015177;1.010958;0.092466;-0.480465;-0.261217;
12.203579;0.508093;-0.216648;1.016074;1.011908;0.091918;-0.478715;-0.257584;
12.208949;0.506037;-0.218014;1.015714;1.011590;0.091436;-0.476863;-0.258620;
12.214319;0.504279;-0.220311;1.015079;1.010987;0.091059;-0.475316;-0.260729;
12.225058;0.502320;-0.222681;1.014426;1.010369;0.090632;-0.473584;-0.262877;
12.235798;0.501359;-0.223268;1.014271;1.010234;0.090405;-0.472716;-0.263309;
12.257277;0.500777;-0.222890;1.014390;1.010368;0.090246;-0.472167;-0.262777;
12.278756;0.500644;-0.222406;1.014532;1.010515;0.090197;-0.472029;-0.262224;
12.321713;0.500816;-0.221574;1.014770;1.010752;0.090215;-0.472160;-0.261360;
12.407629;0.501165;-0.220114;1.015187;1.011166;0.090260;-0.472435;-0.259854;
12.579460;0.501265;-0.217780;1.015859;1.011845;0.090214;-0.472452;-0.257353;
12.923123;0.501194;-0.214773;1.016726;1.012726;0.090105;-0.472289;-0.254095;
13.610448;0.501137;-0.212055;1.017509;1.013521;0.090007;-0.472148;-0.251156;
14.297774;0.501099;-0.210866;1.017852;1.013868;0.089961;-0.472074;-0.249869;
15.672425;0.501036;-0.210226;1.018036;1.014057;0.089926;-0.471995;-0.249168;
17.047075;0.500979;-0.210058;1.018086;1.014108;0.089906;-0.471937;-0.248975;
19.796377;0.500878;-0.210009;1.018101;1.014126;0.089879;-0.471842;-0.248901;
19.999996;0.500872;-0.210008;1.018102;1.014127;0.089877;-0.471836;-0.248900;
20.003201;0.499095;-0.212507;1.017410;1.014283;0.079305;-0.472795;-0.246481;
20.003201;0.499114;-0.212513;1.017410;1.014314;0.079310;-0.472798;-0.246482;
20.003698;0.498871;-0.212819;1.017325;1.014348;0.077677;-0.472974;-0.246029;
20.003698;0.498876;-0.212821;1.017325;1.014355;0.077677;-0.472975;-0.246029;
20.003708;0.498871;-0.212827;1.017323;1.014356;0.077644;-0.472979;-0.246019;
20.003708;0.498871;-0.212827;1.017323;1.014356;0.077643;-0.472979;-0.246019;
20.006557;0.497542;-0.214507;1.016861;1.014565;0.068283;-0.474022;-0.243330;
20.006872;0.497457;-0.214546;1.016850;1.014614;0.067262;-0.474190;-0.242891;
20.008871;0.496766;-0.215214;1.016669;1.014854;0.060735;-0.475103;-0.240497;
20.012870;0.495935;-0.215420;1.016623;1.015500;0.047778;-0.477329;-0.234589;
20.020867;0.495242;-0.214645;1.016857;1.016618;0.022036;-0.482344;-0.221591;
20.028864;0.494922;-0.213936;1.017068;1.017059;-0.003633;-0.487366;-0.208607;
20.044859;0.494675;-0.213313;1.017249;1.015770;-0.054820;-0.496881;-0.183185;
20.060853;0.494532;-0.213037;1.017328;1.011810;-0.105830;-0.505254;-0.157703;
20.092842;0.494531;-0.212567;1.017465;0.996215;-0.206862;-0.518366;-0.105737;
20.156820;0.494544;-0.211846;1.017672;0.935037;-0.401700;-0.528665;0.000555;
20.284776;0.494572;-0.210903;1.017942;0.703491;-0.735736;-0.485517;0.207975;
20.540689;0.494639;-0.210182;1.018136;-0.041729;-1.017293;-0.186350;0.493875;
20.558378;0.485233;-0.206156;1.018148;-0.096297;-1.003835;-0.157548;0.498493;
20.558378;0.494643;-0.210143;1.018160;-0.098170;-1.013416;-0.158591;0.503458;
20.562819;0.494647;-0.210106;1.018170;-0.112304;-1.011958;-0.151511;0.505616;
20.571703;0.494652;-0.210034;1.018191;-0.140503;-1.008450;-0.137270;0.509633;
20.584363;0.494337;-0.209848;1.018206;-0.180442;-1.001760;-0.116804;0.514508;
20.584363;0.494654;-0.209982;1.018206;-0.180496;-1.002080;-0.116842;0.514673;
20.588779;0.494654;-0.209963;1.018211;-0.194382;-0.999485;-0.109672;0.516238;
20.597610;0.494654;-0.209935;1.018219;-0.222036;-0.993715;-0.095281;0.519072;
20.615273;0.494655;-0.209892;1.018231;-0.276811;-0.979883;-0.066304;0.523541;
20.650598;0.494662;-0.209821;1.018252;-0.383640;-0.943216;-0.007845;0.527633;
20.721248;0.494679;-0.209723;1.018280;-0.581882;-0.835648;0.108584;0.516361;
20.862548;0.494712;-0.209644;1.018301;-0.884390;-0.504769;0.319880;0.419623;
20.933198;0.494728;-0.209606;1.018312;-0.973823;-0.297706;0.404429;0.338877;
20.968524;0.494736;-0.209595;1.018315;-1.000806;-0.188026;0.439479;0.291993;
20.986186;0.494739;-0.209592;1.018316;-1.009694;-0.132232;0.455000;0.267167;
20.999996;0.493293;-0.208976;1.018317;-1.012991;-0.088200;0.465476;0.246825;
20.999996;0.494738;-0.209597;1.018315;-1.014479;-0.088303;0.466162;0.247182;
21.000689;0.495144;-0.208981;1.018485;-1.014643;-0.088388;0.466516;0.246604;
21.000689;0.495146;-0.208982;1.018486;-1.014642;-0.088388;0.466518;0.246605;
21.002903;0.496356;-0.207201;1.018977;-1.015114;-0.088642;0.467577;0.244946;
21.002903;0.496358;-0.207203;1.018976;-1.015113;-0.088643;0.467579;0.244948;
21.003259;0.496511;-0.207007;1.019030;-1.015164;-0.088676;0.467714;0.244770;
21.007256;0.498170;-0.204943;1.019595;-1.015700;-0.089035;0.469176;0.242903;
21.015249;0.499615;-0.204541;1.019688;-1.015762;-0.089391;0.470497;0.242772;
21.023242;0.500277;-0.205162;1.019500;-1.015557;-0.089579;0.471129;0.243576;
21.039229;0.500713;-0.206045;1.019241;-1.015284;-0.089716;0.471559;0.244613;
21.055216;0.500892;-0.206468;1.019116;-1.015155;-0.089775;0.471739;0.245104;
21.087190;0.500992;-0.206948;1.018977;-1.015012;-0.089815;0.471847;0.245639;
21.151138;0.501025;-0.207698;1.018762;-1.014792;-0.089846;0.471902;0.246451;
21.279034;0.501052;-0.208704;1.018473;-1.014499;-0.089883;0.471959;0.247536;
21.534825;0.501063;-0.209656;1.018200;-1.014222;-0.089915;0.472001;0.248561;
21.919586;0.501053;-0.210017;1.018096;-1.014117;-0.089924;0.472004;0.248947;
21.922666;0.501053;-0.210022;1.018095;-1.014116;-0.089924;0.472004;0.248952;
21.928827;0.501053;-0.210032;1.018092;-1.014113;-0.089924;0.472004;0.248963;
21.941149;0.501053;-0.210050;1.018087;-1.014108;-0.089925;0.472004;0.248982;
21.965792;0.501052;-0.210082;1.018078;-1.014098;-0.089926;0.472005;0.249016;
22.015079;0.501051;-0.210132;1.018063;-1.014084;-0.089927;0.472005;0.249070;
22.113652;0.501048;-0.210191;1.018046;-1.014067;-0.089928;0.472004;0.249133;
22.310798;0.501041;-0.210225;1.018037;-1.014057;-0.089927;0.471999;0.249167;
22.705091;0.501024;-0.210188;1.018048;-1.014069;-0.089922;0.471983;0.249124;
23.493677;0.500992;-0.210097;1.018074;-1.014096;-0.089911;0.471950;0.249020;
23.688894;0.500984;-0.210089;1.018077;-1.014099;-0.089908;0.471942;0.249009;
23.690205;0.500984;-0.210088;1.018077;-1.014099;-0.089908;0.471942;0.249009;
23.692827;0.500984;-0.210088;1.018077;-1.014099;-0.089908;0.471942;0.249009;
23.698071;0.500984;-0.210088;1.018077;-1.014099;-0.089908;0.471942;0.249008;
23.708560;0.500984;-0.210086;1.018077;-1.014100;-0.089908;0.471942;0.249007;
23.729538;0.500983;-0.210084;1.018078;-1.014100;-0.089908;0.471941;0.249004;
23.771493;0.500981;-0.210080;1.018079;-1.014102;-0.089907;0.471939;0.248999;
23.855404;0.500978;-0.210072;1.018082;-1.014104;-0.089906;0.471936;0.248990;
24.023226;0.500971;-0.210057;1.018086;-1.014109;-0.089904;0.471929;0.248973;
24.358869;0.500957;-0.210037;1.018092;-1.014115;-0.089900;0.471916;0.248948;
25.000000;0.500932;-0.210017;1.018098;-1.014122;-0.089893;0.471892;0.248922;
