time;Model_TEST_u;Model_TEST_v;Model_TEST_x;Model_TEST_y;
4.920000;-2.920000;-3.920000;-18.286400;11.446400;
4.930000;-2.930000;-3.930000;-18.374900;11.514900;
4.940000;-2.940000;-3.940000;-18.463600;11.583600;
4.950000;-2.950000;-3.950000;-18.552500;11.652500;
4.960000;-2.960000;-3.960000;-18.641600;11.721600;
4.970000;-2.970000;-3.970000;-18.730900;11.790900;
4.980000;-2.980000;-3.980000;-18.820400;11.860400;
4.990000;-2.990000;-3.990000;-18.910100;11.930100;
5.000000;-3.000000;-4.000000;-19.000000;12.000000;
5.010000;-3.010000;-4.010000;-19.090100;12.070100;
5.020000;-3.020000;-4.020000;-19.180400;12.140400;
5.030000;-3.030000;-4.030000;-19.270900;12.210900;
5.040000;-3.040000;-4.040000;-19.361600;12.281600;
5.050000;-3.050000;-4.050000;-19.452500;12.352500;
5.060000;-3.060000;-4.060000;-19.543600;12.423600;
5.070000;-3.070000;-4.070000;-19.634900;12.494900;
5.080000;-3.080000;-4.080000;-19.726400;12.566400;
5.090000;-3.090000;-4.090000;-19.818100;12.638100;
5.100000;-3.100000;-4.100000;-19.910000;12.710000;
5.110000;-3.110000;-4.110000;-20.002100;12.782100;
5.120000;-3.120000;-4.120000;-20.094400;12.854400;
5.130000;-3.130000;-4.130000;-20.186900;12.926900;
5.140000;-3.140000;-4.140000;-20.279600;12.999600;
5.150000;-3.150000;-4.150000;-20.372500;13.072500;
5.160000;-3.160000;-4.160000;-20.465600;13.145600;
5.170000;-3.170000;-4.170000;-20.558900;13.218900;
5.180000;-3.180000;-4.180000;-20.652400;13.292400;
5.190000;-3.190000;-4.190000;-20.746100;13.366100;
5.200000;-3.200000;-4.200000;-20.840000;13.440000;
5.210000;-3.210000;-4.210000;-20.934100;13.514100;
5.220000;-3.220000;-4.220000;-21.028400;13.588400;
5.230000;-3.230000;-4.230000;-21.122900;13.662900;
5.240000;-3.240000;-4.240000;-21.217600;13.737600;
5.250000;-3.250000;-4.250000;-21.312500;13.812500;
5.260000;-3.260000;-4.260000;-21.407600;13.887600;
5.270000;-3.270000;-4.270000;-21.502900;13.962900;
5.280000;-3.280000;-4.280000;-21.598400;14.038400;
5.290000;-3.290000;-4.290000;-21.694100;14.114100;
5.300000;-3.300000;-4.300000;-21.790000;14.190000;
5.310000;-3.310000;-4.310000;-21.886100;14.266100;
5.320000;-3.320000;-4.320000;-21.982400;14.342400;
5.330000;-3.330000;-4.330000;-22.078900;14.418900;
5.340000;-3.340000;-4.340000;-22.175600;14.495600;
5.350000;-3.350000;-4.350000;-22.272500;14.572500;
5.360000;-3.360000;-4.360000;-22.369600;14.649600;
5.370000;-3.370000;-4.370000;-22.466900;14.726900;
5.380000;-3.380000;-4.380000;-22.564400;14.804400;
5.390000;-3.390000;-4.390000;-22.662100;14.882100;
5.400000;-3.400000;-4.400000;-22.760000;14.960000;
5.410000;-3.410000;-4.410000;-22.858100;15.038100;
5.420000;-3.420000;-4.420000;-22.956400;15.116400;
5.430000;-3.430000;-4.430000;-23.054900;15.194900;
5.440000;-3.440000;-4.440000;-23.153600;15.273600;
5.450000;-3.450000;-4.450000;-23.252500;15.352500;
5.460000;-3.460000;-4.460000;-23.351600;15.431600;
5.470000;-3.470000;-4.470000;-23.450900;15.510900;
5.480000;-3.480000;-4.480000;-23.550400;15.590400;
5.490000;-3.490000;-4.490000;-23.650100;15.670100;
5.500000;-3.500000;-4.500000;-23.750000;15.750000;
5.510000;-3.510000;-4.510000;-23.850100;15.830100;
5.520000;-3.520000;-4.520000;-23.950400;15.910400;
5.530000;-3.530000;-4.530000;-24.050900;15.990900;
5.540000;-3.540000;-4.540000;-24.151600;16.071600;
5.550000;-3.550000;-4.550000;-24.252500;16.152500;
5.560000;-3.560000;-4.560000;-24.353600;16.233600;
5.570000;-3.570000;-4.570000;-24.454900;16.314900;
5.580000;-3.580000;-4.580000;-24.556400;16.396400;
5.590000;-3.590000;-4.590000;-24.658100;16.478100;
5.600000;-3.600000;-4.600000;-24.760000;16.560000;
5.610000;-3.610000;-4.610000;-24.862100;16.642100;
5.620000;-3.620000;-4.620000;-24.964400;16.724400;
5.630000;-3.630000;-4.630000;-25.066900;16.806900;
5.640000;-3.640000;-4.640000;-25.169600;16.889600;
5.650000;-3.650000;-4.650000;-25.272500;16.972500;
5.660000;-3.660000;-4.660000;-25.375600;17.055600;
5.670000;-3.670000;-4.670000;-25.478900;17.138900;
5.680000;-3.680000;-4.680000;-25.582400;17.222400;
5.690000;-3.690000;-4.690000;-25.686100;17.306100;
5.700000;-3.700000;-4.700000;-25.790000;17.390000;
5.710000;-3.710000;-4.710000;-25.894100;17.474100;
5.720000;-3.720000;-4.720000;-25.998400;17.558400;
5.730000;-3.730000;-4.730000;-26.102900;17.642900;
5.740000;-3.740000;-4.740000;-26.207600;17.727600;
5.750000;-3.750000;-4.750000;-26.312500;17.812500;
5.760000;-3.760000;-4.760000;-26.417600;17.897600;
5.770000;-3.770000;-4.770000;-26.522900;17.982900;
5.780000;-3.780000;-4.780000;-26.628400;18.068400;
5.790000;-3.790000;-4.790000;-26.734100;18.154100;
5.800000;-3.800000;-4.800000;-26.840000;18.240000;
5.810000;-3.810000;-4.810000;-26.946100;18.326100;
5.820000;-3.820000;-4.820000;-27.052400;18.412400;
5.830000;-3.830000;-4.830000;-27.158900;18.498900;
5.840000;-3.840000;-4.840000;-27.265600;18.585600;
5.850000;-3.850000;-4.850000;-27.372500;18.672500;
5.860000;-3.860000;-4.860000;-27.479600;18.759600;
5.870000;-3.870000;-4.870000;-27.586900;18.846900;
5.880000;-3.880000;-4.880000;-27.694400;18.934400;
5.890000;-3.890000;-4.890000;-27.802100;19.022100;
5.900000;-3.900000;-4.900000;-27.910000;19.110000;
5.910000;-3.910000;-4.910000;-28.018100;19.198100;
5.920000;-3.920000;-4.920000;-28.126400;19.286400;
5.930000;-3.930000;-4.930000;-28.234900;19.374900;
5.940000;-3.940000;-4.940000;-28.343600;19.463600;
5.950000;-3.950000;-4.950000;-28.452500;19.552500;
5.960000;-3.960000;-4.960000;-28.561600;19.641600;
5.970000;-3.970000;-4.970000;-28.670900;19.730900;
5.980000;-3.980000;-4.980000;-28.780400;19.820400;
5.990000;-3.990000;-4.990000;-28.890100;19.910100;
6.000000;-4.000000;-5.000000;-29.000000;20.000000;
6.010000;-4.010000;-5.010000;-29.110100;20.090100;
6.020000;-4.020000;-5.020000;-29.220400;20.180400;
6.030000;-4.030000;-5.030000;-29.330900;20.270900;
6.040000;-4.040000;-5.040000;-29.441600;20.361600;
6.050000;-4.050000;-5.050000;-29.552500;20.452500;
6.060000;-4.060000;-5.060000;-29.663600;20.543600;
6.070000;-4.070000;-5.070000;-29.774900;20.634900;
6.080000;-4.080000;-5.080000;-29.886400;20.726400;
6.090000;-4.090000;-5.090000;-29.998100;20.818100;
6.100000;-4.100000;-5.100000;-30.110000;20.910000;
6.110000;-4.110000;-5.110000;-30.222100;21.002100;
6.120000;-4.120000;-5.120000;-30.334400;21.094400;
6.130000;-4.130000;-5.130000;-30.446900;21.186900;
6.140000;-4.140000;-5.140000;-30.559600;21.279600;
6.150000;-4.150000;-5.150000;-30.672500;21.372500;
6.160000;-4.160000;-5.160000;-30.785600;21.465600;
6.170000;-4.170000;-5.170000;-30.898900;21.558900;
6.180000;-4.180000;-5.180000;-31.012400;21.652400;
6.190000;-4.190000;-5.190000;-31.126100;21.746100;
6.200000;-4.200000;-5.200000;-31.240000;21.840000;
6.210000;-4.210000;-5.210000;-31.354100;21.934100;
6.220000;-4.220000;-5.220000;-31.468400;22.028400;
6.230000;-4.230000;-5.230000;-31.582900;22.122900;
6.240000;-4.240000;-5.240000;-31.697600;22.217600;
6.250000;-4.250000;-5.250000;-31.812500;22.312500;
6.260000;-4.260000;-5.260000;-31.927600;22.407600;
6.270000;-4.270000;-5.270000;-32.042900;22.502900;
6.280000;-4.280000;-5.280000;-32.158400;22.598400;
6.290000;-4.290000;-5.290000;-32.274100;22.694100;
6.300000;-4.300000;-5.300000;-32.390000;22.790000;
6.310000;-4.310000;-5.310000;-32.506100;22.886100;
6.320000;-4.320000;-5.320000;-32.622400;22.982400;
6.330000;-4.330000;-5.330000;-32.738900;23.078900;
6.340000;-4.340000;-5.340000;-32.855600;23.175600;
6.350000;-4.350000;-5.350000;-32.972500;23.272500;
6.360000;-4.360000;-5.360000;-33.089600;23.369600;
6.370000;-4.370000;-5.370000;-33.206900;23.466900;
6.380000;-4.380000;-5.380000;-33.324400;23.564400;
6.390000;-4.390000;-5.390000;-33.442100;23.662100;
6.400000;-4.400000;-5.400000;-33.560000;23.760000;
6.410000;-4.410000;-5.410000;-33.678100;23.858100;
6.420000;-4.420000;-5.420000;-33.796400;23.956400;
6.430000;-4.430000;-5.430000;-33.914900;24.054900;
6.440000;-4.440000;-5.440000;-34.033600;24.153600;
6.450000;-4.450000;-5.450000;-34.152500;24.252500;
6.460000;-4.460000;-5.460000;-34.271600;24.351600;
6.470000;-4.470000;-5.470000;-34.390900;24.450900;
6.480000;-4.480000;-5.480000;-34.510400;24.550400;
6.490000;-4.490000;-5.490000;-34.630100;24.650100;
6.500000;-4.500000;-5.500000;-34.750000;24.750000;
6.510000;-4.510000;-5.510000;-34.870100;24.850100;
6.520000;-4.520000;-5.520000;-34.990400;24.950400;
6.530000;-4.530000;-5.530000;-35.110900;25.050900;
6.540000;-4.540000;-5.540000;-35.231600;25.151600;
6.550000;-4.550000;-5.550000;-35.352500;25.252500;
6.560000;-4.560000;-5.560000;-35.473600;25.353600;
6.570000;-4.570000;-5.570000;-35.594900;25.454900;
6.580000;-4.580000;-5.580000;-35.716400;25.556400;
6.590000;-4.590000;-5.590000;-35.838100;25.658100;
6.600000;-4.600000;-5.600000;-35.960000;25.760000;
6.610000;-4.610000;-5.610000;-36.082100;25.862100;
6.620000;-4.620000;-5.620000;-36.204400;25.964400;
6.630000;-4.630000;-5.630000;-36.326900;26.066900;
6.640000;-4.640000;-5.640000;-36.449600;26.169600;
6.650000;-4.650000;-5.650000;-36.572500;26.272500;
6.660000;-4.660000;-5.660000;-36.695600;26.375600;
6.670000;-4.670000;-5.670000;-36.818900;26.478900;
6.680000;-4.680000;-5.680000;-36.942400;26.582400;
6.690000;-4.690000;-5.690000;-37.066100;26.686100;
6.700000;-4.700000;-5.700000;-37.190000;26.790000;
6.710000;-4.710000;-5.710000;-37.314100;26.894100;
6.720000;-4.720000;-5.720000;-37.438400;26.998400;
6.730000;-4.730000;-5.730000;-37.562900;27.102900;
6.740000;-4.740000;-5.740000;-37.687600;27.207600;
6.750000;-4.750000;-5.750000;-37.812500;27.312500;
6.760000;-4.760000;-5.760000;-37.937600;27.417600;
6.770000;-4.770000;-5.770000;-38.062900;27.522900;
6.780000;-4.780000;-5.780000;-38.188400;27.628400;
6.790000;-4.790000;-5.790000;-38.314100;27.734100;
6.800000;-4.800000;-5.800000;-38.440000;27.840000;
6.810000;-4.810000;-5.810000;-38.566100;27.946100;
6.820000;-4.820000;-5.820000;-38.692400;28.052400;
6.830000;-4.830000;-5.830000;-38.818900;28.158900;
6.840000;-4.840000;-5.840000;-38.945600;28.265600;
6.850000;-4.850000;-5.850000;-39.072500;28.372500;
6.860000;-4.860000;-5.860000;-39.199600;28.479600;
6.870000;-4.870000;-5.870000;-39.326900;28.586900;
6.880000;-4.880000;-5.880000;-39.454400;28.694400;
6.890000;-4.890000;-5.890000;-39.582100;28.802100;
6.900000;-4.900000;-5.900000;-39.710000;28.910000;
6.910000;-4.910000;-5.910000;-39.838100;29.018100;
6.920000;-4.920000;-5.920000;-39.966400;29.126400;
6.930000;-4.930000;-5.930000;-40.094900;29.234900;
6.940000;-4.940000;-5.940000;-40.223600;29.343600;
6.950000;-4.950000;-5.950000;-40.352500;29.452500;
6.960000;-4.960000;-5.960000;-40.481600;29.561600;
6.970000;-4.970000;-5.970000;-40.610900;29.670900;
6.980000;-4.980000;-5.980000;-40.740400;29.780400;
6.990000;-4.990000;-5.990000;-40.870100;29.890100;
7.000000;-5.000000;-6.000000;-41.000000;30.000000;
7.010000;-5.010000;-6.010000;-41.130100;30.110100;
7.020000;-5.020000;-6.020000;-41.260400;30.220400;
7.030000;-5.030000;-6.030000;-41.390900;30.330900;
7.040000;-5.040000;-6.040000;-41.521600;30.441600;
7.050000;-5.050000;-6.050000;-41.652500;30.552500;
7.060000;-5.060000;-6.060000;-41.783600;30.663600;
7.070000;-5.070000;-6.070000;-41.914900;30.774900;
7.080000;-5.080000;-6.080000;-42.046400;30.886400;
7.090000;-5.090000;-6.090000;-42.178100;30.998100;
7.100000;-5.100000;-6.100000;-42.310000;31.110000;
7.110000;-5.110000;-6.110000;-42.442100;31.222100;
7.120000;-5.120000;-6.120000;-42.574400;31.334400;
7.130000;-5.130000;-6.130000;-42.706900;31.446900;
7.140000;-5.140000;-6.140000;-42.839600;31.559600;
7.150000;-5.150000;-6.150000;-42.972500;31.672500;
7.160000;-5.160000;-6.160000;-43.105600;31.785600;
7.170000;-5.170000;-6.170000;-43.238900;31.898900;
7.180000;-5.180000;-6.180000;-43.372400;32.012400;
7.190000;-5.190000;-6.190000;-43.506100;32.126100;
7.200000;-5.200000;-6.200000;-43.640000;32.240000;
7.210000;-5.210000;-6.210000;-43.774100;32.354100;
7.220000;-5.220000;-6.220000;-43.908400;32.468400;
7.230000;-5.230000;-6.230000;-44.042900;32.582900;
7.240000;-5.240000;-6.240000;-44.177600;32.697600;
7.250000;-5.250000;-6.250000;-44.312500;32.812500;
7.260000;-5.260000;-6.260000;-44.447600;32.927600;
7.270000;-5.270000;-6.270000;-44.582900;33.042900;
7.280000;-5.280000;-6.280000;-44.718400;33.158400;
7.290000;-5.290000;-6.290000;-44.854100;33.274100;
7.300000;-5.300000;-6.300000;-44.990000;33.390000;
7.310000;-5.310000;-6.310000;-45.126100;33.506100;
7.320000;-5.320000;-6.320000;-45.262400;33.622400;
7.330000;-5.330000;-6.330000;-45.398900;33.738900;
7.340000;-5.340000;-6.340000;-45.535600;33.855600;
7.350000;-5.350000;-6.350000;-45.672500;33.972500;
7.360000;-5.360000;-6.360000;-45.809600;34.089600;
7.370000;-5.370000;-6.370000;-45.946900;34.206900;
7.380000;-5.380000;-6.380000;-46.084400;34.324400;
7.390000;-5.390000;-6.390000;-46.222100;34.442100;
7.400000;-5.400000;-6.400000;-46.360000;34.560000;
7.410000;-5.410000;-6.410000;-46.498100;34.678100;
7.420000;-5.420000;-6.420000;-46.636400;34.796400;
7.430000;-5.430000;-6.430000;-46.774900;34.914900;
7.440000;-5.440000;-6.440000;-46.913600;35.033600;
7.450000;-5.450000;-6.450000;-47.052500;35.152500;
7.460000;-5.460000;-6.460000;-47.191600;35.271600;
7.470000;-5.470000;-6.470000;-47.330900;35.390900;
7.480000;-5.480000;-6.480000;-47.470400;35.510400;
7.490000;-5.490000;-6.490000;-47.610100;35.630100;
7.500000;-5.500000;-6.500000;-47.750000;35.750000;
7.510000;-5.510000;-6.510000;-47.890100;35.870100;
7.520000;-5.520000;-6.520000;-48.030400;35.990400;
7.530000;-5.530000;-6.530000;-48.170900;36.110900;
7.540000;-5.540000;-6.540000;-48.311600;36.231600;
7.550000;-5.550000;-6.550000;-48.452500;36.352500;
7.560000;-5.560000;-6.560000;-48.593600;36.473600;
7.570000;-5.570000;-6.570000;-48.734900;36.594900;
7.580000;-5.580000;-6.580000;-48.876400;36.716400;
7.590000;-5.590000;-6.590000;-49.018100;36.838100;
7.600000;-5.600000;-6.600000;-49.160000;36.960000;
7.610000;-5.610000;-6.610000;-49.302100;37.082100;
7.620000;-5.620000;-6.620000;-49.444400;37.204400;
7.630000;-5.630000;-6.630000;-49.586900;37.326900;
7.640000;-5.640000;-6.640000;-49.729600;37.449600;
7.650000;-5.650000;-6.650000;-49.872500;37.572500;
7.660000;-5.660000;-6.660000;-50.015600;37.695600;
7.670000;-5.670000;-6.670000;-50.158900;37.818900;
7.680000;-5.680000;-6.680000;-50.302400;37.942400;
7.690000;-5.690000;-6.690000;-50.446100;38.066100;
7.700000;-5.700000;-6.700000;-50.590000;38.190000;
7.710000;-5.710000;-6.710000;-50.734100;38.314100;
7.720000;-5.720000;-6.720000;-50.878400;38.438400;
7.730000;-5.730000;-6.730000;-51.022900;38.562900;
7.740000;-5.740000;-6.740000;-51.167600;38.687600;
7.750000;-5.750000;-6.750000;-51.312500;38.812500;
7.760000;-5.760000;-6.760000;-51.457600;38.937600;
7.770000;-5.770000;-6.770000;-51.602900;39.062900;
7.780000;-5.780000;-6.780000;-51.748400;39.188400;
7.790000;-5.790000;-6.790000;-51.894100;39.314100;
7.800000;-5.800000;-6.800000;-52.040000;39.440000;
7.810000;-5.810000;-6.810000;-52.186100;39.566100;
7.820000;-5.820000;-6.820000;-52.332400;39.692400;
7.830000;-5.830000;-6.830000;-52.478900;39.818900;
7.840000;-5.840000;-6.840000;-52.625600;39.945600;
7.850000;-5.850000;-6.850000;-52.772500;40.072500;
7.860000;-5.860000;-6.860000;-52.919600;40.199600;
7.870000;-5.870000;-6.870000;-53.066900;40.326900;
7.880000;-5.880000;-6.880000;-53.214400;40.454400;
7.890000;-5.890000;-6.890000;-53.362100;40.582100;
7.900000;-5.900000;-6.900000;-53.510000;40.710000;
7.910000;-5.910000;-6.910000;-53.658100;40.838100;
7.920000;-5.920000;-6.920000;-53.806400;40.966400;
7.930000;-5.930000;-6.930000;-53.954900;41.094900;
7.940000;-5.940000;-6.940000;-54.103600;41.223600;
7.950000;-5.950000;-6.950000;-54.252500;41.352500;
7.960000;-5.960000;-6.960000;-54.401600;41.481600;
7.970000;-5.970000;-6.970000;-54.550900;41.610900;
7.980000;-5.980000;-6.980000;-54.700400;41.740400;
7.990000;-5.990000;-6.990000;-54.850100;41.870100;
8.000000;-6.000000;-7.000000;-55.000000;42.000000;
8.010000;-6.010000;-7.010000;-55.150100;42.130100;
8.020000;-6.020000;-7.020000;-55.300400;42.260400;
8.030000;-6.030000;-7.030000;-55.450900;42.390900;
8.040000;-6.040000;-7.040000;-55.601600;42.521600;
8.050000;-6.050000;-7.050000;-55.752500;42.652500;
8.060000;-6.060000;-7.060000;-55.903600;42.783600;
8.070000;-6.070000;-7.070000;-56.054900;42.914900;
8.080000;-6.080000;-7.080000;-56.206400;43.046400;
8.090000;-6.090000;-7.090000;-56.358100;43.178100;
8.100000;-6.100000;-7.100000;-56.510000;43.310000;
8.110000;-6.110000;-7.110000;-56.662100;43.442100;
8.120000;-6.120000;-7.120000;-56.814400;43.574400;
8.130000;-6.130000;-7.130000;-56.966900;43.706900;
8.140000;-6.140000;-7.140000;-57.119600;43.839600;
8.150000;-6.150000;-7.150000;-57.272500;43.972500;
8.160000;-6.160000;-7.160000;-57.425600;44.105600;
8.170000;-6.170000;-7.170000;-57.578900;44.238900;
8.180000;-6.180000;-7.180000;-57.732400;44.372400;
8.190000;-6.190000;-7.190000;-57.886100;44.506100;
8.200000;-6.200000;-7.200000;-58.040000;44.640000;
8.210000;-6.210000;-7.210000;-58.194100;44.774100;
8.220000;-6.220000;-7.220000;-58.348400;44.908400;
8.230000;-6.230000;-7.230000;-58.502900;45.042900;
8.240000;-6.240000;-7.240000;-58.657600;45.177600;
8.250000;-6.250000;-7.250000;-58.812500;45.312500;
8.260000;-6.260000;-7.260000;-58.967600;45.447600;
8.270000;-6.270000;-7.270000;-59.122900;45.582900;
8.280000;-6.280000;-7.280000;-59.278400;45.718400;
8.290000;-6.290000;-7.290000;-59.434100;45.854100;
8.300000;-6.300000;-7.300000;-59.590000;45.990000;
8.310000;-6.310000;-7.310000;-59.746100;46.126100;
8.320000;-6.320000;-7.320000;-59.902400;46.262400;
8.330000;-6.330000;-7.330000;-60.058900;46.398900;
8.340000;-6.340000;-7.340000;-60.215600;46.535600;
8.350000;-6.350000;-7.350000;-60.372500;46.672500;
8.360000;-6.360000;-7.360000;-60.529600;46.809600;
8.370000;-6.370000;-7.370000;-60.686900;46.946900;
8.380000;-6.380000;-7.380000;-60.844400;47.084400;
8.390000;-6.390000;-7.390000;-61.002100;47.222100;
8.400000;-6.400000;-7.400000;-61.160000;47.360000;
8.410000;-6.410000;-7.410000;-61.318100;47.498100;
8.420000;-6.420000;-7.420000;-61.476400;47.636400;
8.430000;-6.430000;-7.430000;-61.634900;47.774900;
8.440000;-6.440000;-7.440000;-61.793600;47.913600;
8.450000;-6.450000;-7.450000;-61.952500;48.052500;
8.460000;-6.460000;-7.460000;-62.111600;48.191600;
8.470000;-6.470000;-7.470000;-62.270900;48.330900;
8.480000;-6.480000;-7.480000;-62.430400;48.470400;
8.490000;-6.490000;-7.490000;-62.590100;48.610100;
8.500000;-6.500000;-7.500000;-62.750000;48.750000;
8.510000;-6.510000;-7.510000;-62.910100;48.890100;
8.520000;-6.520000;-7.520000;-63.070400;49.030400;
8.530000;-6.530000;-7.530000;-63.230900;49.170900;
8.540000;-6.540000;-7.540000;-63.391600;49.311600;
8.550000;-6.550000;-7.550000;-63.552500;49.452500;
8.560000;-6.560000;-7.560000;-63.713600;49.593600;
8.570000;-6.570000;-7.570000;-63.874900;49.734900;
8.580000;-6.580000;-7.580000;-64.036400;49.876400;
8.590000;-6.590000;-7.590000;-64.198100;50.018100;
8.600000;-6.600000;-7.600000;-64.360000;50.160000;
8.610000;-6.610000;-7.610000;-64.522100;50.302100;
8.620000;-6.620000;-7.620000;-64.684400;50.444400;
8.630000;-6.630000;-7.630000;-64.846900;50.586900;
8.640000;-6.640000;-7.640000;-65.009600;50.729600;
8.650000;-6.650000;-7.650000;-65.172500;50.872500;
8.660000;-6.660000;-7.660000;-65.335600;51.015600;
8.670000;-6.670000;-7.670000;-65.498900;51.158900;
8.680000;-6.680000;-7.680000;-65.662400;51.302400;
8.690000;-6.690000;-7.690000;-65.826100;51.446100;
8.700000;-6.700000;-7.700000;-65.990000;51.590000;
8.710000;-6.710000;-7.710000;-66.154100;51.734100;
8.720000;-6.720000;-7.720000;-66.318400;51.878400;
8.730000;-6.730000;-7.730000;-66.482900;52.022900;
8.740000;-6.740000;-7.740000;-66.647600;52.167600;
8.750000;-6.750000;-7.750000;-66.812500;52.312500;
8.760000;-6.760000;-7.760000;-66.977600;52.457600;
8.770000;-6.770000;-7.770000;-67.142900;52.602900;
8.780000;-6.780000;-7.780000;-67.308400;52.748400;
8.790000;-6.790000;-7.790000;-67.474100;52.894100;
8.800000;-6.800000;-7.800000;-67.640000;53.040000;
8.810000;-6.810000;-7.810000;-67.806100;53.186100;
8.820000;-6.820000;-7.820000;-67.972400;53.332400;
8.830000;-6.830000;-7.830000;-68.138900;53.478900;
8.840000;-6.840000;-7.840000;-68.305600;53.625600;
8.850000;-6.850000;-7.850000;-68.472500;53.772500;
8.860000;-6.860000;-7.860000;-68.639600;53.919600;
8.870000;-6.870000;-7.870000;-68.806900;54.066900;
8.880000;-6.880000;-7.880000;-68.974400;54.214400;
8.890000;-6.890000;-7.890000;-69.142100;54.362100;
8.900000;-6.900000;-7.900000;-69.310000;54.510000;
8.910000;-6.910000;-7.910000;-69.478100;54.658100;
8.920000;-6.920000;-7.920000;-69.646400;54.806400;
8.930000;-6.930000;-7.930000;-69.814900;54.954900;
8.940000;-6.940000;-7.940000;-69.983600;55.103600;
8.950000;-6.950000;-7.950000;-70.152500;55.252500;
8.960000;-6.960000;-7.960000;-70.321600;55.401600;
8.970000;-6.970000;-7.970000;-70.490900;55.550900;
8.980000;-6.980000;-7.980000;-70.660400;55.700400;
8.990000;-6.990000;-7.990000;-70.830100;55.850100;
9.000000;-7.000000;-8.000000;-71.000000;56.000000;
9.010000;-7.010000;-8.010000;-71.170100;56.150100;
9.020000;-7.020000;-8.020000;-71.340400;56.300400;
9.030000;-7.030000;-8.030000;-71.510900;56.450900;
9.040000;-7.040000;-8.040000;-71.681600;56.601600;
9.050000;-7.050000;-8.050000;-71.852500;56.752500;
9.060000;-7.060000;-8.060000;-72.023600;56.903600;
9.070000;-7.070000;-8.070000;-72.194900;57.054900;
9.080000;-7.080000;-8.080000;-72.366400;57.206400;
9.090000;-7.090000;-8.090000;-72.538100;57.358100;
9.100000;-7.100000;-8.100000;-72.710000;57.510000;
9.110000;-7.110000;-8.110000;-72.882100;57.662100;
9.120000;-7.120000;-8.120000;-73.054400;57.814400;
9.130000;-7.130000;-8.130000;-73.226900;57.966900;
9.140000;-7.140000;-8.140000;-73.399600;58.119600;
9.150000;-7.150000;-8.150000;-73.572500;58.272500;
9.160000;-7.160000;-8.160000;-73.745600;58.425600;
9.170000;-7.170000;-8.170000;-73.918900;58.578900;
9.180000;-7.180000;-8.180000;-74.092400;58.732400;
9.190000;-7.190000;-8.190000;-74.266100;58.886100;
9.200000;-7.200000;-8.200000;-74.440000;59.040000;
9.210000;-7.210000;-8.210000;-74.614100;59.194100;
9.220000;-7.220000;-8.220000;-74.788400;59.348400;
9.230000;-7.230000;-8.230000;-74.962900;59.502900;
9.240000;-7.240000;-8.240000;-75.137600;59.657600;
9.250000;-7.250000;-8.250000;-75.312500;59.812500;
9.260000;-7.260000;-8.260000;-75.487600;59.967600;
9.270000;-7.270000;-8.270000;-75.662900;60.122900;
9.280000;-7.280000;-8.280000;-75.838400;60.278400;
9.290000;-7.290000;-8.290000;-76.014100;60.434100;
9.300000;-7.300000;-8.300000;-76.190000;60.590000;
9.310000;-7.310000;-8.310000;-76.366100;60.746100;
9.320000;-7.320000;-8.320000;-76.542400;60.902400;
9.330000;-7.330000;-8.330000;-76.718900;61.058900;
9.340000;-7.340000;-8.340000;-76.895600;61.215600;
9.350000;-7.350000;-8.350000;-77.072500;61.372500;
9.360000;-7.360000;-8.360000;-77.249600;61.529600;
9.370000;-7.370000;-8.370000;-77.426900;61.686900;
9.380000;-7.380000;-8.380000;-77.604400;61.844400;
9.390000;-7.390000;-8.390000;-77.782100;62.002100;
9.400000;-7.400000;-8.400000;-77.960000;62.160000;
9.410000;-7.410000;-8.410000;-78.138100;62.318100;
9.420000;-7.420000;-8.420000;-78.316400;62.476400;
9.430000;-7.430000;-8.430000;-78.494900;62.634900;
9.440000;-7.440000;-8.440000;-78.673600;62.793600;
9.450000;-7.450000;-8.450000;-78.852500;62.952500;
9.460000;-7.460000;-8.460000;-79.031600;63.111600;
9.470000;-7.470000;-8.470000;-79.210900;63.270900;
9.480000;-7.480000;-8.480000;-79.390400;63.430400;
9.490000;-7.490000;-8.490000;-79.570100;63.590100;
9.500000;-7.500000;-8.500000;-79.750000;63.750000;
9.510000;-7.510000;-8.510000;-79.930100;63.910100;
9.520000;-7.520000;-8.520000;-80.110400;64.070400;
9.530000;-7.530000;-8.530000;-80.290900;64.230900;
9.540000;-7.540000;-8.540000;-80.471600;64.391600;
9.550000;-7.550000;-8.550000;-80.652500;64.552500;
9.560000;-7.560000;-8.560000;-80.833600;64.713600;
9.570000;-7.570000;-8.570000;-81.014900;64.874900;
9.580000;-7.580000;-8.580000;-81.196400;65.036400;
9.590000;-7.590000;-8.590000;-81.378100;65.198100;
9.600000;-7.600000;-8.600000;-81.560000;65.360000;
9.610000;-7.610000;-8.610000;-81.742100;65.522100;
9.620000;-7.620000;-8.620000;-81.924400;65.684400;
9.630000;-7.630000;-8.630000;-82.106900;65.846900;
9.640000;-7.640000;-8.640000;-82.289600;66.009600;
9.650000;-7.650000;-8.650000;-82.472500;66.172500;
9.660000;-7.660000;-8.660000;-82.655600;66.335600;
9.670000;-7.670000;-8.670000;-82.838900;66.498900;
9.680000;-7.680000;-8.680000;-83.022400;66.662400;
9.690000;-7.690000;-8.690000;-83.206100;66.826100;
9.700000;-7.700000;-8.700000;-83.390000;66.990000;
9.710000;-7.710000;-8.710000;-83.574100;67.154100;
9.720000;-7.720000;-8.720000;-83.758400;67.318400;
