"time","reducedOrderSFR.deltaFrequency"
4.768,-1.744553653180204
4.772,-1.74364146460177
4.776,-1.742728571061063
4.78,-1.741814979837819
4.784,-1.740900698188006
4.788,-1.739985733343899
4.792,-1.739070092514151
4.796,-1.73815378288386
4.8,-1.737236811614645
4.804,-1.736319185844715
4.808,-1.735400912688939
4.812,-1.734481999238918
4.816,-1.733562452563057
4.82,-1.732642279706632
4.824,-1.731721487691869
4.828,-1.730800083518004
4.832,-1.729878074161364
4.836,-1.728955466575434
4.84,-1.728032267690925
4.844,-1.72710848441585
4.848,-1.726184123635595
4.852,-1.725259192212983
4.856,-1.724333696988354
4.86,-1.723407644779631
4.864,-1.722481042382392
4.868,-1.72155389656994
4.872,-1.720626214093377
4.876,-1.719698001681673
4.88,-1.718769266041734
4.884,-1.71784001385848
4.888,-1.71691025179491
4.892,-1.715979986492175
4.896,-1.71504922456965
4.9,-1.714117972625004
4.904,-1.713186237234271
4.908,-1.712254024951922
4.912,-1.711321342310932
4.916,-1.710388195822859
4.92,-1.709454591977907
4.924,-1.708520537244999
4.928,-1.707586038071855
4.932,-1.70665110088505
4.936,-1.705715732090098
4.94,-1.704779938071512
4.944,-1.703843725192887
4.948,-1.702907099796957
4.952,-1.70197006820568
4.956,-1.701032620377261
4.96,-1.700094764396246
4.964,-1.699156519185942
4.968,-1.698217890928295
4.972,-1.697278885783859
4.976,-1.696339509891871
4.98,-1.695399769370301
4.984,-1.69445967031593
4.988,-1.693519218804403
4.992,-1.692578420890299
4.996,-1.691637282607194
5,-1.690695809967724
5.004,-1.68975400896365
5.008,-1.688811885565922
5.012,-1.687869445724741
5.016,-1.686926695369626
5.02,-1.685983640409477
5.024,-1.685040286732638
5.028,-1.684096640206962
5.032,-1.683152706679875
5.036,-1.68220849197844
5.04,-1.68126400190942
5.044,-1.680319242259344
5.048,-1.679374218794569
5.052,-1.678428937261347
5.056,-1.677483403385883
5.06,-1.676537622874407
5.064,-1.675591601413233
5.068,-1.674645344668823
5.072,-1.673698858287852
5.076,-1.672752147897275
5.08,-1.671805219104384
5.084,-1.67085807749688
5.088,-1.669910728642931
5.092,-1.66896317809124
5.096,-1.668015431371104
5.1,-1.667067493992486
5.104,-1.66611937144607
5.108,-1.665171069203334
5.112,-1.664222592716604
5.116,-1.663273947419128
5.12,-1.662325138725134
5.124,-1.661376172029895
5.128,-1.660427052709793
5.132,-1.659477786122387
5.136,-1.658528377606468
5.14,-1.657578832482134
5.144,-1.656629156050847
5.148,-1.655679353595497
5.152,-1.65472943038047
5.156,-1.653779391651707
5.16,-1.652829242636775
5.164,-1.651878988544923
5.168,-1.650928634567153
5.172,-1.649978185876277
5.176,-1.649027647626989
5.18,-1.648077024955923
5.184,-1.647126322981718
5.188,-1.646175546805086
5.192,-1.645224701508871
5.196,-1.644273792158115
5.2,-1.643322823800122
5.204,-1.642371801464524
5.208,-1.641420730163341
5.212,-1.640469614891049
5.216,-1.63951846062464
5.22,-1.638567272323691
5.224,-1.63761605302678
5.228,-1.636664781227365
5.232,-1.635713488304623
5.236,-1.634762179091491
5.24,-1.633810858402845
5.244,-1.632859531035558
5.248,-1.63190820176855
5.252,-1.630956875362853
5.256,-1.630005556561665
5.26,-1.629054250090405
5.264,-1.628102960656772
5.268,-1.627151692950803
5.272,-1.626200451644927
5.276,-1.625249241394025
5.28,-1.624298066835485
5.284,-1.623346932589261
5.288,-1.622395843257925
5.292,-1.621444803426732
5.296,-1.62049381766367
5.3,-1.619542890519521
5.304,-1.618592026527916
5.308,-1.617641230205391
5.312,-1.61669050605145
5.316,-1.615739858548612
5.32,-1.614789292162477
5.324,-1.61383881134178
5.328,-1.612888420518447
5.332,-1.61193812410765
5.336,-1.61098792650787
5.34,-1.61003783210095
5.344,-1.60908784525215
5.348,-1.608137970310208
5.352,-1.607188211607398
5.356,-1.60623857345958
5.36,-1.605289060166266
5.364,-1.604339676010668
5.368,-1.603390425259764
5.372,-1.602441312164347
5.376,-1.601492340959086
5.38,-1.600543515862585
5.384,-1.599594841077434
5.388,-1.598646320790273
5.392,-1.597697959171842
5.396,-1.596749760377043
5.4,-1.595801728544996
5.404,-1.594853867799096
5.408,-1.593906182247066
5.412,-1.59295867598102
5.416,-1.592011353077518
5.42,-1.591064217597621
5.424,-1.59011727358695
5.428,-1.589170525075742
5.432,-1.588223976078907
5.436,-1.587277630596087
5.44,-1.586331492611709
5.444,-1.585385566095046
5.448,-1.584439855000272
5.452,-1.58349436326652
5.456,-1.582549094817935
5.46,-1.58160405356374
5.464,-1.580659243398282
5.468,-1.579714668201097
5.472,-1.578770331836964
5.476,-1.577826238155961
5.48,-1.576882390993525
5.484,-1.575938794170507
5.488,-1.574995451493227
5.492,-1.574052366753536
5.496,-1.573109527452226
5.5,-1.572166940234347
5.504,-1.571224620442166
5.508,-1.570282571754934
5.512,-1.569340797836793
5.516,-1.568399302336827
5.52,-1.567458088889113
5.524,-1.566517161112771
5.528,-1.565576522612013
5.532,-1.564636176976196
5.536,-1.563696127779868
5.54,-1.562756378582824
5.544,-1.561816932930151
5.548,-1.560877794352281
5.552,-1.559938966365041
5.556,-1.559000452469703
5.56,-1.558062256153033
5.564,-1.557124380887347
5.568,-1.556186830130551
5.572,-1.555249607326201
5.576,-1.55431271590355
5.58,-1.553376159277595
5.584,-1.552439940849132
5.588,-1.551504064004805
5.592,-1.550568532117154
5.596,-1.549633348544668
5.6,-1.548698516631835
5.604,-1.547764039709189
5.608,-1.546829921093366
5.612,-1.545896164087149
5.616,-1.544962771979522
5.62,-1.544029748045717
5.624,-1.543097095547269
5.628,-1.542164817732059
5.632,-1.541232917834374
5.636,-1.540301399074946
5.64,-1.539370264661014
5.644,-1.538439517786364
5.648,-1.537509161631387
5.652,-1.536579199363125
5.656,-1.53564963413532
5.66,-1.534720469088471
5.664,-1.533791707349878
5.668,-1.532863352033693
5.672,-1.531935406240974
5.676,-1.531007873059731
5.68,-1.530080755564978
5.684,-1.529154056818787
5.688,-1.528227779870331
5.692,-1.527301927755937
5.696,-1.526376503499143
5.7,-1.525451510110737
5.704,-1.524526950588816
5.708,-1.523602827918832
5.712,-1.522679145073644
5.716,-1.521755905013568
5.72,-1.520833110686427
5.724,-1.5199107650276
5.728,-1.518988870960077
5.732,-1.518067431394503
5.736,-1.517146449229231
5.74,-1.516225927350375
5.744,-1.515305868631858
5.748,-1.514386275935459
5.752,-1.513467152110869
5.756,-1.512548499995738
5.76,-1.511630322415727
5.764,-1.510712620032987
5.768,-1.509795373991432
5.772,-1.508878609291521
5.776,-1.507962328662047
5.78,-1.507046534819233
5.784,-1.506131230466784
5.788,-1.505216418295925
5.792,-1.50430210098545
5.796,-1.503388281201762
5.8,-1.502474961598922
5.804,-1.501562144818689
5.808,-1.500649833490567
5.812,-1.499738030231848
5.816,-1.498826737647656
5.82,-1.497915958330992
5.824,-1.497005694862778
5.828,-1.496095949811903
5.832,-1.495186725735263
5.836,-1.494278025177809
5.84,-1.493369850672591
5.844,-1.492462204740798
5.848,-1.491555089891811
5.852,-1.490648508623236
5.856,-1.489742463420959
5.86,-1.488836956759182
5.864,-1.487931991100472
5.868,-1.487027568895804
5.872,-1.486123692584606
5.876,-1.485220364594799
5.88,-1.484317587342849
5.884,-1.483415363233803
5.888,-1.482513694661342
5.892,-1.481612584007814
5.896,-1.480712033644291
5.9,-1.479812045930602
5.904,-1.478912623215386
5.908,-1.478013767836129
5.912,-1.477115482119215
5.916,-1.476217768379965
5.92,-1.475320628922683
5.924,-1.474424066040702
5.928,-1.473528082016427
5.932,-1.472632679121376
5.936,-1.47173785961623
5.94,-1.470843625750873
5.944,-1.46994997976444
5.948,-1.469056923885357
5.952,-1.468164460331387
5.956,-1.467272591309676
5.96,-1.466381319016796
5.964,-1.465490645638787
5.968,-1.464600573351206
5.972,-1.463711104319166
5.976,-1.462822240697385
5.98,-1.461933984630226
5.984,-1.461046338251745
5.988,-1.460159303685734
5.992,-1.459272883045763
5.996,-1.458387078435227
6,-1.457501891947391
6.004,-1.45661732566543
6.008,-1.455733381662478
6.012,-1.454850062001667
6.016,-1.45396736873618
6.02,-1.453085303909284
6.024,-1.452203869554383
6.028,-1.451323067695058
6.032,-1.450442900345114
6.036,-1.449563355873321
6.04,-1.448684439534623
6.044,-1.447806162231861
6.048,-1.446928525895477
6.052,-1.446051532445612
6.056,-1.445175183792143
6.06,-1.444299481834727
6.064,-1.443424428462833
6.068,-1.442550025555788
6.072,-1.441676274982809
6.076,-1.440803178603046
6.08,-1.439930738265622
6.084,-1.439058955809666
6.088,-1.438187833064359
6.092,-1.437317371848967
6.096,-1.436447573972884
6.1,-1.435578441235669
6.104,-1.434709975427082
6.108,-1.433842178327131
6.112,-1.432975051706102
6.116,-1.432108597324601
6.12,-1.431242816933596
6.124,-1.430377712274451
6.128,-1.429513285078969
6.132,-1.428649537069427
6.136,-1.427786469958618
6.14,-1.426924085449887
6.144,-1.426062385237174
6.148,-1.425201371005048
6.152,-1.424341044428748
6.156,-1.423481407174225
6.16,-1.422622460898173
6.164,-1.421764207248076
6.168,-1.420906647862243
6.172,-1.420049784369848
6.176,-1.419193618390965
6.18,-1.418338151536614
6.184,-1.417483385408793
6.188,-1.416629321600521
6.192,-1.415775961695875
6.196,-1.414923307270031
6.2,-1.414071359889298
6.204,-1.413220121111162
6.208,-1.412369592484325
6.212,-1.411519775548737
6.216,-1.410670671835644
6.22,-1.409822282867621
6.224,-1.40897461015861
6.228,-1.408127655213965
6.232,-1.407281419530483
6.236,-1.406435904596452
6.24,-1.40559111189168
6.244,-1.404747042887539
6.248,-1.403903699047007
6.252,-1.403061081824699
6.256,-1.402219192666912
6.26,-1.401378033011662
6.264,-1.400537604288722
6.268,-1.399697907919663
6.272,-1.398858945317889
6.276,-1.398020717888681
6.28,-1.397183227029231
6.284,-1.396346474128685
6.288,-1.395510460568177
6.292,-1.394675187720873
6.296,-1.393840656952007
6.3,-1.393006869618919
6.304,-1.392173824873383
6.308,-1.391341507068798
6.312,-1.390509935408777
6.316,-1.389679111178816
6.32,-1.388849035656032
6.324,-1.388019710109194
6.328,-1.387191135798763
6.332,-1.386363313976921
6.336,-1.385536245887605
6.34,-1.384709932766547
6.344,-1.383884375841298
6.348,-1.383059576331269
6.352,-1.382235535447763
6.356,-1.381412254394009
6.36,-1.380589734365195
6.364,-1.379767976548504
6.368,-1.378946982123143
6.372,-1.378126752260384
6.376,-1.377307288123592
6.38,-1.376488590868263
6.384,-1.375670661642054
6.388,-1.374853501584819
6.392,-1.374037111828644
6.396,-1.373221493497879
6.4,-1.372406647709171
6.404,-1.371592575571502
6.408,-1.370779278186218
6.412,-1.369966756647066
6.416,-1.369155012040226
6.42,-1.368344045444348
6.424,-1.367533857930582
6.428,-1.366724450562613
6.432,-1.365915824396698
6.436,-1.365107980481695
6.44,-1.364300919859099
6.444,-1.36349464356308
6.448,-1.362689152620507
6.452,-1.361884448050993
6.456,-1.36108053086692
6.46,-1.360277402073481
6.464,-1.359475062668705
6.468,-1.358673513643498
6.472,-1.357872755981673
6.476,-1.357072790659986
6.48,-1.35627361864817
6.484,-1.355475240908965
6.488,-1.354677658398155
6.492,-1.353880872064607
6.496,-1.353084882850294
6.5,-1.352289691690335
6.504,-1.35149529951303
6.508,-1.350701707239891
6.512,-1.349908915785679
6.516,-1.349116926058434
6.52,-1.348325738959511
6.524,-1.347535355383614
6.528,-1.34674577621883
6.532,-1.345957002346661
6.536,-1.345169034642062
6.54,-1.344381873973469
6.544,-1.343595521202839
6.548,-1.342809977185679
6.552,-1.342025242771083
6.556,-1.341241318801764
6.56,-1.340458206114088
6.564,-1.33967590553811
6.568,-1.338894417897607
6.572,-1.338113744010108
6.576,-1.33733387274724
6.58,-1.336554808460682
6.584,-1.33577655910979
6.588,-1.334999125449638
6.592,-1.334222508228598
6.596,-1.333446708188361
6.6,-1.332671726063974
6.604,-1.331897562583867
6.608,-1.33112421846988
6.612,-1.330351694437295
6.616,-1.329579991194865
6.62,-1.328809109444842
6.624,-1.328039049883007
6.628,-1.3272698131987
6.632,-1.326501400074847
6.636,-1.325733811187993
6.64,-1.324967047208329
6.644,-1.324201108799719
6.648,-1.323435996619735
6.652,-1.322671711319682
6.656,-1.321908253544626
6.66,-1.321145623933431
6.664,-1.320383823118778
6.668,-1.319622851727201
6.672,-1.318862710379116
6.676,-1.318103399688848
6.68,-1.317344920264661
6.684,-1.316587272708786
6.688,-1.315830457617455
6.692,-1.315074475580925
6.696,-1.31431932718351
6.7,-1.313565013003611
6.704,-1.31281153361374
6.708,-1.312058889580559
6.712,-1.311307081464899
6.716,-1.310556109821795
6.72,-1.309805975200517
6.724,-1.309056678144593
6.728,-1.308308219191843
6.732,-1.307560598874409
6.736,-1.306813817718778
6.74,-1.306067876245822
6.744,-1.305322774970815
6.748,-1.304578514403471
6.752,-1.303835095047972
6.756,-1.303092517402993
6.76,-1.302350781961736
6.764,-1.301609889211958
6.768,-1.300869839635998
6.772,-1.30013063371081
6.776,-1.29939227190799
6.78,-1.298654754693804
6.784,-1.297918082529222
6.788,-1.297182255869941
6.792,-1.29644727516642
6.796,-1.295713140863906
6.8,-1.294979853402466
6.804,-1.294247413217012
6.808,-1.293515820737333
6.812,-1.292785076388127
6.816,-1.292055180589024
6.82,-1.291326133754621
6.824,-1.290597936294507
6.828,-1.289870588613298
6.832,-1.289144091110657
6.836,-1.288418444181334
6.84,-1.287693648215189
6.844,-1.286969701406488
6.848,-1.286246590655099
6.852,-1.285524330908626
6.856,-1.284802922503733
6.86,-1.284082365771771
6.864,-1.283362661038807
6.868,-1.282643808625647
6.872,-1.281925808847864
6.876,-1.281208662015819
6.88,-1.280492368434692
6.884,-1.2797769284045
6.888,-1.279062342220128
6.892,-1.278348610171353
6.896,-1.277635732542865
6.9,-1.276923709614299
6.904,-1.276212541660253
6.908,-1.27550222895032
6.912,-1.274792771749107
6.916,-1.274084170316265
6.92,-1.273376424906511
6.924,-1.272669535769654
6.928,-1.271963503150624
6.932,-1.271258327289487
6.936,-1.270554008421483
6.94,-1.269850546777041
6.944,-1.26914794258181
6.948,-1.268446196056683
6.952,-1.267745307417819
6.956,-1.267045276876672
6.96,-1.266346104640015
6.964,-1.265647790909964
6.968,-1.264950335884004
6.972,-1.264253739755015
6.976,-1.263558002711296
6.98,-1.262863124936591
6.984,-1.262169106610113
6.988,-1.261475947906569
6.992,-1.260783648996187
6.996,-1.260092210044742
7,-1.259401631213576
7.004,-1.258711912659627
7.008,-1.258023054535457
7.012,-1.257335056989269
7.016,-1.25664792016494
7.02,-1.255961644202042
7.024,-1.255276229235869
7.028,-1.254591675397462
7.032,-1.253907982813629
7.036,-1.253225151606983
7.04,-1.25254318189595
7.044,-1.251862073794809
7.048,-1.251181827413709
7.052,-1.250502442858697
7.056,-1.249823920231742
7.06,-1.249146259630761
7.064,-1.248469461149644
7.068,-1.247793524878277
7.072,-1.247118450902573
7.076,-1.246444239304489
7.08,-1.245770890162059
7.084,-1.245098403549414
7.088,-1.244426779536809
7.092,-1.243756018190648
7.096,-1.243086119573507
7.1,-1.242417083744167
7.104,-1.241748910757626
7.108,-1.241081600665137
7.112,-1.240415153514225
7.116,-1.239749559445295
7.12,-1.239084821976558
7.124,-1.238420946580443
7.128,-1.237757933259486
7.132,-1.237095782012114
7.136,-1.236434492832675
7.14,-1.235774065711453
7.144,-1.23511450063469
7.148,-1.234455797584612
7.152,-1.233797956539447
7.156,-1.233140977473445
7.16,-1.232484860356903
7.164,-1.231829605156186
7.168,-1.231175211833745
7.172,-1.230521680348142
7.176,-1.229869010654072
7.18,-1.229217202702381
7.184,-1.228566256440089
7.188,-1.227916171810415
7.192,-1.227266948752792
7.196,-1.226618587202893
7.2,-1.225971087092651
7.204,-1.225324448350283
7.208,-1.224678670900307
7.212,-1.224033754663567
7.216,-1.223389699557252
7.22,-1.222746505494919
7.224,-1.222104172386517
7.228,-1.221462700138401
7.232,-1.220822088653363
7.236,-1.220182337830645
7.24,-1.219543447565968
7.244,-1.218905417751545
7.248,-1.218268248276111
7.252,-1.217631939024939
7.256,-1.216996489879863
7.26,-1.216361900719301
7.264,-1.215728171418274
7.268,-1.215095301848428
7.272,-1.214463291878058
7.276,-1.213832141372126
7.28,-1.213201850192285
7.284,-1.212572418196898
7.288,-1.211943845241063
7.292,-1.211316131176632
7.296,-1.210689275852231
7.3,-1.210063279113287
7.304,-1.209438140802043
7.308,-1.208813860757585
7.312,-1.208190438815858
7.316,-1.207567874809692
7.32,-1.206946168568822
7.324,-1.20632531991991
7.328,-1.205705328686564
7.332,-1.205086194689364
7.336,-1.204467917745878
7.34,-1.203850497670688
7.344,-1.20323393427541
7.348,-1.202618227368714
7.352,-1.202003376756349
7.356,-1.201389382241159
7.36,-1.200776243623112
7.364,-1.200163960699313
7.368,-1.199552533264032
7.372,-1.198941961108724
7.376,-1.198332244022047
7.38,-1.197723381789888
7.384,-1.197115372203445
7.388,-1.196508205048383
7.392,-1.195901891229689
7.396,-1.19529643049584
7.4,-1.194691822592203
7.404,-1.194088067261054
7.408,-1.193485164241598
7.412,-1.192883113269981
7.416,-1.192281914079316
7.42,-1.191681566399698
7.424,-1.19108206995822
7.428,-1.190483424478996
7.432,-1.189885629683173
7.436,-1.189288685288957
7.44,-1.188692591011624
7.444,-1.188097346563543
7.448,-1.187502951654191
7.452,-1.186909405990175
7.456,-1.186316709275246
7.46,-1.18572486121032
7.464,-1.185133861493497
7.468,-1.184543709820077
7.472,-1.183954405882577
7.476,-1.183365949370754
7.48,-1.182778339971619
7.484,-1.182191577369458
7.488,-1.181605661245849
7.492,-1.181020591279679
7.496,-1.180436367147164
7.5,-1.179852988521869
7.504,-1.17927045507472
7.508,-1.17868876647403
7.512,-1.178107922385512
7.516,-1.177527922472298
7.52,-1.176948766394959
7.524,-1.176370453811523
7.528,-1.175792984377491
7.532,-1.175216357745859
7.536,-1.17464057356713
7.54,-1.174065631489342
7.544,-1.173491531158074
7.548,-1.172918272216476
7.552,-1.172345854305281
7.556,-1.171774277062822
7.56,-1.171203540125054
7.564,-1.170633643125571
7.568,-1.170064585695625
7.572,-1.169496367464139
7.576,-1.168928988057736
7.58,-1.168362447100745
7.584,-1.167796744215227
7.588,-1.167231879020992
7.592,-1.166667851135617
7.596,-1.166104660174462
7.6,-1.165542305750691
7.604,-1.164980787475288
7.608,-1.164420104957078
7.612,-1.163860257802744
7.616,-1.163301245616843
7.62,-1.162743068001828
7.624,-1.162185724558064
7.628,-1.161629214883846
7.632,-1.161073538575419
7.636,-1.160518695226994
7.64,-1.159964684430769
7.644,-1.159411505776945
7.648,-1.158859158853745
7.652,-1.158307643247432
7.656,-1.157756950562421
7.66,-1.157207083588722
7.664,-1.156658045906878
7.668,-1.156109837071819
7.672,-1.155562456636215
7.676,-1.155015904150487
7.68,-1.154470179162823
7.684,-1.153925281219197
7.688,-1.153381209863379
7.692,-1.152837964636954
7.696,-1.152295545079338
7.7,-1.15175395072779
7.704,-1.151213181117429
7.708,-1.150673235781251
7.712,-1.150134114250143
7.716,-1.149595816052896
7.72,-1.149058340716227
7.724,-1.148521687764785
7.728,-1.147985856721177
7.732,-1.147450847105973
7.736,-1.146916658437729
7.74,-1.146383290232999
7.744,-1.145850742006352
7.748,-1.145319013270385
7.752,-1.144788103535741
7.756,-1.144258012311121
7.76,-1.143728739103305
7.764,-1.143200283417162
7.768,-1.142672644755666
7.772,-1.142145822619916
7.776,-1.141619816509146
7.78,-1.141094625920743
7.784,-1.140570250350261
7.788,-1.140046689291439
7.792,-1.139523942236214
7.796,-1.139002008674737
7.8,-1.138480888095386
7.804,-1.137960579984789
7.808,-1.137441083827829
7.812,-1.136922399107668
7.816,-1.136404525305757
7.82,-1.135887461901854
7.824,-1.13537120837404
7.828,-1.13485576419873
7.832,-1.134341128850696
7.836,-1.133827301803072
7.84,-1.133314282527381
7.844,-1.132802070493542
7.848,-1.132290665169886
7.852,-1.131780066023177
7.856,-1.131270272518623
7.86,-1.13076128411989
7.864,-1.130253100289122
7.868,-1.129745720486953
7.872,-1.129239144172522
7.876,-1.128733370803493
7.88,-1.128228399836063
7.884,-1.127724230724984
7.888,-1.127220862923577
7.892,-1.126718295883742
7.896,-1.126216529055982
7.9,-1.125715561889411
7.904,-1.125215393831774
7.908,-1.124716024329461
7.912,-1.12421745282752
7.916,-1.123719678769677
7.92,-1.123222701598348
7.924,-1.122726518978902
7.928,-1.122231122963159
7.932,-1.12173652148134
7.936,-1.121242713950036
7.94,-1.120749699784253
7.944,-1.120257478397432
7.948,-1.119766049201461
7.952,-1.119275411606687
7.956,-1.11878556502193
7.96,-1.118296508854492
7.964,-1.117808242510178
7.968,-1.117320765393299
7.972,-1.116834076906691
7.976,-1.116348176451728
7.98,-1.11586306342833
7.984,-1.115378737234983
7.988,-1.114895197268746
7.992,-1.114412442925264
7.996,-1.113930473598785
8,-1.113449288682171
8.004,-1.112968887566909
8.007999999999999,-1.112489269643125
8.012,-1.112010434299598
8.016,-1.111532380923772
8.02,-1.111055108901768
8.023999999999999,-1.110578617618397
8.028,-1.110102906457175
8.032,-1.109627974800336
8.036,-1.109153822028837
8.039999999999999,-1.108680447522384
8.044,-1.108207850659434
8.048,-1.107736030817212
8.052,-1.107264987371725
8.055999999999999,-1.106794719697773
8.06,-1.106325227168959
8.064,-1.105856509157712
8.068,-1.105388565035288
8.071999999999999,-1.104921394171787
8.076000000000001,-1.104454995936171
8.08,-1.103989369696269
8.084,-1.103524514818795
8.087999999999999,-1.103060430669359
8.092000000000001,-1.102597116612478
8.096,-1.102134572011596
8.1,-1.101672796229087
8.103999999999999,-1.101211788626275
8.108000000000001,-1.100751548563443
8.112,-1.10029207539985
8.116,-1.099833368493738
8.119999999999999,-1.09937542720235
8.124000000000001,-1.098918250881941
8.128,-1.09846183888779
8.132,-1.098006190574214
8.135999999999999,-1.097551305294581
8.140000000000001,-1.09709718240132
8.144,-1.09664382124594
8.148,-1.096191221179036
8.151999999999999,-1.095739381550306
8.156000000000001,-1.095288301708562
8.16,-1.094837981001746
8.164,-1.094388418776937
8.167999999999999,-1.09393961438037
8.172000000000001,-1.093491567157444
8.176,-1.093044276452739
8.18,-1.092597741610027
8.183999999999999,-1.092151961972281
8.188000000000001,-1.091706936881696
8.192,-1.091262665679696
8.196,-1.090819141342202
8.199999999999999,-1.090376366070962
8.204000000000001,-1.089934342110884
8.208,-1.089493068782138
8.212,-1.089052545403886
8.215999999999999,-1.088612771294288
8.220000000000001,-1.088173745770516
8.224,-1.087735468148763
8.228,-1.087297937744258
8.231999999999999,-1.086861153871267
8.236000000000001,-1.086425115843116
8.24,-1.085989822972191
8.244,-1.085555274569956
8.247999999999999,-1.085121469946957
8.252000000000001,-1.084688408412841
8.256,-1.084256089276358
8.26,-1.083824511845378
8.263999999999999,-1.083393675426898
8.268000000000001,-1.082963579327054
8.272,-1.082534222851131
8.276,-1.082105605303576
8.279999999999999,-1.081677725988004
8.284000000000001,-1.081250584207214
8.288,-1.080824179263195
8.292,-1.080398510457142
8.295999999999999,-1.079973577089458
8.300000000000001,-1.079549378459774
8.304,-1.079125913866955
8.308,-1.07870318260911
8.311999999999999,-1.078281183983605
8.316000000000001,-1.077859917287072
8.32,-1.07743938181542
8.324,-1.077019576863846
8.327999999999999,-1.076600501726846
8.332000000000001,-1.076182155698224
8.336,-1.075764538071104
8.34,-1.075347648137942
8.343999999999999,-1.074931485190531
8.348000000000001,-1.07451604852002
8.352,-1.074101337416918
8.356,-1.073687351171107
8.359999999999999,-1.073274089071852
8.364000000000001,-1.072861550407815
8.368,-1.072449734467059
8.372,-1.072038640537065
8.375999999999999,-1.071628267904738
8.380000000000001,-1.071218615856422
8.384,-1.070809683677908
8.388,-1.070401470654444
8.391999999999999,-1.069993976070746
8.396000000000001,-1.069587199211011
8.4,-1.069181139358925
8.404,-1.068775795797675
8.407999999999999,-1.068371167809957
8.412000000000001,-1.067967254677994
8.416,-1.067564055683536
8.42,-1.067161570107878
8.423999999999999,-1.06675979723187
8.428000000000001,-1.066358736335925
8.432,-1.065958386700031
8.436,-1.065558747603763
8.44,-1.06515981832629
8.444000000000001,-1.064761598146391
8.448,-1.064364086342459
8.452,-1.063967282192518
8.456,-1.06357118497423
8.460000000000001,-1.063175793964905
8.464,-1.062781106931742
8.468,-1.062387117881185
8.472,-1.061993832360514
8.476000000000001,-1.061601249630038
8.48,-1.061209368949507
8.484,-1.060818189578116
8.488,-1.06042771077452
8.492000000000001,-1.060037931796842
8.496,-1.059648851902676
8.5,-1.059260470349101
8.504,-1.05887278639269
8.507999999999999,-1.058485799289515
8.512,-1.058099508295157
8.516,-1.057713912664719
8.52,-1.057329011652827
8.523999999999999,-1.056944804513646
8.528,-1.056561290500883
8.532,-1.056178468867802
8.536,-1.055796338867225
8.539999999999999,-1.055414899751547
8.544,-1.055034150772742
8.548,-1.054654091182374
8.552,-1.0542747202316
8.555999999999999,-1.053896037171187
8.56,-1.053518041251513
8.564,-1.053140731722581
8.568,-1.052764107834025
8.571999999999999,-1.052388168835121
8.576000000000001,-1.052012913974792
8.58,-1.051638342501622
8.584,-1.051264453663858
8.587999999999999,-1.050891246709426
8.592000000000001,-1.050518720885933
8.596,-1.050146875440682
8.6,-1.049775709620677
8.603999999999999,-1.049405222672628
8.608000000000001,-1.049035413842972
8.612,-1.048666282377866
8.616,-1.048297827523209
8.619999999999999,-1.047930048524642
8.624000000000001,-1.047562944627562
8.628,-1.047196515077127
8.632,-1.046830759118268
8.635999999999999,-1.046465675995695
8.640000000000001,-1.046101264953907
8.644,-1.045737525237202
8.648,-1.045374456089682
8.651999999999999,-1.045012056755265
8.656000000000001,-1.044650326477693
8.66,-1.044289264500542
8.664,-1.043928870067226
8.667999999999999,-1.04356914242101
8.672000000000001,-1.04321008080502
8.676,-1.042851684462246
8.68,-1.042493952635556
8.683999999999999,-1.042136884567703
8.688000000000001,-1.041780479501331
8.692,-1.041424736678991
8.696,-1.04106965534314
8.699999999999999,-1.040715234736158
8.704000000000001,-1.040361474100352
8.708,-1.040008372677966
8.712,-1.03965592971119
8.715999999999999,-1.03930414444217
8.720000000000001,-1.038953016113014
8.724,-1.038602543965802
8.728,-1.038252727242595
8.731999999999999,-1.037903565185443
8.736000000000001,-1.037555052154628
8.74,-1.037207189806233
8.744,-1.036859979405535
8.747999999999999,-1.03651342018101
8.752000000000001,-1.036167511360938
8.756,-1.035822252173415
8.76,-1.035477641846357
8.763999999999999,-1.035133679607506
8.768000000000001,-1.034790364684441
8.772,-1.03444769630458
8.776,-1.034105673695193
8.779999999999999,-1.033764296083402
8.784000000000001,-1.033423562696196
8.788,-1.033083472760432
8.792,-1.032744025502843
8.795999999999999,-1.032405220150049
8.800000000000001,-1.032067055928559
8.804,-1.031729532064781
8.808,-1.031392647785029
8.811999999999999,-1.031056402315528
8.816000000000001,-1.030720794882425
8.82,-1.030385824711792
8.824,-1.030051491029634
8.827999999999999,-1.029717793061898
8.832000000000001,-1.029384730034479
8.836,-1.029052301173227
8.84,-1.028720505703953
8.843999999999999,-1.028389342852438
8.848000000000001,-1.028058811844438
8.852,-1.027728911905694
8.856,-1.027399642261936
8.859999999999999,-1.027071002138893
8.864000000000001,-1.026742990762296
8.868,-1.026415607357889
8.872,-1.026088851151435
8.875999999999999,-1.025762721368723
8.880000000000001,-1.025437217235572
8.884,-1.025112337977845
8.888,-1.024788082821449
8.891999999999999,-1.024464450992346
8.896000000000001,-1.024141441716558
8.9,-1.023819054220177
8.904,-1.023497287729369
8.907999999999999,-1.023176141470384
8.912000000000001,-1.022855614669558
8.916,-1.022535706553326
8.92,-1.022216416348228
8.923999999999999,-1.02189774328091
8.928000000000001,-1.02157968657814
8.932,-1.021262245466808
8.936,-1.020945419173939
