time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
7.3000000000;0.9999991647;9.0849088006;1.5087760016;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.0920926244;0.0920934931;-0.0900000000;0.0908490880;-0.0100000000;0.0150877600;-5316.9701460997;5316.9701460997;-5317.0203003463;5317.0203003463;5316.9701460997;5317.0203003463;0.9832910292;-9.3206668884;0.9999991647;-6.2308492026;
7.4000000000;0.9999991622;9.0849088011;1.5087760042;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.0920926246;0.0920934933;-0.0900000000;0.0908490880;-0.0100000000;0.0150877600;-5316.9701598156;5316.9701598156;-5317.0203140620;5317.0203140620;5316.9701598156;5317.0203140620;0.9832910266;-9.4790769548;0.9999991622;-6.3892592533;
7.5000000000;0.9999991610;9.0849088013;1.5087760055;0.0908490880;0.0150877601;0.0900000000;0.0100000000;0.0920926247;0.0920934934;-0.0900000000;0.0908490880;-0.0100000000;0.0150877601;-5316.9701666287;5316.9701666287;-5317.0203208751;5317.0203208751;5316.9701666287;5317.0203208751;0.9832910254;-9.6391721611;0.9999991610;-6.5493544519;
7.6000000000;0.9999991609;9.0849088013;1.5087760056;0.0908490880;0.0150877601;0.0900000000;0.0100000000;0.0920926247;0.0920934934;-0.0900000000;0.0908490880;-0.0100000000;0.0150877601;-5316.9701671885;5316.9701671885;-5317.0203214349;5317.0203214349;5316.9701671885;5317.0203214349;0.9832910253;-9.8009421788;0.9999991609;-6.7111244689;
7.7000000000;0.9999991618;9.0849088011;1.5087760047;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.0920926246;0.0920934933;-0.0900000000;0.0908490880;-0.0100000000;0.0150877600;-5316.9701621329;5316.9701621329;-5317.0203163793;5317.0203163793;5316.9701621329;5317.0203163793;0.9832910262;-9.9643767419;0.9999991618;-6.8745590378;
7.8000000000;0.9999991636;9.0849088008;1.5087760027;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.0920926245;0.0920934932;-0.0900000000;0.0908490880;-0.0100000000;0.0150877600;-5316.9701520806;5316.9701520806;-5317.0203063271;5317.0203063271;5316.9701520806;5317.0203063271;0.9832910281;-10.1294656474;0.9999991636;-7.0396479548;
7.9000000000;0.9999991662;9.0849088003;1.5087760000;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.0920926242;0.0920934929;-0.0900000000;0.0908490880;-0.0100000000;0.0150877600;-5316.9701376247;5316.9701376247;-5317.0202918714;5317.0202918714;5316.9701376247;5317.0202918714;0.9832910307;-10.2961987541;0.9999991662;-7.2063810780;
8.0000000000;0.9999991696;9.0849087997;1.5087759965;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.0920926239;0.0920934926;-0.0900000000;0.0908490880;-0.0100000000;0.0150877600;-5316.9701193288;5316.9701193288;-5317.0202735756;5317.0202735756;5316.9701193288;5317.0202735756;0.9832910341;-10.4645659825;0.9999991696;-7.3747483273;
8.1000000000;0.9999991735;9.0849087990;1.5087759923;0.0908490880;0.0150877599;0.0900000000;0.0100000000;0.0920926235;0.0920934922;-0.0900000000;0.0908490880;-0.0100000000;0.0150877599;-5316.9700977221;5316.9700977221;-5317.0202519692;5317.0202519692;5316.9700977221;5317.0202519692;0.9832910381;-10.6345573145;0.9999991735;-7.5447396839;
8.2000000000;0.9999991779;9.0849087982;1.5087759877;0.0908490880;0.0150877599;0.0900000000;0.0100000000;0.0920926231;0.0920934918;-0.0900000000;0.0908490880;-0.0100000000;0.0150877599;-5316.9700732985;5316.9700732985;-5317.0202275458;5317.0202275458;5316.9700732985;5317.0202275458;0.9832910426;-10.8061627926;0.9999991779;-7.7163451900;
8.3000000000;0.9999991828;9.0849087974;1.5087759825;0.0908490880;0.0150877598;0.0900000000;0.0100000000;0.0920926226;0.0920934913;-0.0900000000;0.0908490880;-0.0100000000;0.0150877598;-5316.9700465141;5316.9700465141;-5317.0202007616;5317.0202007616;5316.9700465141;5317.0202007616;0.9832910476;-10.9793725200;0.9999991828;-7.8895549479;
8.4000000000;0.9999991880;9.0849087965;1.5087759770;0.0908490880;0.0150877598;0.0900000000;0.0100000000;0.0920926221;0.0920934908;-0.0900000000;0.0908490880;-0.0100000000;0.0150877598;-5316.9700177868;5316.9700177868;-5317.0201720346;5317.0201720346;5316.9700177868;5317.0201720346;0.9832910529;-11.1541766598;0.9999991880;-8.0643591206;
8.5000000000;0.9999991935;9.0849087955;1.5087759712;0.0908490880;0.0150877597;0.0900000000;0.0100000000;0.0920926216;0.0920934903;-0.0900000000;0.0908490880;-0.0100000000;0.0150877597;-5316.9699874965;5316.9699874965;-5317.0201417446;5317.0201417446;5316.9699874965;5317.0201417446;0.9832910585;-11.3305654350;0.9999991935;-8.2407479304;
8.6000000000;0.9999991992;9.0849087945;1.5087759652;0.0908490879;0.0150877597;0.0900000000;0.0100000000;0.0920926211;0.0920934898;-0.0900000000;0.0908490879;-0.0100000000;0.0150877597;-5316.9699559858;5316.9699559858;-5317.0201102341;5317.0201102341;5316.9699559858;5317.0201102341;0.9832910643;-11.5085291280;0.9999991992;-8.4187116593;
8.7000000000;0.9999992050;9.0849087934;1.5087759590;0.0908490879;0.0150877596;0.0900000000;0.0100000000;0.0920926205;0.0920934892;-0.0900000000;0.0908490879;-0.0100000000;0.0150877596;-5316.9699235605;5316.9699235605;-5317.0200778092;5317.0200778092;5316.9699235605;5317.0200778092;0.9832910703;-11.6880580800;0.9999992050;-8.5982406483;
8.8000000000;0.9999992110;9.0849087924;1.5087759527;0.0908490879;0.0150877595;0.0900000000;0.0100000000;0.0920926199;0.0920934886;-0.0900000000;0.0908490879;-0.0100000000;0.0150877595;-5316.9698904918;5316.9698904918;-5317.0200447408;5317.0200447408;5316.9698904918;5317.0200447408;0.9832910764;-11.8691426912;0.9999992110;-8.7793252973;
8.9000000000;0.9999992171;9.0849087913;1.5087759462;0.0908490879;0.0150877595;0.0900000000;0.0100000000;0.0920926193;0.0920934880;-0.0900000000;0.0908490879;-0.0100000000;0.0150877595;-5316.9698570176;5316.9698570176;-5317.0200112669;5317.0200112669;5316.9698570176;5317.0200112669;0.9832910826;-12.0517734202;0.9999992171;-8.9619560645;
9.0000000000;0.9999992232;9.0849087902;1.5087759398;0.0908490879;0.0150877594;0.0900000000;0.0100000000;0.0920926188;0.0920934875;-0.0900000000;0.0908490879;-0.0100000000;0.0150877594;-5316.9698233442;5316.9698233442;-5317.0199775938;5317.0199775938;5316.9698233442;5317.0199775938;0.9832910889;-12.2359407834;0.9999992232;-9.1461234663;
9.1000000000;0.9999992293;9.0849087891;1.5087759333;0.0908490879;0.0150877593;0.0900000000;0.0100000000;0.0920926182;0.0920934869;-0.0900000000;0.0908490879;-0.0100000000;0.0150877593;-5316.9697896489;5316.9697896489;-5317.0199438989;5317.0199438989;5316.9697896489;5317.0199438989;0.9832910951;-12.4216353553;0.9999992293;-9.3318180766;
9.2000000000;0.9999992354;9.0849087881;1.5087759269;0.0908490879;0.0150877593;0.0900000000;0.0100000000;0.0920926176;0.0920934863;-0.0900000000;0.0908490879;-0.0100000000;0.0150877593;-5316.9697560821;5316.9697560821;-5317.0199103324;5317.0199103324;5316.9697560821;5317.0199103324;0.9832911013;-12.6088477676;0.9999992354;-9.5190305273;
9.3000000000;0.9999992414;9.0849087870;1.5087759205;0.0908490879;0.0150877592;0.0900000000;0.0100000000;0.0920926170;0.0920934857;-0.0900000000;0.0908490879;-0.0100000000;0.0150877592;-5316.9697227692;5316.9697227692;-5317.0198770198;5317.0198770198;5316.9697227692;5317.0198770198;0.9832911074;-12.7975687091;0.9999992414;-9.7077515068;
9.4000000000;0.9999992474;9.0849087859;1.5087759142;0.0908490879;0.0150877591;0.0900000000;0.0100000000;0.0920926165;0.0920934851;-0.0900000000;0.0908490879;-0.0100000000;0.0150877591;-5316.9696898130;5316.9696898130;-5317.0198440639;5317.0198440639;5316.9696898130;5317.0198440639;0.9832911135;-12.9877889256;0.9999992474;-9.8979717610;
9.5000000000;0.9999992533;9.0849087849;1.5087759080;0.0908490878;0.0150877591;0.0900000000;0.0100000000;0.0920926159;0.0920934846;-0.0900000000;0.0908490878;-0.0100000000;0.0150877591;-5316.9696572962;5316.9696572962;-5317.0198115474;5317.0198115474;5316.9696572962;5317.0198115474;0.9832911196;-13.1794992192;0.9999992533;-10.0896820917;
9.6000000000;0.9999992591;9.0849087839;1.5087759019;0.0908490878;0.0150877590;0.0900000000;0.0100000000;0.0920926153;0.0920934840;-0.0900000000;0.0908490878;-0.0100000000;0.0150877590;-5316.9696252830;5316.9696252830;-5317.0197795345;5317.0197795345;5316.9696252830;5317.0197795345;0.9832911255;-13.3726904482;0.9999992591;-10.2828733572;
9.7000000000;0.9999992648;9.0849087828;1.5087758958;0.0908490878;0.0150877590;0.0900000000;0.0100000000;0.0920926148;0.0920934835;-0.0900000000;0.0908490878;-0.0100000000;0.0150877590;-5316.9695938215;5316.9695938215;-5317.0197480733;5317.0197480733;5316.9695938215;5317.0197480733;0.9832911313;-13.5673535267;0.9999992648;-10.4775364717;
9.8000000000;0.9999992704;9.0849087819;1.5087758899;0.0908490878;0.0150877589;0.0900000000;0.0100000000;0.0920926143;0.0920934830;-0.0900000000;0.0908490878;-0.0100000000;0.0150877589;-5316.9695629456;5316.9695629456;-5317.0197171977;5317.0197171977;5316.9695629456;5317.0197171977;0.9832911370;-13.7634794247;0.9999992704;-10.6736624049;
9.9000000000;0.9999992759;9.0849087809;1.5087758841;0.0908490878;0.0150877588;0.0900000000;0.0100000000;0.0920926137;0.0920934824;-0.0900000000;0.0908490878;-0.0100000000;0.0150877588;-5316.9695326768;5316.9695326768;-5317.0196869292;5317.0196869292;5316.9695326768;5317.0196869292;0.9832911426;-13.9610591668;0.9999992759;-10.8712421817;
10.0000000000;0.9999992813;9.0849087799;1.5087758785;0.0908490878;0.0150877588;0.0900000000;0.0100000000;0.0920926132;0.0920934819;-0.0900000000;0.0908490878;-0.0100000000;0.0150877588;-5316.9695030262;5316.9695030262;-5317.0196572788;5317.0196572788;5316.9695030262;5317.0196572788;0.9832911481;-14.1600838332;0.9999992813;-11.0702668819;
10.1000000000;0.9999992865;9.0849087790;1.5087758729;0.0908490878;0.0150877587;0.0900000000;0.0100000000;0.0920926127;0.0920934814;-0.0900000000;0.0908490878;-0.0100000000;0.0150877587;-5316.9694739954;5316.9694739954;-5317.0196282483;5317.0196282483;5316.9694739954;5317.0196282483;0.9832911534;-14.3605445582;0.9999992865;-11.2707276400;
10.2000000000;0.9999992917;9.0849087781;1.5087758675;0.0908490878;0.0150877587;0.0900000000;0.0100000000;0.0920926122;0.0920934809;-0.0900000000;0.0908490878;-0.0100000000;0.0150877587;-5316.9694455788;5316.9694455788;-5317.0195998320;5317.0195998320;5316.9694455788;5317.0195998320;0.9832911587;-14.5624325305;0.9999992917;-11.4726156448;
10.3000000000;0.9999992967;9.0849087772;1.5087758621;0.0908490878;0.0150877586;0.0900000000;0.0100000000;0.0920926117;0.0920934804;-0.0900000000;0.0908490878;-0.0100000000;0.0150877586;-5316.9694177644;5316.9694177644;-5317.0195720178;5317.0195720178;5316.9694177644;5317.0195720178;0.9832911638;-14.7657389930;0.9999992967;-11.6759221391;
10.4000000000;0.9999993016;9.0849087763;1.5087758569;0.0908490878;0.0150877586;0.0900000000;0.0100000000;0.0920926113;0.0920934800;-0.0900000000;0.0908490878;-0.0100000000;0.0150877586;-5316.9693905352;5316.9693905352;-5317.0195447889;5317.0195447889;5316.9693905352;5317.0195447889;0.9832911689;-14.9704552421;0.9999993016;-11.8806384192;
10.5000000000;0.9999993065;9.0849087754;1.5087758518;0.0908490878;0.0150877585;0.0900000000;0.0100000000;0.0920926108;0.0920934795;-0.0900000000;0.0908490878;-0.0100000000;0.0150877585;-5316.9693638704;5316.9693638704;-5317.0195181244;5317.0195181244;5316.9693638704;5317.0195181244;0.9832911738;-15.1765726273;0.9999993065;-12.0867558349;
10.6000000000;0.9999993112;9.0849087746;1.5087758468;0.0908490877;0.0150877585;0.0900000000;0.0100000000;0.0920926104;0.0920934790;-0.0900000000;0.0908490877;-0.0100000000;0.0150877585;-5316.9693377459;5316.9693377459;-5317.0194920002;5317.0194920002;5316.9693377459;5317.0194920002;0.9832911786;-15.3840825516;0.9999993112;-12.2942657891;
10.7000000000;0.9999993158;9.0849087738;1.5087758419;0.0908490877;0.0150877584;0.0900000000;0.0100000000;0.0920926099;0.0920934786;-0.0900000000;0.0908490877;-0.0100000000;0.0150877584;-5316.9693121358;5316.9693121358;-5317.0194663903;5317.0194663903;5316.9693121358;5317.0194663903;0.9832911834;-15.5929764704;0.9999993158;-12.5031597371;
10.8000000000;0.9999993204;9.0849087730;1.5087758371;0.0908490877;0.0150877584;0.0900000000;0.0100000000;0.0920926095;0.0920934782;-0.0900000000;0.0908490877;-0.0100000000;0.0150877584;-5316.9692870126;5316.9692870126;-5317.0194412673;5317.0194412673;5316.9692870126;5317.0194412673;0.9832911880;-15.8032458916;0.9999993204;-12.7134291870;
10.9000000000;0.9999993249;9.0849087722;1.5087758324;0.0908490877;0.0150877583;0.0900000000;0.0100000000;0.0920926090;0.0920934777;-0.0900000000;0.0908490877;-0.0100000000;0.0150877583;-5316.9692623480;5316.9692623480;-5317.0194166030;5317.0194166030;5316.9692623480;5317.0194166030;0.9832911926;-16.0148823752;0.9999993249;-12.9250656988;
11.0000000000;0.9999993293;9.0849087714;1.5087758277;0.0908490877;0.0150877583;0.0900000000;0.0100000000;0.0920926086;0.0920934773;-0.0900000000;0.0908490877;-0.0100000000;0.0150877583;-5316.9692381137;5316.9692381137;-5317.0193923689;5317.0193923689;5316.9692381137;5317.0193923689;0.9832911971;-16.2278775329;0.9999993293;-13.1380608842;
11.1000000000;0.9999993336;9.0849087706;1.5087758232;0.0908490877;0.0150877582;0.0900000000;0.0100000000;0.0920926082;0.0920934769;-0.0900000000;0.0908490877;-0.0100000000;0.0150877582;-5316.9692142814;5316.9692142814;-5317.0193685368;5317.0193685368;5316.9692142814;5317.0193685368;0.9832912015;-16.4422230280;0.9999993336;-13.3524064065;
11.2000000000;0.9999993378;9.0849087699;1.5087758187;0.0908490877;0.0150877582;0.0900000000;0.0100000000;0.0920926078;0.0920934765;-0.0900000000;0.0908490877;-0.0100000000;0.0150877582;-5316.9691908236;5316.9691908236;-5317.0193450792;5317.0193450792;5316.9691908236;5317.0193450792;0.9832912058;-16.6579105748;0.9999993378;-13.5680939801;
11.3000000000;0.9999993420;9.0849087691;1.5087758142;0.0908490877;0.0150877581;0.0900000000;0.0100000000;0.0920926074;0.0920934761;-0.0900000000;0.0908490877;-0.0100000000;0.0150877581;-5316.9691677135;5316.9691677135;-5317.0193219693;5317.0193219693;5316.9691677135;5317.0193219693;0.9832912101;-16.8749319386;0.9999993420;-13.7851153702;
11.4000000000;0.9999993461;9.0849087684;1.5087758099;0.0908490877;0.0150877581;0.0900000000;0.0100000000;0.0920926070;0.0920934757;-0.0900000000;0.0908490877;-0.0100000000;0.0150877581;-5316.9691449256;5316.9691449256;-5317.0192991816;5317.0192991816;5316.9691449256;5317.0192991816;0.9832912143;-17.0932789350;0.9999993461;-14.0034623927;
11.5000000000;0.9999993502;9.0849087676;1.5087758056;0.0908490877;0.0150877581;0.0900000000;0.0100000000;0.0920926066;0.0920934753;-0.0900000000;0.0908490877;-0.0100000000;0.0150877581;-5316.9691224357;5316.9691224357;-5317.0192766920;5317.0192766920;5316.9691224357;5317.0192766920;0.9832912184;-17.3129434302;0.9999993502;-14.2231269136;
11.6000000000;0.9999993542;9.0849087669;1.5087758013;0.0908490877;0.0150877580;0.0900000000;0.0100000000;0.0920926062;0.0920934749;-0.0900000000;0.0908490877;-0.0100000000;0.0150877580;-5316.9691002211;5316.9691002211;-5317.0192544776;5317.0192544776;5316.9691002211;5317.0192544776;0.9832912226;-17.5339173400;0.9999993542;-14.4441008487;
11.7000000000;0.9999993582;9.0849087662;1.5087757971;0.0908490877;0.0150877580;0.0900000000;0.0100000000;0.0920926059;0.0920934746;-0.0900000000;0.0908490877;-0.0100000000;0.0150877580;-5316.9690782606;5316.9690782606;-5317.0192325172;5317.0192325172;5316.9690782606;5317.0192325172;0.9832912266;-17.7561926299;0.9999993582;-14.6663761637;
11.8000000000;0.9999993622;9.0849087655;1.5087757930;0.0908490877;0.0150877579;0.0900000000;0.0100000000;0.0920926055;0.0920934742;-0.0900000000;0.0908490877;-0.0100000000;0.0150877579;-5316.9690565345;5316.9690565345;-5317.0192107914;5317.0192107914;5316.9690565345;5317.0192107914;0.9832912306;-17.9797613147;0.9999993622;-14.8899448733;
11.9000000000;0.9999993661;9.0849087648;1.5087757888;0.0908490876;0.0150877579;0.0900000000;0.0100000000;0.0920926051;0.0920934738;-0.0900000000;0.0908490876;-0.0100000000;0.0150877579;-5316.9690350250;5316.9690350250;-5317.0191892821;5317.0191892821;5316.9690350250;5317.0191892821;0.9832912346;-18.2046154584;0.9999993661;-15.1147990415;
12.0000000000;0.9999993699;9.0849087641;1.5087757848;0.0908490876;0.0150877578;0.0900000000;0.0100000000;0.0920926047;0.0920934734;-0.0900000000;0.0908490876;-0.0100000000;0.0150877578;-5316.9690137157;5316.9690137157;-5317.0191679729;5317.0191679729;5316.9690137157;5317.0191679729;0.9832912385;-18.4307471733;0.9999993699;-15.3409307809;
12.1000000000;0.9999993737;9.0849087634;1.5087757807;0.0908490876;0.0150877578;0.0900000000;0.0100000000;0.0920926044;0.0920934731;-0.0900000000;0.0908490876;-0.0100000000;0.0150877578;-5316.9689925917;5316.9689925917;-5317.0191468491;5317.0191468491;5316.9689925917;5317.0191468491;0.9832912425;-18.6581486206;0.9999993737;-15.5683322523;
12.2000000000;0.9999993775;9.0849087628;1.5087757767;0.0908490876;0.0150877578;0.0900000000;0.0100000000;0.0920926040;0.0920934727;-0.0900000000;0.0908490876;-0.0100000000;0.0150877578;-5316.9689716398;5316.9689716398;-5317.0191258974;5317.0191258974;5316.9689716398;5317.0191258974;0.9832912463;-18.8868120092;0.9999993775;-15.7969956648;
12.3000000000;0.9999993813;9.0849087621;1.5087757727;0.0908490876;0.0150877577;0.0900000000;0.0100000000;0.0920926037;0.0920934723;-0.0900000000;0.0908490876;-0.0100000000;0.0150877577;-5316.9689508481;5316.9689508481;-5317.0191051060;5317.0191051060;5316.9689508481;5317.0191051060;0.9832912502;-19.1167295961;0.9999993813;-16.0269132754;
12.4000000000;0.9999993851;9.0849087614;1.5087757688;0.0908490876;0.0150877577;0.0900000000;0.0100000000;0.0920926033;0.0920934720;-0.0900000000;0.0908490876;-0.0100000000;0.0150877577;-5316.9689302064;5316.9689302064;-5317.0190844644;5317.0190844644;5316.9689302064;5317.0190844644;0.9832912540;-19.3478936856;0.9999993851;-16.2580773885;
12.5000000000;0.9999993888;9.0849087607;1.5087757648;0.0908490876;0.0150877576;0.0900000000;0.0100000000;0.0920926029;0.0920934716;-0.0900000000;0.0908490876;-0.0100000000;0.0150877576;-5316.9689097054;5316.9689097054;-5317.0190639636;5317.0190639636;5316.9689097054;5317.0190639636;0.9832912578;-19.5802966294;0.9999993888;-16.4904803557;
12.6000000000;0.9999993925;9.0849087601;1.5087757609;0.0908490876;0.0150877576;0.0900000000;0.0100000000;0.0920926026;0.0920934713;-0.0900000000;0.0908490876;-0.0100000000;0.0150877576;-5316.9688893372;5316.9688893372;-5317.0190435956;5317.0190435956;5316.9688893372;5317.0190435956;0.9832912615;-19.8139308260;0.9999993925;-16.7241145756;
12.7000000000;0.9999993961;9.0849087594;1.5087757571;0.0908490876;0.0150877576;0.0900000000;0.0100000000;0.0920926022;0.0920934709;-0.0900000000;0.0908490876;-0.0100000000;0.0150877576;-5316.9688690950;5316.9688690950;-5317.0190233536;5317.0190233536;5316.9688690950;5317.0190233536;0.9832912653;-20.0487887206;0.9999993961;-16.9589724933;
12.8000000000;0.9999993998;9.0849087588;1.5087757532;0.0908490876;0.0150877575;0.0900000000;0.0100000000;0.0920926019;0.0920934706;-0.0900000000;0.0908490876;-0.0100000000;0.0150877575;-5316.9688489731;5316.9688489731;-5317.0190032319;5317.0190032319;5316.9688489731;5317.0190032319;0.9832912690;-20.2848628049;0.9999993998;-17.1950466005;
12.9000000000;0.9999994034;9.0849087581;1.5087757494;0.0908490876;0.0150877575;0.0900000000;0.0100000000;0.0920926015;0.0920934702;-0.0900000000;0.0908490876;-0.0100000000;0.0150877575;-5316.9688289665;5316.9688289665;-5317.0189832255;5317.0189832255;5316.9688289665;5317.0189832255;0.9832912727;-20.5221456163;0.9999994034;-17.4323294348;
13.0000000000;0.9999994070;9.0849087575;1.5087757456;0.0908490876;0.0150877575;0.0900000000;0.0100000000;0.0920926012;0.0920934699;-0.0900000000;0.0908490876;-0.0100000000;0.0150877575;-5316.9688090713;5316.9688090713;-5317.0189633305;5317.0189633305;5316.9688090713;5317.0189633305;0.9832912764;-20.7606297384;0.9999994070;-17.6708135797;
13.1000000000;0.9999994106;9.0849087568;1.5087757418;0.0908490876;0.0150877574;0.0900000000;0.0100000000;0.0920926009;0.0920934696;-0.0900000000;0.0908490876;-0.0100000000;0.0150877574;-5316.9687892842;5316.9687892842;-5317.0189435436;5317.0189435436;5316.9687892842;5317.0189435436;0.9832912800;-21.0003078001;0.9999994106;-17.9104916640;
13.2000000000;0.9999994141;9.0849087562;1.5087757380;0.0908490876;0.0150877574;0.0900000000;0.0100000000;0.0920926005;0.0920934692;-0.0900000000;0.0908490876;-0.0100000000;0.0150877574;-5316.9687696025;5316.9687696025;-5317.0189238621;5317.0189238621;5316.9687696025;5317.0189238621;0.9832912837;-21.2411724756;0.9999994141;-18.1513563619;
13.3000000000;0.9999994177;9.0849087555;1.5087757343;0.0908490876;0.0150877573;0.0900000000;0.0100000000;0.0920926002;0.0920934689;-0.0900000000;0.0908490876;-0.0100000000;0.0150877573;-5316.9687500243;5316.9687500243;-5317.0189042840;5317.0189042840;5316.9687500243;5317.0189042840;0.9832912873;-21.4832164839;0.9999994177;-18.3934003926;
13.4000000000;0.9999994212;9.0849087549;1.5087757305;0.0908490875;0.0150877573;0.0900000000;0.0100000000;0.0920925998;0.0920934685;-0.0900000000;0.0908490875;-0.0100000000;0.0150877573;-5316.9687305479;5316.9687305479;-5317.0188848079;5317.0188848079;5316.9687305479;5317.0188848079;0.9832912909;-21.7264325889;0.9999994212;-18.6366165198;
13.5000000000;0.9999994247;9.0849087543;1.5087757268;0.0908490875;0.0150877573;0.0900000000;0.0100000000;0.0920925995;0.0920934682;-0.0900000000;0.0908490875;-0.0100000000;0.0150877573;-5316.9687111723;5316.9687111723;-5317.0188654325;5317.0188654325;5316.9687111723;5317.0188654325;0.9832912945;-21.9708135986;0.9999994247;-18.8809975517;
13.6000000000;0.9999994282;9.0849087537;1.5087757231;0.0908490875;0.0150877572;0.0900000000;0.0100000000;0.0920925992;0.0920934679;-0.0900000000;0.0908490875;-0.0100000000;0.0150877572;-5316.9686918968;5316.9686918968;-5317.0188461571;5317.0188461571;5316.9686918968;5317.0188461571;0.9832912980;-22.2163523655;0.9999994282;-19.1265363406;
13.7000000000;0.9999994317;9.0849087530;1.5087757194;0.0908490875;0.0150877572;0.0900000000;0.0100000000;0.0920925988;0.0920934675;-0.0900000000;0.0908490875;-0.0100000000;0.0150877572;-5316.9686727209;5316.9686727209;-5317.0188269814;5317.0188269814;5316.9686727209;5317.0188269814;0.9832913016;-22.4630417857;0.9999994317;-19.3732257826;
13.8000000000;0.9999994352;9.0849087524;1.5087757158;0.0908490875;0.0150877572;0.0900000000;0.0100000000;0.0920925985;0.0920934672;-0.0900000000;0.0908490875;-0.0100000000;0.0150877572;-5316.9686536444;5316.9686536444;-5317.0188079051;5317.0188079051;5316.9686536444;5317.0188079051;0.9832913051;-22.7108747988;0.9999994352;-19.6210588176;
13.9000000000;0.9999994386;9.0849087518;1.5087757122;0.0908490875;0.0150877571;0.0900000000;0.0100000000;0.0920925982;0.0920934669;-0.0900000000;0.0908490875;-0.0100000000;0.0150877571;-5316.9686346673;5316.9686346673;-5317.0187889282;5317.0187889282;5316.9686346673;5317.0187889282;0.9832913086;-22.9598443880;0.9999994386;-19.8700284284;
14.0000000000;0.9999994420;9.0849087512;1.5087757085;0.0908490875;0.0150877571;0.0900000000;0.0100000000;0.0920925978;0.0920934665;-0.0900000000;0.0908490875;-0.0100000000;0.0150877571;-5316.9686157899;5316.9686157899;-5317.0187700509;5317.0187700509;5316.9686157899;5317.0187700509;0.9832913121;-23.2099435793;0.9999994420;-20.1201276413;
14.1000000000;0.9999994454;9.0849087506;1.5087757049;0.0908490875;0.0150877570;0.0900000000;0.0100000000;0.0920925975;0.0920934662;-0.0900000000;0.0908490875;-0.0100000000;0.0150877570;-5316.9685970123;5316.9685970123;-5317.0187512735;5317.0187512735;5316.9685970123;5317.0187512735;0.9832913156;-23.4611654416;0.9999994454;-20.3713495251;
14.2000000000;0.9999994488;9.0849087499;1.5087757014;0.0908490875;0.0150877570;0.0900000000;0.0100000000;0.0920925972;0.0920934659;-0.0900000000;0.0908490875;-0.0100000000;0.0150877570;-5316.9685783351;5316.9685783351;-5317.0187325964;5317.0187325964;5316.9685783351;5317.0187325964;0.9832913190;-23.7135030864;0.9999994488;-20.6236871911;
14.3000000000;0.9999994522;9.0849087493;1.5087756978;0.0908490875;0.0150877570;0.0900000000;0.0100000000;0.0920925969;0.0920934656;-0.0900000000;0.0908490875;-0.0100000000;0.0150877570;-5316.9685597585;5316.9685597585;-5317.0187140201;5317.0187140201;5316.9685597585;5317.0187140201;0.9832913225;-23.9669496672;0.9999994522;-20.8771337932;
14.4000000000;0.9999994555;9.0849087487;1.5087756943;0.0908490875;0.0150877569;0.0900000000;0.0100000000;0.0920925966;0.0920934653;-0.0900000000;0.0908490875;-0.0100000000;0.0150877569;-5316.9685412831;5316.9685412831;-5317.0186955448;5317.0186955448;5316.9685412831;5317.0186955448;0.9832913259;-24.2214983797;0.9999994555;-21.1316825268;
14.5000000000;0.9999994588;9.0849087481;1.5087756908;0.0908490875;0.0150877569;0.0900000000;0.0100000000;0.0920925962;0.0920934649;-0.0900000000;0.0908490875;-0.0100000000;0.0150877569;-5316.9685229094;5316.9685229094;-5317.0186771712;5317.0186771712;5316.9685229094;5317.0186771712;0.9832913293;-24.4771424614;0.9999994588;-21.3873266295;
14.6000000000;0.9999994622;9.0849087475;1.5087756873;0.0908490875;0.0150877569;0.0900000000;0.0100000000;0.0920925959;0.0920934646;-0.0900000000;0.0908490875;-0.0100000000;0.0150877569;-5316.9685046377;5316.9685046377;-5317.0186588997;5317.0186588997;5316.9685046377;5317.0186588997;0.9832913327;-24.7338751911;0.9999994622;-21.6440593800;
14.7000000000;0.9999994654;9.0849087469;1.5087756838;0.0908490875;0.0150877568;0.0900000000;0.0100000000;0.0920925956;0.0920934643;-0.0900000000;0.0908490875;-0.0100000000;0.0150877568;-5316.9684864685;5316.9684864685;-5317.0186407308;5317.0186407308;5316.9684864685;5317.0186407308;0.9832913360;-24.9916898889;0.9999994654;-21.9018740986;
